population	links	time	infected	error
0	0	0	0	0
0	0	1	706.833	5.30278
0	0	2	562.458	4.6789
0	0	3	609.667	5.66982
0	0	4	606.042	5.40021
0	0	5	628.292	6.98443
0	0	6	651.667	6.95748
0	0	7	680.208	8.27428
0	0	8	716.083	9.57818
0	0	9	762.458	11.1982
0	0	10	823.667	13.3958
0	0	11	893.583	15.3542
0	0	12	982.792	19.1566
0	0	13	1101.08	22.8537
0	0	14	1252.96	27.0373
0	0	15	1447.92	33.9099
0	0	16	1677.33	43.9115
0	0	17	1987.33	56.5053
0	0	18	2374.25	69.795
0	0	19	2886.12	90.8579
0	0	20	3520.54	114.466
0	0	21	4331.21	144.206
0	0	22	5340.25	182.436
0	0	23	6602.08	226.062
0	0	24	8170.88	281.415
0	0	25	10042.8	344.578
0	0	26	12304.6	415.247
0	0	27	14935.4	487.425
0	0	28	17894.4	568.528
0	0	29	21169.2	645.609
0	0	30	24700.9	738.773
0	0	31	28470.3	835.267
0	0	32	32233.2	932.744
0	0	33	36098.5	1020.04
0	0	34	39920	1105.42
0	0	35	43664	1186.27
0	0	36	47323.2	1250.96
0	0	37	50940.7	1304.99
0	0	38	54389.8	1344.91
0	0	39	57705.8	1374.45
0	0	40	60892.8	1386.32
0	0	41	64024.5	1379.54
0	0	42	67074	1333.07
0	0	43	70048.5	1272.71
0	0	44	72989.9	1180.42
0	0	45	75835.8	1082.78
0	0	46	78582.8	992.625
0	0	47	81361.3	896.312
0	0	48	84124.8	827.271
0	0	49	86792.1	776.961
0	0	50	89325.9	740.077
0	0	51	91891.4	713.675
0	0	52	94370.6	695.645
0	0	53	96682.2	680.449
0	0	54	98906.8	641.74
0	0	55	101069	613.708
0	0	56	103152	567.929
0	0	57	105084	531.896
0	0	58	106998	481.168
0	0	59	108773	439.568
188361	2000	0	1.70833	0.416768
188361	2000	1	2.29167	0.464168
188361	2000	2	2.79167	0.745965
188361	2000	3	3.25	0.739131
188361	2000	4	4.125	0.77644
188361	2000	5	4.20833	0.553104
188361	2000	6	6.04167	1.02498
188361	2000	7	6.75	1.63582
188361	2000	8	7.08333	1.46842
188361	2000	9	11.0417	2.02111
188361	2000	10	14.625	2.51881
188361	2000	11	20.4167	3.22432
188361	2000	12	25.9583	4.96978
188361	2000	13	33.5417	7.14618
188361	2000	14	43.1667	8.56107
188361	2000	15	55.5417	10.6364
188361	2000	16	79.1667	15.5725
188361	2000	17	103.5	19.7316
188361	2000	18	139.625	25.8237
188361	2000	19	180.875	34.2885
188361	2000	20	246.208	45.5483
188361	2000	21	310.667	54.1986
188361	2000	22	401.875	66.5324
188361	2000	23	519.458	83.1175
188361	2000	24	639.292	99.4592
188361	2000	25	792.5	118.39
188361	2000	26	928.208	124.785
188361	2000	27	1099.17	139.592
188361	2000	28	1238.12	145.973
188361	2000	29	1376.08	149.972
188361	2000	30	1498.08	150.455
188361	2000	31	1577.46	147.212
