population	links	time	infected	error
0	0	0	0	0
0	0	1	710.333	2.27428
0	0	2	569.333	4.25774
0	0	3	621.333	5.24106
0	0	4	628.333	4.85302
0	0	5	656.667	1.99177
0	0	6	686.333	4.27539
0	0	7	713.333	13.1299
0	0	8	767	14.4656
0	0	9	849	17.8248
188361	2000	0	1.66667	1.30667
188361	2000	1	1.66667	1.30667
188361	2000	2	1.33333	1.30667
188361	2000	3	1	1.13161
188361	2000	4	5.33333	1.72856
188361	2000	5	1.66667	0.653333
188361	2000	6	6	5.18567
188361	2000	7	9	1.13161
188361	2000	8	10	2.99395
188361	2000	9	10.3333	6.63061
365657	4000	0	2	1.96
365657	4000	1	1.66667	0.653333
365657	4000	2	1.33333	1.30667
365657	4000	3	2.66667	1.30667
365657	4000	4	3	1.13161
365657	4000	5	2	1.96
365657	4000	6	2.66667	0.653333
365657	4000	7	5.33333	2.35563
365657	4000	8	8.66667	3.26667
365657	4000	9	9.66667	2.84781
606459	6000	0	1.33333	0.653333
606459	6000	1	1.66667	0.653333
606459	6000	2	2.33333	0.653333
606459	6000	3	4.33333	0.653333
606459	6000	4	1.66667	1.72856
606459	6000	5	3	1.13161
606459	6000	6	5.66667	4.57333
606459	6000	7	3.33333	0.653333
606459	6000	8	5.33333	0.653333
606459	6000	9	8.33333	6.2324
1.12458e+06	10000	0	1.33333	2.61333
1.12458e+06	10000	1	2.33333	1.72856
1.12458e+06	10000	2	1	1.13161
1.12458e+06	10000	3	2.33333	1.30667
1.12458e+06	10000	4	3.33333	2.35563
1.12458e+06	10000	5	4.66667	2.35563
1.12458e+06	10000	6	3.66667	0.653333
1.12458e+06	10000	7	3.33333	0.653333
1.12458e+06	10000	8	3.66667	1.72856
1.12458e+06	10000	9	9	5.88
2.19783e+06	20000	0	2	1.13161
2.19783e+06	20000	1	2.66667	1.72856
2.19783e+06	20000	2	1.66667	1.30667
2.19783e+06	20000	3	1.33333	1.30667
2.19783e+06	20000	4	2	2.26321
2.19783e+06	20000	5	2.66667	0.653333
2.19783e+06	20000	6	3.66667	2.84781
2.19783e+06	20000	7	3.33333	1.72856
2.19783e+06	20000	8	6	1.13161
2.19783e+06	20000	9	4.33333	0.653333
5.45286e+06	45000	0	1.66667	1.72856
5.45286e+06	45000	1	2.66667	1.72856
5.45286e+06	45000	2	1	1.13161
5.45286e+06	45000	3	2.66667	1.30667
5.45286e+06	45000	4	2	1.13161
5.45286e+06	45000	5	1	1.13161
5.45286e+06	45000	6	3.66667	1.72856
5.45286e+06	45000	7	3	1.13161
5.45286e+06	45000	8	2	2.26321
5.45286e+06	45000	9	4.66667	2.35563
