population	links	index	origin_mean	origing_error	destination_mean	destination_error
3101594	28000	0	0.0673759	0.0162031	0.0313531	0.00107289
3101594	28000	1	0.0996795	0.0116478	0.0280602	0.00228417
3101594	28000	2	0.0760358	0.00329647	0.0436127	0.00197923
3101594	28000	3	0.271484	0.0151802	0.0252778	0.00491051
3101594	28000	4	0.122253	0.000973262	0.0488451	0.000974262
3101594	28000	5	0.120019	0.00237223	0.0362647	0.00116537
3101594	28000	6	0.0724392	0.00067655	0.0384647	0.00100242
3101594	28000	7	0.106483	0.000961628	0.0361747	0.0013354
3101594	28000	8	0.0805039	0.000970407	0.0460419	0.0017771
3101594	28000	9	0.074992	0.00189922	0.0511039	0.00336162
3101594	28000	10	0.0305377	0.00200454	0.0294302	0.00211158
3101594	28000	11	0.0875225	0.00214544	0.0324342	0.00223176
3101594	28000	12	0.0743023	0.00221189	0.0473552	0.00196112
3101594	28000	13	0.130435	0.0429163	0.0315784	0.00276305
3101594	28000	14	0.0731334	0.00233923	0.0383956	0.00225468
3101594	28000	15	0.0827851	0.0109194	0.0282452	0.00237904
3101594	28000	16	0.115143	0.00149711	0.0613361	0.00326836
3101594	28000	17	0.0837579	0.00117294	0.0604661	0.00308585
3101594	28000	18	0.0822907	0.00124827	0.0549929	0.00157612
3101594	28000	19	0.101583	0.00249245	0.0501902	0.00239682
3101594	28000	20	0.12467	0.00108909	0.0413063	0.00080491
3101594	28000	21	0.05882	0.00224048	0.0340769	0.00112557
3101594	28000	22	0	0	0.0392402	0.00181148
3101594	28000	23	0.055662	0.00201915	0.0260321	0.00125556
3101594	28000	24	0.0189974	0.00468623	0.0165525	0.0034204
3101594	28000	25	0.163033	0.00211887	0.029919	0.00303289
3101594	28000	26	0.114016	0.00164828	0.111206	0.00303808
3101594	28000	27	0.0704657	0.0134367	0.0290758	0.00175836
3101594	28000	28	0.141912	0.00143894	0.0491427	0.00110405
3101594	28000	29	0.14218	0.00180421	0.0818631	0.00237819
3101594	28000	30	0.129948	0.00117129	0.0344025	0.00142565
3101594	28000	31	0.109531	0.0019006	0.0460849	0.00141891
3101594	28000	32	0.114055	0.00184934	0.245588	0.00577162
3101594	28000	33	0.122317	0.00156609	0.0789568	0.00205267
3101594	28000	34	0.0492189	0.00223601	0.033385	0.00141292
3101594	28000	35	0.156367	0.0039393	0.0296804	0.00344515
3101594	28000	36	0.0978916	0.00165134	0.0358944	0.00149304
3101594	28000	37	0.0955712	0.00146745	0.0388832	0.00128055
3101594	28000	38	0.104515	0.000901263	0.0475999	0.00102606
3101594	28000	39	0.10815	0.000910862	0.0492433	0.00127541
3101594	28000	40	0.0924916	0.00136222	0.0638512	0.00334462
3101594	28000	41	0.0823623	0.00169102	0.0395653	0.00155191
3101594	28000	42	0.12706	0.00225328	0.0294025	0.001262
3101594	28000	43	0.122746	0.00197464	0.0443376	0.00144369
3101594	28000	44	0.089478	0.00138825	0.0513907	0.00114875
3101594	28000	45	0.0635662	0.00152406	0.0388078	0.00160921
3101594	28000	46	0.108023	0.000938501	0.0456498	0.0010311
3101594	28000	47	0.08348	0.00138096	0.0569328	0.00179557
3101594	28000	48	0.0646583	0.00114056	0.0621314	0.0022702
3101594	28000	49	0.127579	0.00216963	0.0354102	0.00148814
3101594	28000	50	0.067305	0.00189192	0.0815216	0.00372346
3101594	28000	51	0.116392	0.00117327	0.0696384	0.0022328
3101594	28000	52	0.13115	0.00145259	0.0600582	0.00277774
3101594	28000	53	0.103767	0.00146647	0.0399766	0.00122985
3101594	28000	54	0.0610956	0.00261983	0.0483316	0.00221204
3101594	28000	55	0.0924572	0.00301394	0.0335728	0.00128089
3101594	28000	56	0.0957379	0.00139061	0.0785235	0.00352983
3101594	28000	57	0.139476	0.0022898	0.0456033	0.00175309
3101594	28000	58	0.118352	0.000951981	0.0381364	0.00111241
3101594	28000	59	0.102445	0.000913891	0.0353503	0.000998503
3101594	28000	60	0.117556	0.00213229	0.0413728	0.00175187
3101594	28000	61	0.105138	0.0014279	0.0408715	0.00121929
3101594	28000	62	0.0756606	0.00108316	0.0340834	0.00193704
3101594	28000	63	0.0691242	0.00138564	0.0396928	0.0013814
3101594	28000	64	0.111521	0.0010538	0.0455011	0.00120251
3101594	28000	65	0.105026	0.00128007	0.0488211	0.00177111
3101594	28000	66	0.0908823	0.00191972	0.0442188	0.00283097
3101594	28000	67	0.111168	0.00132964	0.0711013	0.00282373
3101594	28000	68	0.0531742	0.00173641	0.0368825	0.00129032
3101594	28000	69	0.101463	0.0016309	0.0377043	0.00200549
3101594	28000	70	0.0978466	0.00313923	0.0442102	0.00346765
3101594	28000	71	0.111725	0.00216589	0.038909	0.00242575
3101594	28000	72	0.105764	0.0043411	0.0367687	0.00326809
3101594	28000	73	0.0993634	0.00137919	0.0583144	0.00300743
3101594	28000	74	0.0903405	0.00186851	0.0282094	0.0012354
3101594	28000	75	0.126767	0.0137465	0.0257937	0.0112067
3101594	28000	76	0.0478686	0.00233298	0.0327287	0.00173194
3101594	28000	77	0.118088	0.00190807	0.104957	0.00365037
3101594	28000	78	0.104972	0.00127948	0.030834	0.00056741
3101594	28000	79	0.0980724	0.00155058	0.054367	0.0013943
3101594	28000	80	0.0870642	0.00122676	0.0480883	0.00118084
3101594	28000	81	0.0783873	0.00145589	0.0394371	0.00184151
3101594	28000	82	0.15089	0.00173069	0.0386446	0.0020804
3101594	28000	83	0.0387592	0.00206973	0.0300334	0.00124065
3101594	28000	84	0.116652	0.0014861	0.0415545	0.00108831
3101594	28000	85	0.0924393	0.000979751	0.0358636	0.00106268
3101594	28000	86	0.0776478	0.00283023	0.0701487	0.00361935
3101594	28000	87	0.0926405	0.0032905	0.0422677	0.00197444
3101594	28000	88	0.145353	0.00344007	0.0347996	0.00127376
3101594	28000	89	0.0632639	0.0050111	0.0279426	0.00297399
3101594	28000	90	0.102192	0.0018467	0.0506339	0.00171171
3101594	28000	91	0.186954	0.00189058	0.0517126	0.00213944
3101594	28000	92	0.0952693	0.00183752	0.0416231	0.00198087
3101594	28000	93	0.193848	0.00258213	0.0319526	0.00151524
3101594	28000	94	0.0796865	0.00127947	0.0348817	0.00141876
3101594	28000	95	0.127006	0.0013155	0.0364457	0.00159322
3101594	28000	96	0.0885411	0.001412	0.0739459	0.00255416
3101594	28000	97	0.114649	0.00169294	0.0768968	0.00237536
3101594	28000	98	0.126029	0.00147299	0.182748	0.006725
3101594	28000	99	0.127448	0.00188707	0.0720063	0.00203835
3101594	28000	100	0.102276	0.00196161	0.11142	0.00534911
3101594	28000	101	0.123478	0.00159016	0.0715851	0.00281762
3101594	28000	102	0.145388	0.00311954	0.0670242	0.00328133
3101594	28000	103	0.0992689	0.00124113	0.0829643	0.00265757
3101594	28000	104	0.146512	0.00138051	0.0440161	0.00115734
3101594	28000	105	0.102985	0.00196567	0.0802903	0.00285806
3101594	28000	106	0.108679	0.0014239	0.0663961	0.00186925
3101594	28000	107	0.152267	0.00291884	0.394966	0.0113295
3101594	28000	108	0.0971792	0.00331172	0.115555	0.00586295
3101594	28000	109	0.100105	0.00407666	0.0277166	0.004293
3101594	28000	110	0.128473	0.000994102	0.0685109	0.00157829
3101594	28000	111	0.10684	0.00158791	0.0628794	0.00268652
3101594	28000	112	0.125815	0.000960855	0.126114	0.00376647
3101594	28000	113	0.125751	0.00195714	0.040852	0.00196267
3101594	28000	114	0.0893539	0.00185568	0.0883792	0.00325763
3101594	28000	115	0.126543	0.00113428	0.0457476	0.00153259
3101594	28000	116	0.102986	0.00276438	0.0558914	0.00463033
3101594	28000	117	0.146587	0.00299728	0.0330053	0.00101303
3101594	28000	118	0.0814708	0.00291695	0.0429646	0.00214491
3101594	28000	119	0.135098	0.00195869	0.0608763	0.00141783
3101594	28000	120	0.153624	0.00210405	0.0410329	0.00211893
3101594	28000	121	0.11944	0.00152506	0.131518	0.00407263
3101594	28000	122	0.0245577	0.00357664	0.0424917	0.00987575
3101594	28000	123	0.0947798	0.00275933	0.0349662	0.00128706
3101594	28000	124	0.116832	0.00196737	0.0845944	0.00232766
3101594	28000	125	0.127212	0.00169526	0.0612417	0.0020445
3101594	28000	126	0.115572	0.00110997	0.0392891	0.000906982
3101594	28000	127	0.135833	0.00333374	0.0614439	0.00270461
3101594	28000	128	0.123748	0.00178225	0.0494531	0.00159567
3101594	28000	129	0.0902322	0.0015484	0.03897	0.00124061
3101594	28000	130	0.123416	0.00179509	0.0761992	0.00238118
3101594	28000	131	0.101232	0.00177893	0.0454245	0.00145525
3101594	28000	132	0.113182	0.00269654	0.0732854	0.00491851
