population	links	index	origin_mean	origing_error	destination_mean	destination_error
910512	6000	0	0.014692	0.000355009	0.0012428	0.000118547
910512	6000	1	0.0131	0.000422449	0.0011109	9.0535e-05
910512	6000	2	0.0139803	0.000364034	0.00110937	8.61086e-05
910512	6000	3	0.012945	0.000257898	0.00121305	8.88003e-05
910512	6000	4	0.0135517	0.000359096	0.00122817	0.0001578
910512	6000	5	0.0100324	0.000340022	0.00104715	7.81434e-05
910512	6000	6	0.00555353	0.000723079	0.00106061	0.000521768
910512	6000	7	0.024585	0.000595844	0.0013902	0.000139078
910512	6000	8	0.0104772	0.000292284	0.00118532	7.71781e-05
910512	6000	9	0.0512125	0.00141404	0.0125616	0.00202603
910512	6000	10	0.0177412	0.000264161	0.00131854	0.000101708
910512	6000	11	0.0166321	0.000270617	0.00128407	7.76588e-05
910512	6000	12	0.0136615	0.000413244	0.00122549	0.000232226
910512	6000	13	0.0098003	0.000113439	0.00104433	5.95629e-05
910512	6000	14	0.0304661	0.000411831	0.0012571	7.82444e-05
910512	6000	15	0.0186107	0.000467208	0.00122857	0.000366194
910512	6000	16	0.00969584	0.000302907	0.00111007	9.27445e-05
910512	6000	17	0.0360227	0.000915145	0.00121583	0.000173148
910512	6000	18	0.0136632	0.000395898	0.00114183	0.000124088
910512	6000	19	0.014253	0.000398065	0.00113792	0.000117099
910512	6000	20	0.0134063	0.000367727	0.0011615	0.000106432
910512	6000	21	0.018346	0.000513456	0.00117925	9.35773e-05
910512	6000	22	0.0154151	0.000397962	0.00117177	0.000155147
910512	6000	23	0.0125926	0.000441092	0.000991527	0.000316898
910512	6000	24	0.0160506	0.000248044	0.00120306	5.38249e-05
910512	6000	25	0.0106834	0.000337943	0.00123284	0.000220347
910512	6000	26	0.0190658	0.000215339	0.00135251	5.57143e-05
910512	6000	27	0.0219846	0.000487948	0.00139828	0.000103916
910512	6000	28	0.0202763	0.000372722	0.00132561	0.000128987
910512	6000	29	0.0194841	0.000431433	0.00124178	0.000200743
910512	6000	30	0.0143558	0.000325521	0.00123016	0.000227627
910512	6000	31	0.00987399	0.000297112	0.00114486	0.000161013
910512	6000	32	0.00982137	0.000238861	0.00109275	0.000188292
910512	6000	33	0.00575599	0.000345555	0.000931572	0.000237282
910512	6000	34	0.0080404	0.000217545	0.000954331	0.000132281
910512	6000	35	0.00947102	0.000254441	0.000906154	0.000126442
910512	6000	36	0.00818043	0.000410684	0.000971304	0.000137462
910512	6000	37	0.00860293	0.000385122	0.00090993	0.000214033
910512	6000	38	0.021603	0.000589738	0.00113445	0.000165004
910512	6000	39	0.0110834	0.000154279	0.00121017	0.000110248
910512	6000	40	0.0108025	0.002534	0	0
910512	6000	41	0.0251479	0.0040855	0	0
910512	6000	42	0.00746156	0.000496037	0.000742627	0.000333036
910512	6000	43	0.00949778	0.000314594	0.00103409	0.000223904
910512	6000	44	0.00684067	0.00028222	0.00101197	0.000196157
910512	6000	45	0.0125062	0.000257903	0.00108438	0.000102614
910512	6000	46	0.00788648	0.000262737	0.00100433	0.000196241
910512	6000	47	0.0091349	0.000194233	0.000941648	0.000162723
910512	6000	48	0.00750134	0.00030779	0.00110592	0.000123944
910512	6000	49	0.0082786	0.000512157	0.00121464	0.000147015
910512	6000	50	0.00738885	0.000143268	0.000972877	0.00012812
910512	6000	51	0.00743679	0.000311277	0.00101295	0.000205876
910512	6000	52	0.00752546	0.000120083	0.000988973	6.3968e-05
910512	6000	53	0.00747588	0.000268777	0.000973658	0.000156125
910512	6000	54	0.00664997	0.00026068	0.000945118	0.000155898
910512	6000	55	0.0208609	0.000454698	0.00137668	0.000180361
910512	6000	56	0.0101982	0.00032099	0.00115982	9.7893e-05
910512	6000	57	0.00929971	0.000403381	0.00121968	0.000215908
910512	6000	58	0.0110648	0.000290877	0.00115864	0.000164507
910512	6000	59	0.00908928	0.000193386	0.00108654	8.48668e-05
910512	6000	60	0.0171074	0.000550083	0.00120575	0.000193025
910512	6000	61	0.00896554	0.000311317	0.00113955	0.00013598
910512	6000	62	0.01201	0.000976487	0.000744048	0.000526688
910512	6000	63	0.00991551	0.000285917	0.00111731	0.000212257
910512	6000	64	0.00569074	0.000180183	0.00102665	6.52115e-05
910512	6000	65	0.0151793	0.000309318	0.00112399	0.000100083
910512	6000	66	0.0180487	0.000425896	0.00107856	0.000183665
910512	6000	67	0.0190035	0.000949388	0.00139821	0.000232351
910512	6000	68	0.0238732	0.000388986	0.00137908	0.000145717
910512	6000	69	0.0178401	0.000348479	0.00135086	0.000111094
910512	6000	70	0.0186767	0.000568154	0.00125902	9.45332e-05
910512	6000	71	0.0190506	0.000426527	0.00126967	0.000111019
910512	6000	72	0.0112955	0.000247475	0.00117099	6.62899e-05
910512	6000	73	0.0226016	0.000406491	0.00136174	0.000132642
910512	6000	74	0.02326	0.000491108	0.00123899	0.000145908
910512	6000	75	0.0143888	0.000289644	0.00129779	7.08935e-05
910512	6000	76	0.0181691	0.000402395	0.00122858	8.55265e-05
910512	6000	77	0.0114167	0.00022233	0.00114459	7.2344e-05
910512	6000	78	0.0277173	0.000818902	0.00126379	0.000417337
910512	6000	79	0.00835959	0.000259385	0.00108799	0.000133741
910512	6000	80	0.0117361	0.000679843	0.000732831	0.000442578
910512	6000	81	0.0125455	0.000230752	0.00119075	5.83093e-05
910512	6000	82	0.0214812	0.000588792	0.00126182	0.000170335
910512	6000	83	0.0314177	0.000474256	0.00136984	0.000117576
910512	6000	84	0.0251455	0.000386814	0.00144194	0.000149742
910512	6000	85	0.0268344	0.000440532	0.00261486	0.000168096
910512	6000	86	0.0105261	0.000345584	0.00114651	0.000117389
910512	6000	87	0.0105259	0.000275353	0.00107326	0.00014476
910512	6000	88	0.0287546	0.00149015	0.00198917	0.000518615
910512	6000	89	0.0251619	0.000868722	0.00117743	0.000343435
910512	6000	90	0.0178397	0.000440115	0.00126152	0.000145967
910512	6000	91	0.0187685	0.000477047	0.00148051	0.000111273
910512	6000	92	0.00906351	0.000202031	0.00131166	6.0666e-05
910512	6000	93	0.00950171	0.000181351	0.00131168	6.34805e-05
910512	6000	94	0.0106603	0.000221696	0.00123856	0.000105494
910512	6000	95	0.0171999	0.000571162	0.00117571	0.000237808
910512	6000	96	0.00938573	0.000196961	0.00103188	0.000120448
910512	6000	97	0.0158963	0.00037762	0.00110543	7.80597e-05
910512	6000	98	0.00964288	0.000606168	0.000710732	0.000370275
910512	6000	99	0.00871201	0.000283274	0.00103416	0.000208112
910512	6000	100	0.0048841	0.000158207	0.000965582	0.000112417
910512	6000	101	0.00532856	0.000392697	0.000851958	0.000274713
910512	6000	102	0.013209	0.0016192	0.00109649	0.00214912
910512	6000	103	0.0065427	0.000339208	0.00106678	0.000128493
910512	6000	104	0.0181381	0.000428883	0.00135732	0.000131616
910512	6000	105	0.0160932	0.000858608	0.00150135	0.000186743
910512	6000	106	0.0163878	0.000478965	0.00147015	0.00015182
910512	6000	107	0.0184466	0.000548558	0.00130976	0.000221543
910512	6000	108	0.0141603	0.000264195	0.00137725	6.74575e-05
910512	6000	109	0.00651333	0.000510533	0.00103035	0.000189483
910512	6000	110	0.0109538	0.000428298	0.00122394	0.000212655
910512	6000	111	0.0107309	0.000489856	0.00115136	0.000244956
910512	6000	112	0.0156464	0.000333134	0.00130675	9.63967e-05
910512	6000	113	0.0201108	0.000321634	0.00137958	9.12489e-05
910512	6000	114	0.0226141	0.000444285	0.0018471	0.000158579
910512	6000	115	0.0189923	0.00117264	0.00695865	0.00102657
910512	6000	116	0.0216533	0.000381321	0.00186094	8.52005e-05
910512	6000	117	0.0144826	0.000304807	0.00119328	0.00010348
910512	6000	118	0.0132121	0.000284167	0.00107463	0.000139234
910512	6000	119	0.0229565	0.000353113	0.00143268	0.000134986
910512	6000	120	0.022751	0.000472367	0.00144952	0.000128307
910512	6000	121	0.0164562	0.00027446	0.00158633	7.14485e-05
910512	6000	122	0.0208457	0.000301592	0.00105102	0.000133894
910512	6000	123	0.0206264	0.000434981	0.00148065	0.000139437
910512	6000	124	0.0204256	0.000399631	0.0014166	0.000132374
910512	6000	125	0.0209666	0.000322973	0.00141442	0.000109467
910512	6000	126	0.01448	0.000399902	0.00123057	0.000155097
910512	6000	127	0.014986	0.000252105	0.00134818	0.000177426
910512	6000	128	0.0208705	0.000481389	0.00123196	0.00012072
910512	6000	129	0.0151306	0.000315754	0.00124276	0.000165386
910512	6000	130	0.00983734	0.000205555	0.00115263	5.6423e-05
910512	6000	131	0.0148802	0.000284612	0.00127168	0.00011016
910512	6000	132	0.0108817	0.000286635	0.0011806	9.40306e-05
910512	6000	133	0.0137331	0.000434229	0.00101854	6.95045e-05
910512	6000	134	0.0165803	0.000357886	0.00128097	0.000101384
910512	6000	135	0.0104307	0.000191302	0.000979238	5.99442e-05
910512	6000	136	0.00897533	0.000217518	0.00116477	5.3921e-05
910512	6000	137	0.0185541	0.000290846	0.00117977	0.000100415
910512	6000	138	0.0186537	0.000319038	0.00144204	0.000365496
910512	6000	139	0.025842	0.00031	0.0014349	7.93259e-05
910512	6000	140	0.0107284	0.000405018	0.000949668	0.000127041
910512	6000	141	0.0102947	0.000641132	0.000793788	0.000175669
910512	6000	142	0.00581574	0.000451613	0.000818049	0.0002082
910512	6000	143	0.00648288	0.000424611	0.000822889	0.000188334
910512	6000	144	0.00965946	0.000539956	0.000864142	0.00019843
910512	6000	145	0.0059689	0.000291818	0.000913217	0.000197732
910512	6000	146	0.00340052	0.000294763	0.000853414	0.00050213
910512	6000	147	0.0158155	0.000904557	0.000736532	0.000555705
910512	6000	148	0.0367222	0.000592761	0.0014992	0.00011583
910512	6000	149	0.0388721	0.00042918	0.001441	0.000131148
910512	6000	150	0.0404593	0.000567555	0.00402624	0.000282306
910512	6000	151	0.0497873	0.00164597	0.00504399	0.000629235
910512	6000	152	0.0410331	0.000790071	0.00571591	0.00068045
910512	6000	153	0.0451115	0.000967133	0.00180352	0.000373078
910512	6000	154	0	0	0.00483211	0.00183486
910512	6000	155	0.013526	0.000927862	0.00157077	0.000572389
910512	6000	156	0.0218348	0.000289199	0.00138	0.000126908
910512	6000	157	0.029685	0.00050883	0.00384339	0.00028808
910512	6000	158	0.0206607	0.000414932	0.00161058	0.00012229
910512	6000	159	0.0188694	0.000371959	0.00137882	0.000144093
910512	6000	160	0.0225674	0.000257872	0.00144734	0.000150497
910512	6000	161	0.0224825	0.000377081	0.00136724	0.000109417
910512	6000	162	0.0183447	0.00033249	0.00127612	0.000117666
910512	6000	163	0.0349882	0.000618083	0.00175109	0.000118603
910512	6000	164	0.0191801	0.000319617	0.00133473	0.000149686
910512	6000	165	0.0387081	0.00145553	0.00293967	0.000130554
910512	6000	166	0.0550622	0.00223986	0.408182	0.00727771
910512	6000	167	0.0165166	0.000272689	0.00139995	0.000331954
910512	6000	168	0.0486282	0.00107961	0.00491441	0.000465208
