population	links	index	origin_mean	origing_error	destination_mean	destination_error
1124584	10000	0	0.140957	0.0321275	0.0456087	0.00151779
1124584	10000	1	0.150801	0.00832971	0.0444079	0.00322523
1124584	10000	2	0.101224	0.00360653	0.072375	0.00335194
1124584	10000	3	0.174479	0.0204997	0.0286111	0.00364518
1124584	10000	4	0.132963	0.000634201	0.0720647	0.0020431
1124584	10000	5	0.171181	0.00447484	0.0483926	0.0018291
1124584	10000	6	0.113591	0.00149435	0.06623	0.00190655
1124584	10000	7	0.140596	0.00150891	0.0555522	0.00206693
1124584	10000	8	0.0978325	0.00114586	0.0691489	0.00240035
1124584	10000	9	0.118675	0.00250968	0.0789763	0.00295555
1124584	10000	10	0.0594284	0.00413374	0.0232467	0.00262574
1124584	10000	11	0.11994	0.00181244	0.0484505	0.00328637
1124584	10000	12	0.0973385	0.00193227	0.0892212	0.00303227
1124584	10000	13	0.11413	0.0315422	0.0514079	0.00383571
1124584	10000	14	0.0932511	0.00281665	0.0692407	0.00416218
1124584	10000	15	0.108553	0.0165927	0.0411058	0.00223236
1124584	10000	16	0.136131	0.00162908	0.0958489	0.00473385
1124584	10000	17	0.0943857	0.00152157	0.119473	0.00609799
1124584	10000	18	0.119096	0.00148895	0.0766087	0.0015715
1124584	10000	19	0.105903	0.00258554	0.0969692	0.0044819
1124584	10000	20	0.136096	0.00116737	0.0549101	0.00104535
1124584	10000	21	0.109476	0.0035365	0.0445413	0.000852427
1124584	10000	22	0.0208333	0.0408333	0.0544135	0.00231479
1124584	10000	23	0.104918	0.00190564	0.042737	0.00136016
1124584	10000	24	0.0234674	0.00527751	0.00998858	0.00378839
1124584	10000	25	0.263854	0.00363699	0.0431626	0.00218394
1124584	10000	26	0.176129	0.00122262	0.162785	0.00296336
1124584	10000	27	0.139706	0.0203073	0.046902	0.0033454
1124584	10000	28	0.208713	0.00128285	0.0775793	0.00111894
1124584	10000	29	0.200214	0.00147268	0.121844	0.00191328
1124584	10000	30	0.135544	0.00147115	0.0636792	0.00214382
1124584	10000	31	0.203588	0.00180869	0.0641036	0.00217782
1124584	10000	32	0.196165	0.0014619	0.545923	0.00426079
1124584	10000	33	0.202147	0.00156785	0.117568	0.00231072
1124584	10000	34	0.104395	0.00223703	0.0606463	0.00223719
1124584	10000	35	0.242501	0.00568593	0.0450098	0.00344773
1124584	10000	36	0.117183	0.00150731	0.0503678	0.00110782
1124584	10000	37	0.127911	0.0015387	0.0528751	0.00168536
1124584	10000	38	0.117757	0.00111035	0.0679411	0.00174127
1124584	10000	39	0.160198	0.00128815	0.0938145	0.00270764
1124584	10000	40	0.129546	0.00130495	0.122206	0.00355881
1124584	10000	41	0.135382	0.00142143	0.064043	0.00262995
1124584	10000	42	0.162951	0.0021131	0.0442486	0.00112856
1124584	10000	43	0.147925	0.00123132	0.0600439	0.00187174
1124584	10000	44	0.139892	0.00159612	0.0813621	0.00159398
1124584	10000	45	0.0881927	0.00144054	0.0604442	0.00182893
1124584	10000	46	0.146573	0.00161037	0.068455	0.00182132
1124584	10000	47	0.151523	0.00225854	0.119331	0.00267127
1124584	10000	48	0.117767	0.00215736	0.152671	0.00384652
1124584	10000	49	0.189876	0.00280327	0.0442343	0.00177609
1124584	10000	50	0.109327	0.00172494	0.122849	0.00492885
1124584	10000	51	0.135034	0.00171061	0.136166	0.00510024
1124584	10000	52	0.198238	0.00183698	0.0850632	0.00245665
1124584	10000	53	0.174773	0.00188949	0.0547468	0.00164841
1124584	10000	54	0.0990802	0.00382738	0.0736469	0.00284712
1124584	10000	55	0.124547	0.00353236	0.0530224	0.00149891
1124584	10000	56	0.12434	0.0025868	0.116381	0.00624092
1124584	10000	57	0.169201	0.00318103	0.0631112	0.00293814
1124584	10000	58	0.146209	0.00139374	0.0536945	0.000917109
1124584	10000	59	0.150701	0.00131224	0.0547267	0.00146053
1124584	10000	60	0.199487	0.0026066	0.0665844	0.00289239
1124584	10000	61	0.139372	0.00172174	0.0653262	0.00132545
1124584	10000	62	0.0827953	0.000942479	0.0509362	0.00205707
1124584	10000	63	0.0927085	0.00126182	0.0597994	0.00175599
1124584	10000	64	0.169169	0.00111776	0.0676126	0.00172504
1124584	10000	65	0.161907	0.00164338	0.073289	0.00210684
1124584	10000	66	0.102138	0.0020123	0.0650522	0.00338624
1124584	10000	67	0.116201	0.00126022	0.105208	0.00337283
1124584	10000	68	0.101356	0.00219457	0.0527454	0.00197091
1124584	10000	69	0.177469	0.00208053	0.0587899	0.00214414
1124584	10000	70	0.173832	0.0028756	0.0743232	0.00343781
1124584	10000	71	0.12959	0.00269895	0.0623707	0.00405598
1124584	10000	72	0.152604	0.00394848	0.0446524	0.00274484
1124584	10000	73	0.114769	0.0023656	0.0830908	0.00310782
1124584	10000	74	0.109796	0.00215304	0.0391881	0.00149492
1124584	10000	75	0.172556	0.0133381	0.0595238	0.0233333
1124584	10000	76	0.0751077	0.00314736	0.0570781	0.00169739
1124584	10000	77	0.177917	0.00223157	0.165347	0.00534147
1124584	10000	78	0.158998	0.00136233	0.0506111	0.000804869
1124584	10000	79	0.139961	0.00169122	0.0778866	0.00191135
1124584	10000	80	0.129276	0.00178748	0.072802	0.00143545
1124584	10000	81	0.11979	0.00181283	0.0608949	0.00242608
1124584	10000	82	0.186651	0.00260936	0.0592502	0.00189346
1124584	10000	83	0.0606538	0.00187585	0.0423503	0.00152566
1124584	10000	84	0.170907	0.00175428	0.0559938	0.00129069
1124584	10000	85	0.111672	0.0009926	0.0540771	0.00147988
1124584	10000	86	0.106452	0.00331319	0.109978	0.00358737
1124584	10000	87	0.106735	0.00392581	0.0635725	0.00267977
1124584	10000	88	0.17868	0.00442544	0.0560505	0.00255823
1124584	10000	89	0.114722	0.00538015	0.0469214	0.0036458
1124584	10000	90	0.153342	0.00207774	0.0749216	0.00160106
1124584	10000	91	0.266241	0.00197608	0.0841377	0.0024395
1124584	10000	92	0.119238	0.00202779	0.0819435	0.00289578
1124584	10000	93	0.20338	0.00360904	0.0441942	0.00234132
1124584	10000	94	0.153374	0.00177919	0.0481634	0.00145565
1124584	10000	95	0.154517	0.00171874	0.0485305	0.00187917
1124584	10000	96	0.154597	0.00182446	0.174384	0.00393925
1124584	10000	97	0.16036	0.0021583	0.184767	0.0053602
1124584	10000	98	0.164234	0.000849475	0.219735	0.00497068
1124584	10000	99	0.179239	0.00173706	0.166322	0.00417818
1124584	10000	100	0.174315	0.00238616	0.141867	0.00567571
1124584	10000	101	0.15745	0.0011323	0.0881828	0.0028317
1124584	10000	102	0.230715	0.00221797	0.100801	0.00476039
1124584	10000	103	0.172956	0.00132263	0.13073	0.00344497
1124584	10000	104	0.201004	0.00151423	0.0676027	0.00165003
1124584	10000	105	0.156398	0.0019195	0.117413	0.00277795
1124584	10000	106	0.149589	0.00155482	0.100767	0.00259915
1124584	10000	107	0.189803	0.00195802	0.43868	0.00812147
1124584	10000	108	0.143932	0.00349228	0.167557	0.00580228
1124584	10000	109	0.147942	0.0052122	0.045246	0.00292828
1124584	10000	110	0.176707	0.00142289	0.099406	0.00267844
1124584	10000	111	0.171603	0.00221162	0.109632	0.00300484
1124584	10000	112	0.180532	0.00142954	0.201313	0.00423473
1124584	10000	113	0.205173	0.00241352	0.0724351	0.00291596
1124584	10000	114	0.153305	0.00197542	0.225311	0.00526752
1124584	10000	115	0.180003	0.00206266	0.0726138	0.00182637
1124584	10000	116	0.177098	0.00381013	0.0957997	0.0049801
1124584	10000	117	0.240037	0.00317454	0.0524918	0.00156645
1124584	10000	118	0.11217	0.00302428	0.0609857	0.00278751
1124584	10000	119	0.198678	0.00223686	0.0928808	0.00297175
1124584	10000	120	0.205317	0.00277913	0.0640402	0.00295256
1124584	10000	121	0.195696	0.00231968	0.199138	0.00388241
1124584	10000	122	0.0337523	0.00296555	0.044967	0.00747759
1124584	10000	123	0.131712	0.00247406	0.0503926	0.00120615
1124584	10000	124	0.171592	0.00258909	0.132886	0.00288175
1124584	10000	125	0.178932	0.00161677	0.0950765	0.00219697
1124584	10000	126	0.156108	0.00174195	0.0575171	0.00107489
1124584	10000	127	0.218226	0.00307866	0.0917046	0.00340627
1124584	10000	128	0.176769	0.00205659	0.0739842	0.00218136
1124584	10000	129	0.153258	0.00182424	0.0561739	0.00103746
1124584	10000	130	0.159266	0.00199082	0.116598	0.00384643
1124584	10000	131	0.136783	0.00207823	0.0646985	0.00179888
1124584	10000	132	0.179537	0.00298888	0.124192	0.00714493
