population	links	index	origin_mean	origing_error	destination_mean	destination_error
1707494	15000	0	0.111702	0.0264761	0.0462963	0.00133363
1707494	15000	1	0.142788	0.013224	0.0386264	0.00249063
1707494	15000	2	0.0994586	0.00286418	0.0578765	0.00185139
1707494	15000	3	0.240885	0.0147377	0.0355556	0.00543022
1707494	15000	4	0.143689	0.00106303	0.0702528	0.00192577
1707494	15000	5	0.167324	0.00359647	0.044884	0.00175129
1707494	15000	6	0.102453	0.00108732	0.0597443	0.00174299
1707494	15000	7	0.136072	0.00125934	0.0465211	0.00147474
1707494	15000	8	0.0924196	0.000934799	0.0667705	0.00244079
1707494	15000	9	0.10218	0.00210761	0.0748755	0.00274823
1707494	15000	10	0.0505253	0.00238315	0.0235859	0.00258527
1707494	15000	11	0.121917	0.00158479	0.0442357	0.00250487
1707494	15000	12	0.0968734	0.00202889	0.0839945	0.00331802
1707494	15000	13	0.105072	0.0280563	0.0454343	0.0024371
1707494	15000	14	0.0955693	0.00249706	0.0553703	0.00268837
1707494	15000	15	0.0904605	0.013109	0.0395833	0.00183853
1707494	15000	16	0.138962	0.00137096	0.0741019	0.00196272
1707494	15000	17	0.0956729	0.00142859	0.0827351	0.00413167
1707494	15000	18	0.11347	0.00151508	0.071892	0.00187776
1707494	15000	19	0.110801	0.00243535	0.0810999	0.00427654
1707494	15000	20	0.145634	0.000720272	0.0521825	0.000944042
1707494	15000	21	0.104066	0.00271154	0.0450293	0.00120798
1707494	15000	22	0.0833333	0.0963287	0.0477068	0.00216551
1707494	15000	23	0.0977715	0.00234526	0.0402523	0.00133827
1707494	15000	24	0.0247446	0.00748204	0.0176941	0.00497581
1707494	15000	25	0.259517	0.00247055	0.0460665	0.00260673
1707494	15000	26	0.167433	0.0015066	0.15605	0.00338711
1707494	15000	27	0.134191	0.0203305	0.0399792	0.0019448
1707494	15000	28	0.215376	0.00107711	0.0775776	0.00115295
1707494	15000	29	0.199315	0.00117266	0.120579	0.00178102
1707494	15000	30	0.155609	0.00150566	0.0612579	0.00164074
1707494	15000	31	0.202098	0.0016077	0.0632585	0.0018882
1707494	15000	32	0.190042	0.00143558	0.550862	0.00440618
1707494	15000	33	0.199513	0.00150796	0.111845	0.00203856
1707494	15000	34	0.102016	0.0019763	0.0597978	0.00210394
1707494	15000	35	0.175858	0.00466649	0.0424005	0.00323777
1707494	15000	36	0.12241	0.00178259	0.0479508	0.00193156
1707494	15000	37	0.128384	0.00132598	0.0534593	0.00152946
1707494	15000	38	0.123214	0.000748991	0.0669431	0.00183034
1707494	15000	39	0.14646	0.00115954	0.086123	0.00253837
1707494	15000	40	0.130324	0.00137414	0.112964	0.00537712
1707494	15000	41	0.130982	0.0022605	0.0589963	0.00236214
1707494	15000	42	0.167891	0.00167244	0.0427271	0.00133544
1707494	15000	43	0.145985	0.00182179	0.0567175	0.00173749
1707494	15000	44	0.118707	0.00112225	0.0705776	0.00126521
1707494	15000	45	0.0842639	0.00149068	0.0576267	0.00229723
1707494	15000	46	0.131243	0.000963673	0.0617912	0.0018669
1707494	15000	47	0.13543	0.000872279	0.0836503	0.00264686
1707494	15000	48	0.093729	0.00131867	0.119949	0.00303723
1707494	15000	49	0.185458	0.0019526	0.0458918	0.00172146
1707494	15000	50	0.0984456	0.00231619	0.109804	0.00539899
1707494	15000	51	0.140213	0.000924323	0.124375	0.00410518
1707494	15000	52	0.195239	0.00169761	0.0829824	0.00307455
1707494	15000	53	0.161987	0.00207406	0.0518519	0.00152934
1707494	15000	54	0.0931133	0.00289628	0.070839	0.00300284
1707494	15000	55	0.122197	0.00403456	0.0468023	0.00118923
1707494	15000	56	0.126181	0.00198196	0.105709	0.00447092
1707494	15000	57	0.17697	0.00291746	0.0660372	0.00287455
1707494	15000	58	0.148046	0.00117717	0.054025	0.0015759
1707494	15000	59	0.132549	0.000964676	0.04781	0.00102379
1707494	15000	60	0.18699	0.00184952	0.0604872	0.00197709
1707494	15000	61	0.132338	0.00118521	0.0601837	0.00150588
1707494	15000	62	0.0905569	0.00129354	0.0468174	0.00187202
1707494	15000	63	0.0905768	0.00157562	0.0572861	0.00185159
1707494	15000	64	0.162224	0.00154266	0.0630629	0.00160281
1707494	15000	65	0.158522	0.00161232	0.0699825	0.00195718
1707494	15000	66	0.108247	0.00194382	0.0548435	0.00300399
1707494	15000	67	0.120688	0.00114776	0.10114	0.00361073
1707494	15000	68	0.0924457	0.00202144	0.0506694	0.00146743
1707494	15000	69	0.163523	0.00229271	0.0532216	0.0020675
1707494	15000	70	0.163287	0.00505518	0.0663908	0.00460093
1707494	15000	71	0.136842	0.00297461	0.0582342	0.00333833
1707494	15000	72	0.143667	0.00336551	0.0456253	0.00427422
1707494	15000	73	0.120873	0.00181749	0.0834177	0.00270669
1707494	15000	74	0.116506	0.00283242	0.0387274	0.00129943
1707494	15000	75	0.164311	0.0125896	0.0297619	0.0208794
1707494	15000	76	0.0673189	0.00181034	0.052034	0.00287097
1707494	15000	77	0.172436	0.00200657	0.1467	0.00360621
1707494	15000	78	0.151214	0.00141203	0.0461255	0.000655141
1707494	15000	79	0.13429	0.00171798	0.074358	0.00164512
1707494	15000	80	0.111072	0.00105283	0.0695358	0.00111296
1707494	15000	81	0.119173	0.00169097	0.0527476	0.0017458
1707494	15000	82	0.193429	0.00216633	0.0526296	0.00169398
1707494	15000	83	0.0539517	0.00148736	0.0399286	0.00145836
1707494	15000	84	0.166186	0.00181844	0.0538704	0.00137671
1707494	15000	85	0.114036	0.000941861	0.0519485	0.00142546
1707494	15000	86	0.0992608	0.00259726	0.109308	0.00375188
1707494	15000	87	0.120809	0.00399164	0.066246	0.00163619
1707494	15000	88	0.193775	0.00354378	0.0543801	0.00222634
1707494	15000	89	0.109861	0.00693499	0.0460559	0.00322988
1707494	15000	90	0.156434	0.00248231	0.0762613	0.00207607
1707494	15000	91	0.28208	0.00187451	0.0888716	0.00318424
1707494	15000	92	0.125917	0.00174071	0.0775511	0.00216108
1707494	15000	93	0.225566	0.00470073	0.0442508	0.00216961
1707494	15000	94	0.149071	0.00198064	0.0493278	0.00163044
1707494	15000	95	0.172669	0.00194576	0.053822	0.0016975
1707494	15000	96	0.158469	0.00209281	0.189697	0.00483598
1707494	15000	97	0.172191	0.00189869	0.196965	0.00437627
1707494	15000	98	0.175153	0.00155623	0.227931	0.00562378
1707494	15000	99	0.180357	0.00219912	0.170437	0.00430069
1707494	15000	100	0.172517	0.00204482	0.146293	0.00422393
1707494	15000	101	0.168621	0.00150112	0.0958864	0.00184315
1707494	15000	102	0.227498	0.00346573	0.10123	0.00504144
1707494	15000	103	0.16836	0.00153628	0.12772	0.00341604
1707494	15000	104	0.204964	0.0013683	0.068092	0.00146761
1707494	15000	105	0.153638	0.00175143	0.118179	0.00244885
1707494	15000	106	0.149781	0.0013673	0.0993452	0.00172474
1707494	15000	107	0.191956	0.00214232	0.43388	0.00684509
1707494	15000	108	0.141627	0.00297331	0.167156	0.00536588
1707494	15000	109	0.130915	0.00617325	0.0383627	0.00374706
1707494	15000	110	0.168926	0.00123272	0.0875147	0.00185779
1707494	15000	111	0.158979	0.00177695	0.094347	0.00244204
1707494	15000	112	0.165276	0.00118978	0.185715	0.005279
1707494	15000	113	0.191248	0.0024581	0.0651475	0.00243124
1707494	15000	114	0.135087	0.00201648	0.176775	0.00508544
1707494	15000	115	0.178709	0.00161847	0.066379	0.00209776
1707494	15000	116	0.170524	0.00425857	0.0901889	0.00621491
1707494	15000	117	0.231217	0.00308335	0.0491744	0.00116221
1707494	15000	118	0.105124	0.00292642	0.0545711	0.00237623
1707494	15000	119	0.190105	0.00148449	0.0847749	0.00223661
1707494	15000	120	0.202529	0.00229301	0.0584247	0.00257178
1707494	15000	121	0.166077	0.00155633	0.165745	0.00423815
1707494	15000	122	0.0320356	0.00342011	0.0523927	0.011709
1707494	15000	123	0.123319	0.00251193	0.048166	0.00112149
1707494	15000	124	0.160893	0.00264927	0.118786	0.00377713
1707494	15000	125	0.177158	0.00144066	0.0866491	0.00256602
1707494	15000	126	0.14507	0.00136352	0.054133	0.00118487
1707494	15000	127	0.199749	0.00272818	0.0859456	0.00301827
1707494	15000	128	0.157276	0.00176995	0.0690409	0.00133053
1707494	15000	129	0.145018	0.00172153	0.0568708	0.00134348
