population	links	index	origin_mean	origing_error	destination_mean	destination_error
5452857	45000	0	0.0549645	0.0168232	0.0343479	0.00145666
5452857	45000	1	0.0709936	0.0104659	0.0366328	0.0025551
5452857	45000	2	0.0967279	0.00388028	0.061872	0.00259166
5452857	45000	3	0.291667	0.0127271	0.0325	0.00625828
5452857	45000	4	0.150145	0.000983143	0.0718531	0.00211408
5452857	45000	5	0.148869	0.00361705	0.0407531	0.0017748
5452857	45000	6	0.0961157	0.00112279	0.0590224	0.00166871
5452857	45000	7	0.126244	0.00127936	0.0453665	0.00135945
5452857	45000	8	0.0986881	0.00118493	0.074689	0.00246766
5452857	45000	9	0.0921437	0.00150257	0.0582894	0.00249952
5452857	45000	10	0.0470976	0.00322073	0.044354	0.00428644
5452857	45000	11	0.118481	0.00214023	0.0440216	0.00292558
5452857	45000	12	0.085478	0.00203309	0.0654754	0.0021986
5452857	45000	13	0.117754	0.0283188	0.0397333	0.00248827
5452857	45000	14	0.0980285	0.00193962	0.0550765	0.00203924
5452857	45000	15	0.0986842	0.0138846	0.0330929	0.00240086
5452857	45000	16	0.139155	0.00173228	0.0983019	0.00442308
5452857	45000	17	0.100142	0.00138917	0.0934708	0.00769326
5452857	45000	18	0.0926565	0.00142881	0.0578617	0.00135733
5452857	45000	19	0.112103	0.00294006	0.0677869	0.00346883
5452857	45000	20	0.145099	0.0006836	0.0457832	0.000801384
5452857	45000	21	0.0769184	0.00307936	0.0387284	0.00118365
5452857	45000	22	0.0416667	0.0564777	0.0445201	0.00222082
5452857	45000	23	0.0750021	0.00167811	0.0309442	0.00115086
5452857	45000	24	0.017401	0.00404249	0.0214041	0.00381701
5452857	45000	25	0.183719	0.00229294	0.0344069	0.00251615
5452857	45000	26	0.118903	0.00120473	0.0920879	0.00229831
5452857	45000	27	0.0802696	0.0137686	0.0315421	0.00193246
5452857	45000	28	0.173932	0.00130977	0.0558007	0.00115845
5452857	45000	29	0.156143	0.00131515	0.074776	0.00145818
5452857	45000	30	0.152802	0.000963817	0.0460063	0.00140042
5452857	45000	31	0.144436	0.00176421	0.0495915	0.00139278
5452857	45000	32	0.131652	0.00182866	0.395776	0.00620701
5452857	45000	33	0.145134	0.00137027	0.0713732	0.00182562
5452857	45000	34	0.0660132	0.00219121	0.0400066	0.00173277
5452857	45000	35	0.192402	0.0052877	0.0362035	0.00388395
5452857	45000	36	0.112321	0.00158408	0.0389748	0.00122946
5452857	45000	37	0.106612	0.00135949	0.0428866	0.00142146
5452857	45000	38	0.124632	0.001019	0.0537604	0.00142003
5452857	45000	39	0.136664	0.00125186	0.0708666	0.00174625
5452857	45000	40	0.115059	0.00148781	0.0993684	0.00434283
5452857	45000	41	0.101034	0.00228757	0.0463442	0.0022368
5452857	45000	42	0.156009	0.00134717	0.0342897	0.001103
5452857	45000	43	0.148045	0.0014292	0.0494711	0.00195353
5452857	45000	44	0.113087	0.00157999	0.0612518	0.00185511
5452857	45000	45	0.0763803	0.00137555	0.0492887	0.0021008
5452857	45000	46	0.131195	0.000937724	0.053447	0.00143482
5452857	45000	47	0.108675	0.00150644	0.0849654	0.00231565
5452857	45000	48	0.0861192	0.00120343	0.0964646	0.00283858
5452857	45000	49	0.159879	0.00189784	0.0445755	0.0018614
5452857	45000	50	0.0675265	0.00160358	0.0564404	0.0027956
5452857	45000	51	0.146659	0.00102425	0.113229	0.00359098
5452857	45000	52	0.167575	0.00148745	0.0628059	0.00160672
5452857	45000	53	0.123982	0.00130213	0.0482095	0.00110197
5452857	45000	54	0.0691	0.00276451	0.0512274	0.00189783
5452857	45000	55	0.104941	0.00241844	0.0414498	0.00164023
5452857	45000	56	0.104497	0.00207849	0.0734425	0.00335298
5452857	45000	57	0.145174	0.00232328	0.0503292	0.00259896
5452857	45000	58	0.13139	0.0011384	0.0417868	0.00119742
5452857	45000	59	0.124399	0.00123577	0.0422366	0.000908115
5452857	45000	60	0.144948	0.00222498	0.045303	0.00195017
5452857	45000	61	0.123475	0.00134178	0.0463726	0.00106924
5452857	45000	62	0.0874177	0.00155437	0.0414732	0.00154195
5452857	45000	63	0.0837687	0.00162071	0.0438373	0.00172182
5452857	45000	64	0.129295	0.00130172	0.0522702	0.0018328
