0	157	22
1	157	959
2	157	121
3	157	229
4	157	406
5	157	552
6	157	1516
7	157	1114
8	157	1678
8	138	459
9	157	611
10	157	2143
10	138	549
10	10	11051
10	134	656
10	11	940
11	157	1626
11	138	277
11	10	777
11	134	309
11	11	849
11	126	398
11	131	349
11	142	235
11	144	314
11	132	331
11	175	272
11	137	19
11	133	230
11	156	118
11	163	237
11	169	341
11	140	29
11	47	66
11	177	138
11	145	47
11	176	24
11	16	74
11	139	59
11	150	138
11	130	123
11	8	106
11	129	116
11	174	56
11	135	37
11	154	84
11	170	103
11	155	64
11	179	64
11	141	96
11	1	37
11	52	4
11	165	27
11	41	108
11	42	49
11	67	32
11	148	79
11	49	47
11	127	49
11	151	42
11	168	37
11	152	91
11	143	118
11	173	59
11	6	37
11	19	91
11	2	29
11	45	17
11	128	47
11	28	22
11	153	37
11	136	24
11	59	56
11	58	49
11	82	9
11	100	19
11	5	37
11	35	14
11	149	32
11	9	59
11	115	19
11	114	29
11	7	32
11	39	59
11	178	7
11	162	12
11	48	24
11	172	22
11	17	17
11	64	17
11	37	12
11	4	44
11	147	34
11	23	22
11	70	56
11	161	27
11	69	27
11	43	12
11	46	9
11	50	24
11	29	34
11	56	27
11	51	7
11	99	24
11	68	19
11	63	9
11	55	22
11	53	17
11	66	32
11	158	255
11	57	7
11	86	14
11	62	22
11	123	7
11	83	9
11	38	14
11	36	32
11	116	9
11	31	17
11	65	12
11	32	24
11	166	17
11	27	9
11	30	14
11	22	7
11	3	14
11	61	22
11	81	9
11	44	7
11	34	9
11	78	2
11	12	4
11	40	19
11	26	19
11	98	14
11	180	12
11	90	12
11	164	12
11	80	7
11	85	7
11	88	7
11	102	2
11	146	4
11	105	2
11	15	14
11	171	7
11	20	12
11	107	2
11	97	7
11	79	2
11	21	9
11	117	4
11	71	4
11	87	2
11	18	17
11	60	2
11	89	2
11	181	9
11	185	2
11	160	17
11	106	2
11	108	7
11	104	7
11	72	14
11	25	2
11	94	12
11	119	22
11	101	4
11	14	17
11	111	7
11	84	2
11	103	2
11	110	7
