population	links	tests	detected	time	error	time_error
39752	575	1200000	67706.5	19.6146	26578.6	11.1104
46692	863	1200000	69901	19.2396	26697.5	9.04288
58297	1151	1200000	75120.2	19.0208	30235.8	7.05543
69719	1439	1200000	72480.2	19.2188	26269	5.75761
80362	1727	1200000	68185	19.5208	23387.1	5.62952
91122	2015	1200000	66756.1	19.6979	21856.9	5.35365
113989	2303	1200000	60001.8	20.1667	18910.6	4.97832
172731	2591	1200000	40981.8	21.6979	12799.6	5.1245
182147	2879	1200000	38863.8	21.8854	12105.7	5.06757
191095	3167	1200000	37306.9	22.0208	11565.7	5.06053
198726	3455	1200000	35993.6	22.1667	11149.5	5.21389
216650	3743	1200000	33708.3	22.4479	10384.6	5.20777
256355	4031	1200000	29079.3	23.0521	8957.76	5.22695
262576	4319	1200000	28536.8	23.1146	8767.55	5.18467
282757	4607	1200000	26817.9	23.3854	8284.32	5.26509
301655	4894	1200000	25382.7	23.6042	7817.99	5.1195
307468	5182	1200000	24919.2	23.6771	7658.82	5.25082
348457	5470	1200000	22558.6	24.0833	6921.88	5.2445
401016	5758	1200000	20038.3	24.6875	6155.16	5.27225
436397	6046	1200000	18641.6	25	5739.99	5.23177
457907	6334	1200000	17840.8	25.1354	5482.43	5.42419
463037	6622	1200000	17638.5	25.2083	5413.75	5.31461
479420	6910	1200000	17213.4	25.3021	5278.72	5.33868
508290	7198	1200000	16309.8	25.5417	4998.53	5.38195
548311	7486	1200000	15391.9	25.8333	4743.36	5.21389
595702	7774	1200000	14369.8	26.1458	4461.28	5.33762
679881	8062	1200000	12788.5	26.7604	3979.81	5.35084
685886	8350	1200000	12722.4	26.75	3973.5	5.39
694011	8638	1200000	12577.5	26.7396	3897.67	5.30955
734078	8926	1200000	12065.9	26.9792	3755.56	5.30755
749233	9214	1200000	11849.1	27.0625	3697.39	5.40344
770488	9502	1200000	11582.7	27.1667	3637.21	5.3652
776003	9789	1200000	11518.5	27.2083	3634.48	5.42638
791977	10077	1200000	11329.2	27.2812	3580.81	5.53435
811029	10365	1200000	11119.5	27.4688	3526.02	5.34492
827065	10653	1200000	10935.5	27.5312	3443.99	5.49261
835568	10941	1200000	10894.7	27.5938	3413.21	5.39429
853014	11229	1200000	10704.3	27.6354	3365.79	5.32366
858422	11517	1200000	10680.3	27.625	3371.05	5.37699
868573	11805	1200000	10595.6	27.7188	3334.02	5.32053
885367	12093	1200000	10503	27.7708	3323.28	5.41577
903877	12381	1200000	10368.8	27.9375	3256.44	5.40344
926326	12669	1200000	10226.7	27.9688	3223.43	5.39336
934788	12957	1200000	10175.5	28.0208	3223.26	5.38242
940383	13245	1200000	10149.9	28.0208	3222.26	5.36753
954710	13533	1200000	10044.5	28.0729	3211.89	5.36951
968186	13821	1200000	10015.7	28.1042	3194.55	5.39356
986356	14109	1200000	9938.25	28.1875	3126.13	5.48065
990691	14396	1200000	9932.17	28.1562	3203.98	5.39985
1008804	14684	1200000	9825.28	28.2708	3156.51	5.38613
1023458	14972	1200000	9734.98	28.3229	3122.76	5.36391
1047043	15260	1200000	9621.11	28.4167	3082.48	5.30519
1070880	15548	1200000	9472.82	28.4583	3043.82	5.44846
1093453	15836	1200000	9383.6	28.6042	2987.16	5.31132
1098616	16124	1200000	9346.6	28.625	2977.54	5.33965
1116181	16412	1200000	9243.48	28.7083	2953.28	5.24641
1121422	16700	1200000	9215.18	28.6979	2947.07	5.34617
1139535	16988	1200000	9085.98	28.75	2924.02	5.23941
1171992	17276	1200000	8894.73	28.9062	2842.73	5.37571
1205128	17564	1200000	8708.19	29.0729	2800.32	5.4288
1230182	17852	1200000	8535.91	29.1458	2721.54	5.44892
1248616	18140	1200000	8418.07	29.2396	2704.97	5.35084
1256290	18428	1200000	8354.01	29.25	2699.56	5.39742
1264477	18716	1200000	8331.95	29.25	2647.85	5.41962
1279632	19004	1200000	8258.5	29.3021	2624.16	5.36857
1293590	19291	1200000	8209.81	29.3958	2645	5.35633
1318141	19579	1200000	8062.71	29.4896	2591.31	5.44168
1328327	19867	1200000	8041.86	29.5208	2582.3	5.24688
1341127	20155	1200000	7962.72	29.5625	2543.37	5.27604
1364418	20443	1200000	7826.71	29.7188	2500.04	5.33555
1386985	20731	1200000	7732.3	29.7812	2511.71	5.39892
1412459	21019	1200000	7596	29.9375	2434.31	5.4843
1427139	21307	1200000	7538.53	29.875	2395.86	5.48019
1439690	21595	1200000	7467.01	30.0104	2379.14	5.48927
1481514	21883	1200000	7302.69	30.0625	2304.62	5.44034
1512828	22171	1200000	7143.14	30.1979	2296.69	5.51201
1537331	22459	1200000	7039.48	30.2188	2266.02	5.52349
1562819	22747	1200000	6949.61	30.3438	2219.98	5.41835
1576533	23035	1200000	6891.15	30.3958	2205.24	5.45992
1590494	23323	1200000	6830.69	30.4688	2193.95	5.46339
1601094	23611	1200000	6807.57	30.4479	2170.49	5.47742
1624648	23898	1200000	6696	30.5625	2153.16	5.477
1636538	24186	1200000	6659.31	30.6562	2154.85	5.48441
1666564	24474	1200000	6556.2	30.6667	2092.89	5.42454
1691491	24762	1200000	6458.88	30.8854	2052.47	5.67124
1705497	25050	1200000	6398.49	30.9167	2037.25	5.5196
1711850	25338	1200000	6382.73	30.9375	2017.3	5.38861
1752015	25626	1200000	6251.38	31.0833	1980.53	5.60593
1796309	25914	1200000	6115.86	31.2292	1969.97	5.58313
1825432	26202	1200000	6011.86	31.2917	1917.19	5.63618
1873573	26490	1200000	5879.79	31.4271	1894.72	5.43248
1900438	26778	1200000	5798.17	31.5	1849.01	5.45641
1909098	27066	1200000	5782.03	31.5625	1858.88	5.58552
1929315	27354	1200000	5718.9	31.5729	1824.55	5.49838
1942551	27642	1200000	5674.92	31.6771	1806.48	5.51836
2020740	27930	1200000	5467.01	31.9896	1757.06	5.5617
2052793	28218	1200000	5380.92	32.0729	1701.87	5.67389
2070155	28506	1200000	5340.69	32.1146	1668.65	5.65711
2102993	28793	1200000	5266.09	32.1667	1674.74	5.61306
2111999	29081	1200000	5239.3	32.2812	1672	5.61332
2126453	29369	1200000	5218.21	32.2708	1670.8	5.69665
2155348	29657	1200000	5157.28	32.3958	1631.77	5.65435
2173964	29945	1200000	5106.88	32.4062	1646.18	5.73934
2231438	30233	1200000	4970.52	32.6042	1578.8	5.56877
2248492	30521	1200000	4935.73	32.6979	1568.41	5.60202
2258385	30809	1200000	4918.51	32.625	1544.02	5.66687
2296040	31097	1200000	4836.51	32.8021	1547.15	5.78131
