population	links	tests	detected	time	error	time_error
91637	123	1200000	29396.6	32.3333	21110.5	9.52949
99746	185	1200000	28868.8	32.4688	20697.1	9.50967
107770	247	1200000	26763	33.1042	19238.9	9.51609
109122	309	1200000	26442.4	33.0833	18987.7	9.50847
115897	371	1200000	24916.1	33.5625	17861.8	9.50908
119717	432	1200000	24116.9	33.7708	17289.1	9.604
120857	494	1200000	23846.8	33.8542	17124.3	9.50558
127734	556	1200000	22608.4	34.2083	16161.7	9.54313
129923	618	1200000	22220.2	34.4479	15900.8	9.45023
130457	680	1200000	22140.2	34.4062	15908.8	9.42779
138786	742	1200000	20804.5	34.875	14915.5	9.74369
140596	804	1200000	20549.3	35	14768.5	9.51408
149373	865	1200000	19337	35.4792	13888.9	9.73436
160990	927	1200000	17945	35.9896	12874.1	9.60823
163653	989	1200000	17654.6	36.1042	12720.1	9.61233
164563	1051	1200000	17559.2	36.125	12590.2	9.7149
183451	1113	1200000	15763.1	36.9062	11291.1	9.73888
200520	1175	1200000	14417.8	37.6042	10344	9.62896
205060	1236	1200000	14121.4	37.7812	10169.9	9.70647
207108	1298	1200000	13981.4	37.8646	10044	9.79028
215568	1360	1200000	13422.1	38.0729	9635.16	9.60719
218399	1422	1200000	13256	38.2604	9490.17	9.61967
222835	1484	1200000	12974.7	38.3646	9303.57	9.71848
224976	1546	1200000	12851.8	38.4375	9221.13	9.63035
226542	1608	1200000	12786.1	38.4167	9174.09	9.72073
234104	1669	1200000	12359.5	38.75	8857.86	9.75088
235209	1731	1200000	12317.9	38.7604	8842.85	9.75803
242751	1793	1200000	11918.9	38.9896	8530.18	9.69942
246738	1855	1200000	11740.6	39.1146	8419.47	9.65549
248179	1917	1200000	11676.1	39.125	8362.58	9.67776
286861	1979	1200000	10098.7	40.2292	7237.73	9.7897
295141	2040	1200000	9836.18	40.4271	7052.95	9.70045
296629	2102	1200000	9778.29	40.5208	6982.63	9.56015
331642	2164	1200000	8743.56	41.3229	6257.11	9.84276
347315	2226	1200000	8356.02	41.6979	5996.12	9.73083
358430	2288	1200000	8107.24	41.9167	5815.67	9.61727
362973	2350	1200000	7994.25	42.0104	5745.49	9.59155
370185	2412	1200000	7824.66	42.1875	5637.63	9.73573
376319	2473	1200000	7705.83	42.2604	5528.24	9.50248
381815	2535	1200000	7608.11	42.4167	5409.23	9.52949
393219	2597	1200000	7369.08	42.6458	5268.26	9.62689
397542	2659	1200000	7304.81	42.7396	5243.22	9.6446
402181	2721	1200000	7213.61	42.8333	5163.98	9.65879
404516	2783	1200000	7179.44	42.8333	5126.31	9.6505
412787	2845	1200000	7026.15	42.9792	5046.2	9.60191
421612	2906	1200000	6887.95	43.1354	4942.8	9.61291
425033	2968	1200000	6820.58	43.2604	4894.14	9.49406
449065	3030	1200000	6475.96	43.6042	4653.13	9.61649
470280	3092	1200000	6180.98	44.0208	4436.38	9.46338
478630	3154	1200000	6071.56	44.0938	4350.2	9.48914
482508	3216	1200000	6033.57	44.25	4344.26	9.49303
484838	3277	1200000	5987.97	44.25	4292.07	9.40834
486741	3339	1200000	5983.61	44.2812	4310.1	9.47912
495568	3401	1200000	5861.26	44.3333	4218.71	9.51688
497117	3463	1200000	5857.18	44.3958	4201.05	9.38483
503492	3525	1200000	5773.99	44.5	4131.96	9.40409
512301	3587	1200000	5676.85	44.6146	4075.43	9.4988
514094	3649	1200000	5650.84	44.6354	4039.72	9.37476
530701	3710	1200000	5483.7	44.8646	3911.64	9.32984
541619	3772	1200000	5370.89	45.0729	3866	9.41363
545150	3834	1200000	5331.19	45.125	3833.01	9.43489
566799	3896	1200000	5148.05	45.4062	3701.14	9.28667
586914	3958	1200000	4966.89	45.7083	3553.12	9.34397
592922	4020	1200000	4913.99	45.7292	3507.76	9.2517
614623	4081	1200000	4731.74	46	3408.58	9.23664
649009	4143	1200000	4491.84	46.4167	3219.5	9.07346
658628	4205	1200000	4424.22	46.5729	3188.08	9.20515
663837	4267	1200000	4386.02	46.5938	3150.68	9.19573
673696	4329	1200000	4316.06	46.75	3107.88	9.13645
681472	4391	1200000	4276.61	46.8021	3052.72	9.12602
690641	4453	1200000	4216.88	46.8646	3012.3	9.06443
706520	4514	1200000	4123.53	47.0521	2955.71	9.05891
709763	4576	1200000	4114.42	47.1458	2936.98	9.0262
737089	4638	1200000	3964.46	47.4062	2847.77	9.04656
755217	4700	1200000	3868.76	47.5729	2771.77	8.98517
765365	4762	1200000	3808.21	47.75	2760.38	8.92822
786585	4824	1200000	3712.21	47.9375	2661.92	8.80553
803314	4886	1200000	3627.3	48.1146	2599.02	8.9052
810388	4947	1200000	3602.46	48.0938	2566.17	8.79309
814229	5009	1200000	3591.73	48.2292	2582.7	8.79946
820859	5071	1200000	3550.25	48.2604	2538.65	8.83471
827438	5133	1200000	3526.76	48.3542	2531	8.79264
849672	5195	1200000	3436.19	48.5625	2463.5	8.80553
854065	5257	1200000	3429.42	48.4792	2459.67	8.83804
876088	5318	1200000	3340.26	48.7604	2396.52	8.79612
898184	5380	1200000	3253.2	48.9479	2342.07	8.68453
921526	5442	1200000	3168.08	49.1979	2262.18	8.64874
930763	5504	1200000	3143.12	49.1771	2254.16	8.79271
940504	5566	1200000	3101.8	49.3333	2233.14	8.72267
953080	5628	1200000	3065.47	49.4062	2195.66	8.58353
956086	5690	1200000	3060.62	49.4167	2205.09	8.78211
990398	5751	1200000	2947.04	49.7188	2101.44	8.47621
1015648	5813	1200000	2883.68	49.8229	2063.5	8.56681
1030904	5875	1200000	2840.29	49.9688	2032.42	8.57361
1041893	5937	1200000	2811.77	50.125	2010.78	8.41721
1068426	5999	1200000	2740.46	50.3958	1959.18	8.30344
1094852	6061	1200000	2675.19	50.5	1913.16	8.48233
1107157	6122	1200000	2649.26	50.5625	1891.53	8.30504
1118925	6184	1200000	2616.89	50.6771	1850.77	8.28421
1128185	6246	1200000	2596.81	50.7292	1870.5	8.50344
