0	0	7.38269e-06
0	1	1.46126e-05
0	2	9.27025e-06
0	3	8.59724e-06
0	4	9.62337e-06
0	5	6.15915e-15
0	6	1.83184e-05
0	7	1.58412e-05
0	8	1.76304e-05
0	9	1.05432e-05
0	10	5.75035e-05
0	11	6.38259e-05
0	12	1.00014e-05
0	13	1.02001e-14
0	14	7.99134e-06
0	15	8.55599e-06
0	16	1.54924e-05
0	17	1.26143e-05
0	18	2.55502e-15
0	19	1.29927e-05
0	20	1.80834e-15
0	21	8.56756e-06
0	22	7.99694e-06
0	23	8.7676e-06
0	24	7.65758e-06
0	25	5.90159e-16
0	26	8.94228e-15
0	27	3.37321e-15
0	28	8.95792e-06
0	29	8.96378e-06
0	30	8.99243e-15
0	31	8.82298e-06
0	32	8.53571e-06
0	33	9.91759e-15
0	34	8.62436e-06
0	35	3.76433e-15
0	36	1.06177e-05
0	37	8.885e-06
0	38	8.63721e-06
0	39	8.51282e-06
0	40	8.88013e-06
0	41	9.3244e-06
0	42	1.18725e-05
0	43	8.95445e-06
0	44	8.19075e-06
0	45	9.68605e-06
0	46	9.9653e-06
0	47	1.27441e-05
0	48	9.04959e-06
0	49	1.17148e-05
0	50	8.99718e-06
0	51	9.01815e-06
0	52	5.74683e-15
0	53	1.04885e-05
0	54	8.31671e-06
0	55	9.96407e-06
0	56	8.91378e-06
0	57	9.16041e-06
0	58	9.80159e-06
0	59	1.08097e-05
0	60	8.86821e-15
0	61	9.91218e-17
0	62	8.79581e-06
0	63	3.96598e-15
0	64	1.12768e-05
0	65	1.03002e-05
0	66	9.06436e-06
0	67	9.46716e-06
0	68	9.87622e-06
0	69	8.97399e-06
0	70	1.0708e-05
0	71	8.87423e-06
0	72	4.88538e-15
0	73	7.39976e-06
0	74	7.4189e-06
0	75	7.39808e-06
0	76	7.42899e-06
0	77	9.86019e-15
0	78	7.91894e-06
0	79	7.80336e-06
0	80	8.01247e-06
0	81	7.86561e-06
0	82	8.81956e-06
0	83	8.18809e-06
0	84	7.90043e-06
0	85	7.82067e-06
0	86	8.11994e-06
0	87	8.28534e-06
0	88	7.81481e-06
0	89	7.79442e-06
0	90	5.84715e-15
0	91	7.98473e-06
0	92	7.5968e-06
0	93	7.50305e-06
0	94	7.69801e-06
0	95	7.47614e-06
0	96	1.9268e-15
0	97	8.17574e-06
0	98	8.03758e-06
0	99	8.29619e-06
0	100	8.40626e-06
0	101	7.93837e-06
0	102	8.21542e-06
0	103	8.07922e-06
0	104	7.95904e-06
0	105	8.09696e-06
0	106	7.96889e-06
0	107	1.02334e-14
0	108	8.01228e-06
0	109	7.58418e-06
0	110	7.82471e-06
0	111	7.61897e-06
0	112	1.19624e-15
0	113	7.36974e-06
0	114	8.82956e-06
0	115	8.36075e-06
0	116	7.45638e-15
0	117	7.96559e-06
0	118	7.40297e-06
0	119	7.76409e-06
0	120	8.96368e-15
0	121	4.94004e-15
0	122	7.4759e-06
0	123	1.87831e-15
0	124	1.03688e-14
0	125	7.67253e-06
0	126	3.32499e-05
0	127	5.69999e-15
0	128	1.45868e-05
0	129	3.99872e-15
0	130	1.77498e-05
0	131	2.51558e-05
0	132	1.4415e-05
0	133	3.9743e-15
0	134	5.00725e-05
0	135	2.46057e-15
