population	links	tests	detected	time	error	time_error
27335	1435	1200000	31801	25.3854	3475.54	10.8277
37073	2073	1200000	23847.1	26.5521	2601.66	10.5241
49960	3241	1200000	18974.5	27.5781	2124.18	10.3199
59902	4146	1200000	23423.1	26.349	2124.81	6.49076
70990	5107	1200000	28248.4	25.6198	2753.18	5.14936
82457	6050	1200000	28241.1	25.7031	2785.57	4.85091
96134	7123	1200000	24600.3	26.3594	2409.36	4.84292
106434	7707	1200000	23423	26.724	2413.05	4.82671
127199	8692	1200000	21296.4	27.2969	2347.76	4.75089
137942	9736	1200000	20387.6	27.6354	2226.83	4.67961
152749	10895	1200000	19139.2	27.9583	2082.22	4.58717
162467	11646	1200000	18164.3	28.1823	1984.49	4.62832
175528	12313	1200000	17046.3	28.6198	1866.11	4.56876
186109	13476	1200000	16215.4	28.8698	1791.66	4.55231
203526	14376	1200000	15381.2	29.099	1671.53	4.57724
221134	15036	1200000	14520.1	29.4948	1593.03	4.55286
232319	16080	1200000	14496.9	29.5365	1561.34	4.36381
248476	17200	1200000	13792.3	29.8125	1501.28	4.35349
258795	18279	1200000	13329.1	30.026	1442.92	4.38011
270779	18880	1200000	12882.8	30.2135	1405.93	4.35578
281622	19867	1200000	12500	30.3802	1370.13	4.35348
299222	20615	1200000	12110.3	30.6406	1317.95	4.30021
320395	21148	1200000	11791.9	30.8229	1338.7	4.41449
332878	22252	1200000	11843.5	30.974	1330.37	4.2971
342974	23249	1200000	11693.8	31.0885	1317.24	4.25646
354366	24153	1200000	13472.3	28.2396	1354.88	3.82435
364147	24913	1200000	13937.7	27.6927	1385.58	4.10663
380339	25808	1200000	13601.6	27.7865	1337.74	3.97637
393415	26731	1200000	13329.6	27.9479	1342.1	3.96436
404877	28021	1200000	13100.6	28.0938	1319.44	3.95636
419037	28812	1200000	12816.4	28.1823	1284.44	3.90625
431544	29749	1200000	12581.1	28.3333	1223.71	3.9268
441107	30831	1200000	12595.4	28.4062	1285.54	3.98659
452048	31609	1200000	12415	28.5469	1267.75	4.00977
463904	32559	1200000	12203.4	28.6823	1242.56	4.02482
474184	33625	1200000	12007.4	28.7552	1234.51	3.9644
485049	34702	1200000	11879.2	28.901	1200.49	3.84559
494641	35849	1200000	12197.6	28.9219	1266.17	3.84223
506385	36939	1200000	12982.2	28.6875	1290.51	3.63187
516068	37865	1200000	13926.4	28.401	1346.06	3.60108
528304	38944	1200000	13849.7	28.5	1349.79	3.43583
539028	40005	1200000	14150.2	28.4271	1371.52	3.36813
550702	40966	1200000	13946.2	28.5469	1382.98	3.42293
561739	42619	1200000	13741.9	28.6354	1373.39	3.51208
572045	43847	1200000	13954.6	28.7135	1391.66	3.35106
581944	44802	1200000	14085.8	28.7188	1445.65	3.3795
593402	45825	1200000	13877.9	28.8698	1445.17	3.41171
603765	47081	1200000	13680.6	28.9792	1411.68	3.47035
614127	48180	1200000	13487.7	29.0625	1386.98	3.42197
626272	49141	1200000	13351.8	29.125	1369.7	3.43292
638725	50329	1200000	13156.7	29.2083	1381.07	3.3761
649818	51159	1200000	13008.7	29.2917	1363.89	3.41148
660966	52415	1200000	12929.6	29.3073	1319.58	3.34396
670591	53360	1200000	13775.2	28.8073	1394.54	3.00685
682147	54146	1200000	13905.2	28.7344	1413.78	3.05171
695484	55386	1200000	13722.6	28.7917	1386.33	3.04585
708480	56644	1200000	13531.9	28.8854	1349.53	3.06488
719927	57785	1200000	13384.9	28.9531	1337.2	3.04227
730327	59172	1200000	13282.1	29.0365	1336.53	3.00976
740580	60346	1200000	13138.8	29.099	1346.59	2.98431
750408	61981	1200000	13029.6	29.1719	1304.18	3.03816
760573	63009	1200000	12967.7	29.2448	1312.81	3.05185
771985	64248	1200000	12801	29.3021	1321.11	3.02215
783252	65298	1200000	12693.9	29.4062	1287.2	3.09358
798303	66533	1200000	12590.2	29.4844	1282.83	3.08594
810816	67767	1200000	12435.1	29.5833	1313.73	2.98949
823675	69088	1200000	12334.1	29.6302	1272.88	3.10144
834740	70373	1200000	12220.1	29.6823	1243.32	3.09134
845940	71349	1200000	12115.9	29.7552	1242.98	2.97213
857228	72264	1200000	12032.7	29.7917	1260.71	3.06549
