population	links	time	detected	infected	error_detected	error_infected
365657	4000	7	5.45833	117.903	1.20303	43.3301
365657	4000	8	7.04167	125.347	1.31099	46.0847
365657	4000	9	8.33333	135.229	1.57255	49.766
365657	4000	10	12.4167	145.701	2.59261	53.6405
365657	4000	11	15.8333	161	2.82327	59.3478
365657	4000	12	19.8333	178.236	3.78389	65.7484
365657	4000	13	25.5833	201.757	4.58283	74.4968
365657	4000	14	34.5417	231.611	6.89741	85.7298
365657	4000	15	42.25	268.875	7.21622	99.8123
365657	4000	16	55.2917	316.049	10.9297	117.694
365657	4000	17	74.7083	375.507	13.7886	140.259
365657	4000	18	99.2917	451.306	17.8703	169.036
365657	4000	19	122.083	547.438	20.521	205.519
365657	4000	20	160.417	669.424	24.4021	252.088
365657	4000	21	197.375	810	24.3298	302.807
365657	4000	22	242.625	988.396	25.0971	368.744
365657	4000	23	271.167	1186.79	18.6146	440.345
365657	4000	24	296.667	1375.08	16.7174	508.79
365657	4000	25	316.458	1548.51	13.4986	572.942
365657	4000	26	339.917	1649.08	15.194	608.237
365657	4000	27	354.25	1726.99	16.3608	637.267
365657	4000	28	375.708	1811.77	17.5975	668.811
365657	4000	29	393.708	1895.01	15.9399	699.735
365657	4000	30	405.458	1978.9	18.5582	731.179
365657	4000	31	419	2052.19	18.7192	758.832
365657	4000	32	431.333	2124.6	23.5501	785.99
365657	4000	33	432.958	2190.61	23.4024	811.38
365657	4000	34	444.708	2250.14	25.8869	834.475
365657	4000	35	445.5	2305.19	29.1745	855.67
365657	4000	36	443.125	2356.71	26.0503	875.837
365657	4000	37	444.125	2393.29	31.6206	890.221
365657	4000	38	452.833	2432.05	31.2661	905.59
365657	4000	39	444.208	2464.51	35.5416	918.311
365657	4000	40	434.958	2485.65	32.7664	926.933
365657	4000	41	431	2504.74	35.0863	934.504
365657	4000	42	431.833	2510.03	35.0694	937.156
365657	4000	43	416.667	2513.26	35.9635	938.3
365657	4000	44	406.042	2514.84	35.1916	938.97
365657	4000	45	403.708	2507.19	35.9434	936.055
365657	4000	46	391.333	2497.6	34.6462	932.137
365657	4000	47	375.5	2486.17	35.3281	927.595
365657	4000	48	366.5	2469.39	30.4436	920.557
365657	4000	49	353.958	2447.64	32.2658	911.856
365657	4000	50	338.167	2422.92	31.6935	901.756
365657	4000	51	331.125	2397.6	31.9556	891.434
365657	4000	52	323.167	2363.71	26.2683	878.111
365657	4000	53	305.125	2332.43	26.7692	865.334
365657	4000	54	294.667	2303.42	23.865	853.856
365657	4000	55	283.75	2263.44	22.7203	837.985
365657	4000	56	272.542	2230.17	22.2109	824.893
365657	4000	57	256.667	2193.15	19.6056	810.255
365657	4000	58	250.792	2155.19	16.7221	795.54
365657	4000	59	237.208	2119.23	13.8437	781.412
365657	4000	60	234.917	2081.56	14.1819	766.854
365657	4000	61	218	2044.78	13.5885	752.805
365657	4000	62	208.708	2004.95	10.819	737.68
365657	4000	63	201.792	1968.97	10.502	724.027
365657	4000	64	191	1934.65	10.4775	711.363
365657	4000	65	184.125	1896.35	11.9696	697.207
365657	4000	66	176.833	1859.69	11.5164	683.805
365657	4000	67	171.375	1825.24	11.1966	671.127
365657	4000	68	161.083	1789.54	11.5226	658.165
365657	4000	69	158.917	1752.3	12.3201	644.857
365657	4000	70	144.042	1721.22	12.6685	633.743
365657	4000	71	147.875	1682.77	14.0172	619.929
365657	4000	72	138.042	1651.18	15.2765	608.817
365657	4000	73	132.542	1618.39	16.5821	597.108
365657	4000	74	127.333	1587.14	15.3551	586.09
365657	4000	75	117.375	1553.92	14.3986	574.238
365657	4000	76	120.167	1521.74	15.1112	562.939
365657	4000	77	109.333	1490.84	13.7031	552.074
365657	4000	78	109	1461.98	15.4745	541.918
365657	4000	79	106.917	1431.6	15.0101	531.157
365657	4000	80	102.333	1398.85	16.6966	519.71
365657	4000	81	99.125	1369.78	15.2134	509.416
365657	4000	82	94.7917	1338.65	15.5744	498.272
365657	4000	83	91.8333	1308.3	17.5802	487.463
365657	4000	84	86.375	1280.98	16.3547	477.972
365657	4000	85	87.4583	1252.47	15.377	467.815
365657	4000	86	86.4583	1220.19	17.1612	456.189
365657	4000	87	78.2917	1191.62	15.8409	445.937
365657	4000	88	75.2917	1165.19	15.1139	436.412
365657	4000	89	72.375	1138.43	13.9986	426.882
365657	4000	90	71.5833	1108.32	15.4803	415.947
365657	4000	91	65.7917	1081.59	14.0716	406.465
365657	4000	92	61.2917	1054.49	13.9641	396.425
365657	4000	93	61.375	1027.2	12.2849	386.382
365657	4000	94	56.6667	1000.5	13.3449	376.553
365657	4000	95	58.2083	975.361	11.5069	367.512
365657	4000	96	54.125	950.035	10.6379	358.013
365657	4000	97	54.9583	926.535	12.9408	349.169
365657	4000	98	52.3333	902.326	11.968	339.835
365657	4000	99	48.1667	879.194	10.3085	331.07
365657	4000	100	48.1667	856.347	11.143	322.651
365657	4000	101	44	834.174	9.83403	314.014
365657	4000	102	39.5	814.458	7.8062	306.395
365657	4000	103	40.7917	792.028	8.64545	297.688
365657	4000	104	40.125	772.382	9.59933	290.2
365657	4000	105	37.625	752.049	6.5992	282.305
365657	4000	106	36.125	731.5	5.88628	274.462
365657	4000	107	34.0417	711.521	6.96619	266.859
365657	4000	108	33.625	693.396	5.83224	259.877
365657	4000	109	30.7083	675.396	5.41091	253.01
365657	4000	110	30.9167	657.653	6.31697	246.187
365657	4000	111	30.7917	640.201	5.63088	239.567
365657	4000	112	28.75	624.715	6.36454	233.589
365657	4000	113	24.9583	609.09	4.34038	227.707
365657	4000	114	24.7083	593.806	3.61421	221.779
365657	4000	115	26.2083	580.069	4.52486	216.353
365657	4000	116	23.5833	564.181	3.11899	210.194
365657	4000	117	24.0417	551.66	3.99296	205.304
365657	4000	118	21.6667	536.694	3.16935	199.824
365657	4000	119	20.625	522.542	3.15205	194.539
365657	4000	120	18.4167	509.431	2.96338	189.643
365657	4000	121	20.4583	497.688	3.53537	185.059
365657	4000	122	18.5417	484.743	3.11467	180.072
365657	4000	123	16.25	471.951	2.41855	175.384
365657	4000	124	17.5833	461.139	3.0146	171.348
365657	4000	125	16.6667	451.639	1.95882	167.78
365657	4000	126	15.5833	440.222	2.20375	163.649
365657	4000	127	15.4583	429.632	2.10709	159.683
365657	4000	128	16	418.861	2.28768	155.547
365657	4000	129	14.7083	409.646	1.97231	152.104
365657	4000	130	14.7083	399.472	1.95459	148.313
365657	4000	131	12.875	390.167	2.16036	144.884
365657	4000	132	13.4583	381.257	1.91321	141.545
365657	4000	133	13.2083	372.722	2.19445	138.412
365657	4000	134	12.3333	362.549	1.52765	134.634
365657	4000	135	12.8333	351.903	1.6162	130.713
365657	4000	136	11.125	344.236	1.29407	127.939
365657	4000	137	10.625	336.319	1.4961	124.93
365657	4000	138	11.25	328.653	1.79796	122.023
365657	4000	139	11	321.292	1.49232	119.4
365657	4000	140	11.0833	313.618	1.2592	116.537
365657	4000	141	10.375	304.132	1.75313	113.018
365657	4000	142	9.04167	297.444	1.35792	110.631
365657	4000	143	8.95833	290.826	1.46635	108.176
365657	4000	144	9.54167	284.903	1.46872	106.084
365657	4000	145	8.33333	278.694	1.44814	103.862
365657	4000	146	8.45833	272.083	1.5695	101.476
365657	4000	147	7	266.257	1.49232	99.3159
365657	4000	148	7.33333	260.597	1.207	97.1557
365657	4000	149	8.20833	254.417	1.23725	94.9236
365657	4000	150	7.54167	248.417	1.11911	92.6726
365657	4000	151	7.91667	242.542	1.2481	90.4632
365657	4000	152	7	236.771	1.37585	88.4875
365657	4000	153	6.625	231.778	1.48677	86.7676
365657	4000	154	6.33333	228.514	1.68369	85.4636
365657	4000	155	6.41667	224.59	1.14333	83.993
365657	4000	156	5.95833	219.639	1.02498	82.2714
365657	4000	157	6.20833	215.104	1.45921	80.5875
365657	4000	158	5.5	211.681	1.28157	79.3924
365657	4000	159	6.33333	206.66	1.12338	77.4415
365657	4000	160	6.25	203.361	1.58833	76.3081
365657	4000	161	5.95833	197.896	1.1528	74.4381
365657	4000	162	5.45833	193.681	1.1066	72.9217
365657	4000	163	5.125	190.215	1.1875	71.6106
365657	4000	164	5.54167	186.639	1.28146	70.2585
365657	4000	165	4.83333	183.028	0.895909	69.0203
365657	4000	166	4.54167	179.424	0.979852	67.6808
365657	4000	167	4.54167	175.375	1.1914	66.1633
365657	4000	168	4.54167	171.097	0.913696	64.6428
365657	4000	169	4.91667	166.924	1.19686	62.976
365657	4000	170	3.75	163.931	0.827951	61.9079
365657	4000	171	4.375	160.444	0.949797	60.5973
365657	4000	172	4.70833	157.007	0.862768	59.4514
365657	4000	173	3.29167	152.583	0.886637	57.8911
365657	4000	174	3.875	149.736	0.893154	56.7959
365657	4000	175	3.70833	146.243	0.777933	55.5811
365657	4000	176	3.66667	143.91	0.880236	54.6887
365657	4000	177	4.20833	141.562	0.993956	53.8708
365657	4000	178	4.20833	138.431	0.943671	52.6671
365657	4000	179	3.375	135.646	0.706023	51.5425
606459	6000	0	2.04167	0	0.607091	0
606459	6000	1	2.41667	117.146	0.655991	42.9725
606459	6000	2	2.70833	94.8819	0.722265	34.8096
606459	6000	3	3.20833	102.035	0.755237	37.4364
606459	6000	4	3.58333	102.861	0.655991	37.7622
606459	6000	5	3.83333	107	0.743044	39.2909
606459	6000	6	4.79167	109.632	0.764396	40.2501
606459	6000	7	5.75	116.646	1.05027	42.8284
606459	6000	8	7.33333	123.854	1.24111	45.4937
606459	6000	9	8.45833	132.361	1.70551	48.621
606459	6000	10	10.25	141.347	1.53485	51.9329
606459	6000	11	11.4167	154.868	2.01917	56.8927
606459	6000	12	16.9167	173.083	1.99141	63.6495
606459	6000	13	19.8333	194.722	2.58657	71.6796
606459	6000	14	27.25	222.778	3.60606	82.0922
606459	6000	15	34.125	259.486	3.42607	95.7471
606459	6000	16	44.7083	302.194	5.63521	111.64
606459	6000	17	58.125	359.5	7.89688	133.064
606459	6000	18	75.7917	429.424	8.40463	159.203
606459	6000	19	100.167	519.354	11.3882	192.889
606459	6000	20	123.625	632.049	14.8211	235.074
606459	6000	21	168.208	778.125	16.3198	289.77
606459	6000	22	203.458	957.451	21.1227	356.792
606459	6000	23	239.542	1180.92	17.5526	440.503
606459	6000	24	266.292	1441.76	16.03	536.397
606459	6000	25	281.208	1628.56	11.193	600.908
606459	6000	26	298.958	1787.12	13.8856	658.015
606459	6000	27	326.667	1882.5	15.5926	692.894
606459	6000	28	334.458	1964.76	15.1169	723.242
606459	6000	29	341.667	2045.47	18.6818	753.247
606459	6000	30	356.583	2122.29	17.0648	782.108
606459	6000	31	360.667	2195.26	18.3605	809.842
606459	6000	32	362.583	2262.19	22.4973	835.035
606459	6000	33	383.833	2323.25	22.2781	858.227
606459	6000	34	384.542	2379.06	24.0447	879.514
606459	6000	35	390.708	2424.28	26.4901	897.239
606459	6000	36	389.042	2468.12	29.7058	914.448
606459	6000	37	386.125	2498.43	30.3046	926.38
606459	6000	38	390.25	2525.87	29.8089	937.231
606459	6000	39	383.833	2550.69	29.7966	947.196
606459	6000	40	382.958	2567.46	30.7474	954.174
606459	6000	41	376.375	2576.92	30.7207	958.053
606459	6000	42	376.042	2585.44	29.2132	961.536
606459	6000	43	368.917	2583	27.5387	960.902
606459	6000	44	358.708	2579.92	29.9217	959.612
606459	6000	45	357.75	2572.74	26.1684	957.056
606459	6000	46	349.5	2556.12	26.475	950.721
606459	6000	47	338.792	2541.58	26.1188	945.213
606459	6000	48	334.958	2520.06	26.7942	937.141
606459	6000	49	320.25	2498.74	26.6015	928.599
606459	6000	50	320.5	2470.2	25.103	917.822
606459	6000	51	307.083	2443.64	22.3807	907.422
606459	6000	52	296.125	2415.92	21.8955	896.618
606459	6000	53	290.292	2380.72	18.2243	882.964
606459	6000	54	279.292	2351.35	21.0079	871.121
606459	6000	55	273.833	2312.58	20.468	856.034
606459	6000	56	263.792	2274.6	18.5079	841.407
606459	6000	57	254.875	2238.28	18.2624	827.378
606459	6000	58	243.083	2199.06	15.9981	812.478
606459	6000	59	236.708	2163.21	12.117	798.531
606459	6000	60	233.333	2120.07	12.0671	782.255
606459	6000	61	220.083	2080.6	11.9839	767.068
606459	6000	62	213.458	2039.97	11.0541	751.735
606459	6000	63	208.5	1999.54	11.6554	736.401
606459	6000	64	196.667	1961.96	11.936	722.248
606459	6000	65	189.792	1922.97	9.78791	707.773
606459	6000	66	185.792	1880.74	10.0807	692.087
606459	6000	67	179.167	1843.9	9.87828	678.246
606459	6000	68	172.375	1803.1	10.4334	663.057
606459	6000	69	171.958	1764.92	12.3795	648.906
606459	6000	70	164.25	1723.64	10.8098	633.712
606459	6000	71	156.208	1686.77	10.3592	620.18
606459	6000	72	154.958	1650.45	10.542	606.843
606459	6000	73	149.167	1614.69	10.0991	593.735
606459	6000	74	140.333	1578.51	12.5122	580.745
606459	6000	75	135.958	1543.6	12.7931	568.209
606459	6000	76	131.917	1505.21	12.6341	554.385
606459	6000	77	127	1472.83	14.116	542.73
606459	6000	78	123.625	1438.47	13.4131	530.376
606459	6000	79	117.042	1406.59	14.1123	518.967
606459	6000	80	114.417	1374.83	13.5001	507.606
606459	6000	81	110.375	1341.88	13.1538	495.818
606459	6000	82	107.958	1311.56	14.9732	485.031
606459	6000	83	104.167	1279.38	15.1195	473.628
606459	6000	84	99.5833	1249.34	14.518	462.844
606459	6000	85	99.7083	1218.44	15.0275	451.891
606459	6000	86	96.1667	1186.99	16.1904	440.579
606459	6000	87	86.5	1160.03	14.7237	430.972
606459	6000	88	86.375	1130.21	14.5146	420.304
606459	6000	89	84.9583	1104.06	14.3921	410.968
606459	6000	90	85.5	1077.76	13.6763	401.391
606459	6000	91	79.25	1054.15	13.7191	392.922
606459	6000	92	76.5417	1030.94	13.4769	384.592
606459	6000	93	71.5	1005.12	11.6087	375.293
606459	6000	94	71.625	981.458	12.7721	366.539
606459	6000	95	70.0833	959.965	12.7143	358.705
606459	6000	96	64.1667	935.84	12.1057	349.752
606459	6000	97	61.5	912.049	10.8084	340.999
606459	6000	98	60.9583	886.854	10.9925	331.631
606459	6000	99	60.7083	863.375	10.759	322.938
606459	6000	100	57.625	841.5	10.9477	314.891
606459	6000	101	52.6667	818.306	10.0161	306.279
606459	6000	102	52.4583	796.729	8.6543	298.292
606459	6000	103	52	777.764	8.15245	291.276
606459	6000	104	46.4583	757.521	8.30132	283.74
606459	6000	105	44.4583	736.653	8.10792	275.935
606459	6000	106	42.3333	717.576	7.39194	268.858
606459	6000	107	45.2917	698.562	6.88074	261.736
606459	6000	108	40.25	679.618	5.90392	254.339
606459	6000	109	38.6667	660.604	6.18758	247.226
606459	6000	110	39.1667	646.083	6.26803	241.479
606459	6000	111	36.0417	628.271	5.14996	234.774
606459	6000	112	35.4167	610.764	5.50961	228.026
606459	6000	113	33.9167	598.16	5.12345	223.42
606459	6000	114	31.2917	582.431	4.26761	217.551
606459	6000	115	29.75	568.083	4.35761	212.248
606459	6000	116	31.5833	551.319	4.38732	206.026
606459	6000	117	29.3333	538.451	3.92296	201.206
606459	6000	118	27.8333	524.181	3.13624	195.793
606459	6000	119	27.2083	511.236	4.2668	190.929
606459	6000	120	28.3333	498.347	3.68135	186.149
606459	6000	121	27.0833	487.701	4.01111	182.291
606459	6000	122	23.875	476.118	3.32714	177.901
606459	6000	123	24.5833	464.66	3.91096	173.735
606459	6000	124	21.5	453.688	2.74664	169.6
606459	6000	125	23.0417	445.389	3.34001	166.36
606459	6000	126	22.7083	433.278	3.73728	161.803
606459	6000	127	20.625	422.66	3.10534	157.822
606459	6000	128	20.375	411.993	3.21761	153.778
606459	6000	129	19.5	401.319	3.27163	149.931
606459	6000	130	18.75	390.299	2.59619	145.782
606459	6000	131	17.625	381.5	2.39415	142.546
606459	6000	132	16.5417	372.042	2.09051	139.061
606459	6000	133	15.625	361.757	2.57077	135.366
606459	6000	134	16.4583	354.861	2.78933	132.721
606459	6000	135	15.2083	345.618	2.34471	129.426
606459	6000	136	15.1667	337.215	2.97452	126.281
606459	6000	137	14.4583	330.257	1.97408	123.687
606459	6000	138	13.3333	322.931	2.20296	121.143
606459	6000	139	14.2083	315.542	2.46904	118.414
606459	6000	140	13.4583	306.965	2.40334	115.184
606459	6000	141	12.75	300.514	1.94664	112.767
606459	6000	142	13.1667	292.778	2.42262	109.901
606459	6000	143	10.7917	284.681	2.10378	106.946
606459	6000	144	11.3333	276.826	1.72453	104.061
606459	6000	145	10.9167	269.778	1.9597	101.616
606459	6000	146	12.2083	262.465	2.51927	99.0376
606459	6000	147	9.875	256.146	2.11807	96.742
606459	6000	148	9.41667	250.354	1.78501	94.6295
606459	6000	149	10.25	245.444	1.93588	92.8233
606459	6000	150	9.29167	238.861	1.73584	90.3212
606459	6000	151	8.375	233.625	1.49144	88.4372
606459	6000	152	8.20833	227.549	1.94924	86.1285
606459	6000	153	8.33333	222.354	1.87903	84.3541
606459	6000	154	8.625	216.917	1.45363	82.4502
606459	6000	155	8.54167	212.521	1.58714	80.7745
606459	6000	156	8.20833	206.799	1.33466	78.6458
606459	6000	157	8.125	202.146	1.30478	77.0299
606459	6000	158	7.41667	197.632	1.45891	75.269
606459	6000	159	6.875	191.556	1.34677	73.0261
606459	6000	160	7.29167	187.674	1.55838	71.6758
606459	6000	161	6.25	182.611	1.53485	69.6731
606459	6000	162	7	178.611	1.33477	68.1429
606459	6000	163	7.20833	175.715	1.44001	67.0934
606459	6000	164	5.58333	171.611	1.0414	65.6777
606459	6000	165	6.04167	167.625	1.31099	64.2402
606459	6000	166	5.875	162.924	1.28327	62.4335
606459	6000	167	5.20833	159.215	1.09395	61.1953
606459	6000	168	5.33333	155.674	1.0126	59.9184
606459	6000	169	5	150.681	1.13161	57.9291
606459	6000	170	4.95833	147.271	1.31099	56.722
606459	6000	171	5.125	143.812	1.16978	55.4682
606459	6000	172	4.875	140.618	1.16978	54.1767
606459	6000	173	4.29167	136.896	1.07793	52.7751
606459	6000	174	4.04167	133.556	0.932544	51.5688
606459	6000	175	4.58333	131.812	1.13723	50.9497
606459	6000	176	3.91667	128.896	0.965092	49.9339
606459	6000	177	4.16667	126.278	1.0464	48.9977
