population	links	time	detected	infected	error_detected	error_infected
74856.0	1000	0	1.875	0.0	0.504865	0.0
74856.0	1000	1	2.91667	717.9588	0.763827	914.2342567110467
74856.0	1000	2	3.08333	571.8335999999999	0.666516	728.191505720851
74856.0	1000	3	5.04167	613.458	1.50846	781.2959752141054
74856.0	1000	4	6.33333	622.3332	1.80343	792.658731745863
74856.0	1000	5	7.58333	641.9172	2.614	817.8159941056668
74856.0	1000	6	9.75	663.0	2.49504	845.3055070180485
74856.0	1000	7	12.6667	695.3328	2.60266	886.3825683715582
74856.0	1000	8	18.5417	740.25	4.48003	944.2709374624212
74856.0	1000	9	23.7917	786.9995999999999	4.55246	1004.4995170053592
74856.0	1000	10	31.0417	852.75	7.44897	1089.0018100639504
74856.0	1000	11	42.1667	936.042	9.78128	1196.6196512614022
74856.0	1000	12	55.4583	1041.3336	13.5588	1332.1647998435626
74856.0	1000	13	75.2083	1172.7504000000001	16.9507	1501.6509598803048
74856.0	1000	14	101.167	1334.208	25.1884	1711.8918053409334
74856.0	1000	15	130.875	1543.248	29.3356	1985.3183330075808
74856.0	1000	16	174.25	1796.292	33.7562	2316.513831272639
74856.0	1000	17	220.208	2119.7039999999997	35.0306	2729.533116415597
74856.0	1000	18	276.208	2488.416	38.1409	3198.7015326093556
74856.0	1000	19	319.25	2941.536	36.8634	3766.6602614585568
74856.0	1000	20	362.0	3391.08	33.6364	4346.42352126159
74856.0	1000	21	410.542	3729.3360000000002	35.1972	4778.964459920579
74856.0	1000	22	458.0	4097.664	37.8737	5264.438730233642
74856.0	1000	23	510.708	4412.172	43.1612	5704.063979444831
74856.0	1000	24	559.625	4653.7919999999995	44.4439	6000.132441230276
74856.0	1000	25	612.0	4937.412	46.8034	6365.372429643375
74856.0	1000	26	670.583	5243.2080000000005	50.2451	6756.5616904162125
74856.0	1000	27	724.5	5550.744000000001	52.0015	7148.188745661379
74856.0	1000	28	779.375	5899.296	55.8274	7596.251488339231
74856.0	1000	29	854.333	6266.460000000001	59.0053	8065.208967196324
74856.0	1000	30	895.042	6629.376	55.2286	8529.072110375431
74856.0	1000	31	962.958	7020.8279999999995	56.7826	9031.142771139432
74856.0	1000	32	1005.0	7406.795999999999	56.0057	9529.392680144943
74856.0	1000	33	1038.21	7774.416000000001	55.4569	10003.245497192598
74856.0	1000	34	1080.46	8162.412	55.1515	10507.505130318235
74856.0	1000	35	1107.62	8516.748	53.2191	10962.293988070927
74856.0	1000	36	1138.12	8904.624	54.6477	11464.88204230222
74856.0	1000	37	1172.42	9241.536	59.7829	11903.07450960398
74856.0	1000	38	1166.29	9564.288	52.5728	12323.3970025353
74856.0	1000	39	1172.12	9874.295999999998	55.9306	12728.118092452787
74856.0	1000	40	1171.12	10149.672	60.2549	13090.213920564629
74856.0	1000	41	1157.88	10391.916000000001	58.4084	13402.719574811075
74856.0	1000	42	1146.79	10621.464	60.1713	13706.867334585828
74856.0	1000	43	1117.83	10816.752	61.3359	13966.081461700844
74856.0	1000	44	1081.46	10991.880000000001	65.5641	14191.107820476876
74856.0	1000	45	1057.62	11140.668	71.3133	14391.179894330275
74856.0	1000	46	1022.92	11273.795999999998	73.6169	14562.55653049752
74856.0	1000	47	985.25	11399.712	72.2507	14731.704394805645
74856.0	1000	48	960.875	11458.5	79.1733	14812.019780728893
74856.0	1000	49	908.292	11500.788	80.0942	14864.157122433278
74856.0	1000	50	870.625	11569.872	78.3004	14949.009651069733
74856.0	1000	51	828.792	11592.083999999999	75.3489	14974.083334484818
74856.0	1000	52	796.083	11615.256	77.6765	14994.739273679152
74856.0	1000	53	760.208	11621.004	77.4913	14996.729248553367
74856.0	1000	54	711.833	11619.996	67.8366	14986.301780212489
74856.0	1000	55	677.25	11594.328	68.5722	14945.029701321304
74856.0	1000	56	649.292	11552.292000000001	62.3625	14877.927748562834
74856.0	1000	57	607.292	11501.832	61.4517	14803.263891282357
74856.0	1000	58	581.458	11441.964	53.9646	14716.301989279238
74856.0	1000	59	542.708	11396.207999999999	49.6616	14645.936477727057
74856.0	1000	60	512.958	11333.004	44.5549	14556.58660587488
74856.0	1000	61	487.667	11259.588	41.977	14451.754729501326
74856.0	1000	62	459.792	11158.248	38.4245	14318.108016949167
74856.0	1000	63	435.25	11052.336	38.7562	14176.023810930341
74856.0	1000	64	415.542	10965.42	32.2486	14056.227323502704
74856.0	1000	65	393.958	10887.204000000002	28.0194	13946.141913461228
74856.0	1000	66	372.708	10801.5	27.5659	13833.031741610946
74856.0	1000	67	356.042	10732.164	29.2513	13737.910942623555
74856.0	1000	68	334.917	10629.336	28.7438	13602.712049669508
74856.0	1000	69	321.125	10533.672	28.3374	13479.492805458223
74856.0	1000	70	300.042	10407.876	24.9215	13318.503838134371
74856.0	1000	71	283.375	10284.539999999999	27.0054	13160.181437141964
74856.0	1000	72	273.875	10170.912	25.424	13013.79888539484
74856.0	1000	73	257.375	10028.544	30.6613	12826.78104671628
74856.0	1000	74	243.208	9913.836	27.5418	12679.005512557205
74856.0	1000	75	233.375	9819.996	28.819	12555.38827337108
74856.0	1000	76	221.708	9722.58	29.8215	12430.736247250361
74856.0	1000	77	210.625	9600.996	28.9741	12275.558006559213
74856.0	1000	78	204.75	9465.0	31.7256	12101.992398030334
74856.0	1000	79	193.833	9343.836	30.3689	11946.85395683667
74856.0	1000	80	185.875	9194.496	28.1781	11757.726744791442
74856.0	1000	81	175.75	9066.252	29.7942	11594.548805105958
74856.0	1000	82	171.583	8922.204000000002	29.6717	11411.908911150667
74856.0	1000	83	160.208	8787.119999999999	29.6628	11243.397838802288
74856.0	1000	84	150.417	8644.956	29.5337	11062.190726756431
74856.0	1000	85	144.167	8495.088	29.507	10871.033740339508
74856.0	1000	86	136.625	8357.795999999998	28.0738	10697.468131810629
74856.0	1000	87	134.708	8232.083999999999	30.7899	10539.066131823254
74856.0	1000	88	128.083	8091.168	29.1716	10360.963380581172
74856.0	1000	89	118.208	7933.464	28.3356	10161.010705220224
74856.0	1000	90	114.167	7818.0	25.9175	10014.628153473099
74856.0	1000	91	109.625	7665.204000000001	24.967	9821.122996704602
74856.0	1000	92	104.208	7542.624	23.5206	9667.258139430434
74856.0	1000	93	98.6667	7402.836	22.6557	9494.727317836147
74856.0	1000	94	94.5	7283.832	19.8365	9343.250430411035
74856.0	1000	95	89.1667	7158.792	19.1043	9188.868179669571
74856.0	1000	96	85.375	7033.5	20.1213	9031.381568124336
74856.0	1000	97	81.75	6896.7119999999995	17.9048	8859.646736479734
74856.0	1000	98	77.625	6760.08	15.2031	8691.016265638904
74856.0	1000	99	76.875	6631.332	17.9266	8530.584491279833
74856.0	1000	100	69.0417	6502.38	14.2356	8374.212265664157
74856.0	1000	101	70.4167	6367.128000000001	14.2407	8204.268411406345
74856.0	1000	102	64.4167	6239.58	12.7318	8043.677439057336
74856.0	1000	103	65.125	6123.204	12.4221	7899.125664194488
74856.0	1000	104	60.3333	6011.664	11.3656	7760.742811441699
74856.0	1000	105	58.9583	5879.496	10.7932	7593.186927032943
74856.0	1000	106	55.5833	5767.536	10.1461	7449.43114211978
74856.0	1000	107	54.5	5642.004	9.0313	7294.849893890895
74856.0	1000	108	50.375	5543.916	8.99022	7173.262429076466
74856.0	1000	109	48.4167	5433.672	8.38385	7038.26253360984
74856.0	1000	110	44.75	5308.668	8.16375	6880.696323069635
74856.0	1000	111	43.9583	5189.544	7.01298	6731.647204991064
74856.0	1000	112	44.0	5081.172	6.74439	6595.5329235948775
74856.0	1000	113	39.7917	4970.58	6.079	6457.707263806869
74856.0	1000	114	38.5417	4863.0	7.16758	6321.791979898105
74856.0	1000	115	36.25	4753.752	5.5503	6179.787372874247
74856.0	1000	116	35.1667	4641.624	6.10378	6044.270083940326
74856.0	1000	117	35.0417	4540.5	5.97682	5912.414348774957
74856.0	1000	118	34.1667	4444.2119999999995	5.99332	5791.742272402666
74856.0	1000	119	33.2917	4359.876	5.27282	5687.3481905014405
74856.0	1000	120	32.0833	4255.62	4.56152	5553.980074431669
74856.0	1000	121	30.6667	4150.2119999999995	4.73042	5416.393211628566
74856.0	1000	122	27.6667	4061.7960000000003	4.19887	5299.581686512248
74856.0	1000	123	28.5417	3970.416	4.36516	5187.585900591526
74856.0	1000	124	26.3333	3866.7479999999996	4.25485	5053.381995074586
74856.0	1000	125	24.7083	3782.3280000000004	4.07576	4948.072524731221
74856.0	1000	126	26.625	3687.288	4.64302	4823.1419021281135
74856.0	1000	127	24.75	3582.2039999999997	3.28066	4685.4356408325575
74856.0	1000	128	24.125	3505.536	3.422	4585.339904659631
74856.0	1000	129	21.9583	3435.96	3.93326	4494.199055420666
74856.0	1000	130	23.25	3347.1240000000003	3.11527	4380.531690605605
74856.0	1000	131	22.5833	3274.1279999999997	3.46967	4285.092495638338
74856.0	1000	132	22.0833	3186.504	3.70631	4170.668940371076
74856.0	1000	133	20.75	3110.2919999999995	3.36445	4071.5681916352573
74856.0	1000	134	20.5417	3042.42	3.12136	3982.815312245347
74856.0	1000	135	20.4167	2969.664	3.02842	3887.320397981602
74856.0	1000	136	18.8333	2898.3720000000003	2.66606	3791.0772531651523
74856.0	1000	137	18.4583	2833.38	3.31806	3706.9649951819074
74856.0	1000	138	17.0833	2756.832	2.96807	3603.8882766474103
