beta	population	links	attackRate	error
3	247011	1870	2689.67	23.6327
3	405118	2805	2668.21	23.7412
3	536671	3740	2688.08	21.2793
3	749399	4675	2886.5	47.8648
3	948796	5610	5676.62	744.227
3	1.17861e+06	6545	37034.5	399.63
3	1.33266e+06	7480	49213.1	309.76
3	1.55843e+06	8415	61166.5	282.324
3	1.67973e+06	9350	65353.7	226.024
3	1.79206e+06	10285	68765	154.254
3	2.00065e+06	11220	73924	117.988
3	2.21956e+06	12155	77446.9	182.449
3	2.43445e+06	13090	80320.5	130.449
3	2.63944e+06	14025	82379.8	122.212
3	2.83432e+06	14960	84003.5	140.324
3	2.95706e+06	15895	84959.6	126.024
3	3.10388e+06	16830	86032.3	107.703
3	3.23828e+06	17765	86722.6	115.147
3	3.36382e+06	18700	87425.5	111.415
3	3.50266e+06	19635	87981.6	108.495
3	3.61734e+06	20570	88544.3	103.089
3	3.76737e+06	21505	89084.8	88.3592
3	3.96107e+06	22440	89807.6	103.729
3	4.11718e+06	23375	90259	109.901
3	4.25765e+06	24310	90835.1	93.4979
3	4.44712e+06	25245	91245.1	88.6369
3	4.62895e+06	26180	91705.1	111.732
3	4.76443e+06	27115	91921.3	100.74
3	4.91938e+06	28050	92329.6	79.128
3	5.08391e+06	28985	92696.6	103.236
3	5.23774e+06	29920	92884.5	82.7025
3	5.4043e+06	30855	93218.3	86.5165
3	5.5742e+06	31790	93516.1	74.1726
3.25	247011	1870	2717.08	21.6177
3.25	405118	2805	2712.25	19.4715
3.25	536671	3740	2742.38	33.1596
3.25	749399	4675	3104.83	76.4072
3.25	948796	5610	18184.5	1008.54
3.25	1.17861e+06	6545	47628.1	300.475
3.25	1.33266e+06	7480	58185.5	198.401
3.25	1.55843e+06	8415	68653	256.222
3.25	1.67973e+06	9350	72473.2	202.719
3.25	1.79206e+06	10285	75499.1	168.779
3.25	2.00065e+06	11220	79462.2	154.732
3.25	2.21956e+06	12155	83011.6	162.839
3.25	2.43445e+06	13090	85286.2	134.49
3.25	2.63944e+06	14025	87081	110.557
3.25	2.83432e+06	14960	88492.6	100.662
3.25	2.95706e+06	15895	89371.2	82.7327
3.25	3.10388e+06	16830	90080.8	105.57
3.25	3.23828e+06	17765	90777.9	83.4762
3.25	3.36382e+06	18700	91335.3	94.8631
3.25	3.50266e+06	19635	91907	114.467
3.25	3.61734e+06	20570	92386	83.8602
3.25	3.76737e+06	21505	92926.8	95.1237
3.25	3.96107e+06	22440	93520.4	102.656
3.25	4.11718e+06	23375	93903	69.8886
3.25	4.25765e+06	24310	94335.1	92.9647
3.25	4.44712e+06	25245	94555.5	76.7307
3.25	4.62895e+06	26180	95112.3	98.4872
3.25	4.76443e+06	27115	95354.2	79.6402
3.25	4.91938e+06	28050	95611.5	90.4091
3.25	5.08391e+06	28985	95911.7	76.0084
3.25	5.23774e+06	29920	96132	72.5331
3.25	5.4043e+06	30855	96396.2	83.7273
3.25	5.5742e+06	31790	96678.1	74.2143
3.5	247011	1870	2783.38	27.3922
3.5	405118	2805	2761.04	35.6822
3.5	536671	3740	2819.25	21.6895
3.5	749399	4675	3346.79	164.189
3.5	948796	5610	30702.1	679.767
3.5	1.17861e+06	6545	56336.6	314.854
3.5	1.33266e+06	7480	65900.3	232.037
3.5	1.55843e+06	8415	74804.3	149.86
3.5	1.67973e+06	9350	77998.3	170.845
3.5	1.79206e+06	10285	80762.7	137.675
3.5	2.00065e+06	11220	84177.1	124.337
3.5	2.21956e+06	12155	87033.9	105.601
3.5	2.43445e+06	13090	89203.4	109.5
3.5	2.63944e+06	14025	90838.1	127.621
3.5	2.83432e+06	14960	92102.3	90.6015
3.5	2.95706e+06	15895	92809.4	67.1626
3.5	3.10388e+06	16830	93532.3	108.222
3.5	3.23828e+06	17765	94163.8	68.7434
3.5	3.36382e+06	18700	94566.2	90.802
3.5	3.50266e+06	19635	95060.3	95.661
3.5	3.61734e+06	20570	95409.2	90.745
3.5	3.76737e+06	21505	95865	76.9212
3.5	3.96107e+06	22440	96398.2	83.1373
3.5	4.11718e+06	23375	96794.4	57.2194
3.5	4.25765e+06	24310	97136.1	68.573
3.5	4.44712e+06	25245	97535.3	51.1125
3.5	4.62895e+06	26180	97818.3	81.5337
3.5	4.76443e+06	27115	98084.1	78.0266
3.5	4.91938e+06	28050	98350.3	61.1553
3.5	5.08391e+06	28985	98530.7	63.0753
3.5	5.23774e+06	29920	98796.1	82.1244
3.5	5.4043e+06	30855	99004.2	68.3545
3.5	5.5742e+06	31790	99236.2	62.9511
3.75	247011	1870	2827.08	27.1408
3.75	405118	2805	2838.88	25.6874
3.75	536671	3740	2891.67	28.2344
3.75	749399	4675	4374.42	490.468
3.75	948796	5610	41248.2	411.038
3.75	1.17861e+06	6545	63314.7	225.22
3.75	1.33266e+06	7480	71782.9	229.623
3.75	1.55843e+06	8415	79791	174.166
3.75	1.67973e+06	9350	82840.8	140.748
3.75	1.79206e+06	10285	84978.9	120.776
3.75	2.00065e+06	11220	88252.1	139.906
