beta	population	links	attackRate	error
3	269782	4484	37031.3	2350.16
3	734960	8969	19155.2	1842.56
3	953161	13454	11356	1054.79
3	1.23304e+06	17939	16159.8	1264.09
3	1.53375e+06	22424	27196.7	1016.05
3	1.90756e+06	26909	39304.5	1260.35
3	2.31598e+06	31394	51871.2	1199.28
3	2.73012e+06	35879	64523.2	1242.8
3	3.05648e+06	40363	73815.8	1650.1
3	3.40537e+06	44848	80690.1	1815.48
3	3.83326e+06	49333	86582.2	1845.25
3	4.32166e+06	53818	92806.4	2341.21
3	4.7289e+06	58303	99998.6	1239.24
3	5.18172e+06	62788	103682	1576.27
3	5.69102e+06	67273	109554	1418.77
3	6.18477e+06	71758	111608	1269.7
3	6.6684e+06	76242	113900	1878.96
3	7.10803e+06	80727	116749	1764.23
3	7.59064e+06	85212	120141	1257.94
3	8.01661e+06	89697	121551	1865.64
3	8.55237e+06	94182	123144	1515.59
3	8.94087e+06	98667	124588	1573.21
3	9.40015e+06	103152	127554	1305.12
3	9.86221e+06	107637	128848	1264.49
3	1.02122e+07	112121	130408	1007.7
3	1.05595e+07	116606	130245	1877.12
3	1.09688e+07	121091	131285	1494.94
3	1.12466e+07	125576	133552	1266.03
3	1.15443e+07	130061	133383	1255.94
3	1.18168e+07	134546	133845	1406.17
3	1.20824e+07	139031	134583	1104.15
3	1.22442e+07	143516	134682	1342.91
3	1.23495e+07	148001	135093	1237.98
3.25	269782	4484	62810.9	3757.47
3.25	734960	8969	37392.3	2170.14
3.25	953161	13454	23257.5	2154.01
3.25	1.23304e+06	17939	22298	1471.2
3.25	1.53375e+06	22424	36334	1407.53
3.25	1.90756e+06	26909	50938.9	1093.45
3.25	2.31598e+06	31394	68606.1	1650.88
3.25	2.73012e+06	35879	82638.9	1866.58
3.25	3.05648e+06	40363	90373.2	1395.65
3.25	3.40537e+06	44848	97705.6	2208.09
3.25	3.83326e+06	49333	104742	1537.06
3.25	4.32166e+06	53818	111843	1826.33
3.25	4.7289e+06	58303	118478	1412.62
3.25	5.18172e+06	62788	123694	870.242
3.25	5.69102e+06	67273	127531	1203.86
3.25	6.18477e+06	71758	132560	922.87
3.25	6.6684e+06	76242	135169	1576.77
3.25	7.10803e+06	80727	139375	977.888
3.25	7.59064e+06	85212	141953	1740.98
3.25	8.01661e+06	89697	143381	1214.35
3.25	8.55237e+06	94182	147189	1511.99
3.25	8.94087e+06	98667	149109	1310.97
3.25	9.40015e+06	103152	151516	1286.04
3.25	9.86221e+06	107637	153142	1430.46
3.25	1.02122e+07	112121	154981	1352.91
3.25	1.05595e+07	116606	154976	1059.68
3.25	1.09688e+07	121091	156973	1495
3.25	1.12466e+07	125576	157887	994.881
3.25	1.15443e+07	130061	157895	1488.7
3.25	1.18168e+07	134546	159847	1046.04
3.25	1.20824e+07	139031	161148	1347.27
3.25	1.22442e+07	143516	161374	1063.44
3.25	1.23495e+07	148001	161324	1453.16
3.5	269782	4484	87421	2937.14
3.5	734960	8969	56942.8	2125.5
3.5	953161	13454	43469.8	3651.52
3.5	1.23304e+06	17939	37363.8	2150.23
3.5	1.53375e+06	22424	46399.8	1754.41
3.5	1.90756e+06	26909	65822.2	1592.79
3.5	2.31598e+06	31394	86068.8	1762.97
3.5	2.73012e+06	35879	99160.5	1641.8
3.5	3.05648e+06	40363	108527	887.69
3.5	3.40537e+06	44848	116457	1024.66
3.5	3.83326e+06	49333	124422	1340.05
3.5	4.32166e+06	53818	133265	1232.42
3.5	4.7289e+06	58303	138829	1208.16
3.5	5.18172e+06	62788	144900	1523.42
3.5	5.69102e+06	67273	150116	1436.5
3.5	6.18477e+06	71758	155600	929.102
3.5	6.6684e+06	76242	159671	1459.33
3.5	7.10803e+06	80727	164593	992.144
3.5	7.59064e+06	85212	168784	1189.5
3.5	8.01661e+06	89697	169581	1143.59
3.5	8.55237e+06	94182	173482	1162.27
3.5	8.94087e+06	98667	174869	1414.71
3.5	9.40015e+06	103152	178394	1170.27
3.5	9.86221e+06	107637	179102	1415.88
3.5	1.02122e+07	112121	180677	1360.77
3.5	1.05595e+07	116606	181787	1556.69
3.5	1.09688e+07	121091	183130	1104.06
3.5	1.12466e+07	125576	184134	851.935
3.5	1.15443e+07	130061	185088	1000.68
3.5	1.18168e+07	134546	186389	643.717
3.5	1.20824e+07	139031	187140	823.728
3.5	1.22442e+07	143516	186803	1064.58
3.5	1.23495e+07	148001	187296	748.632
3.75	269782	4484	115944	1757.32
3.75	734960	8969	80562.4	2262.28
3.75	953161	13454	73281.8	3100.22
3.75	1.23304e+06	17939	59393.5	2425.16
3.75	1.53375e+06	22424	67051.4	1586.64
3.75	1.90756e+06	26909	85759.8	2627.84
3.75	2.31598e+06	31394	106010	1963.02
3.75	2.73012e+06	35879	120041	1868.24
3.75	3.05648e+06	40363	128287	1378.41
3.75	3.40537e+06	44848	136081	1383.13
3.75	3.83326e+06	49333	146413	1222.66
3.75	4.32166e+06	53818	154221	1443.78
3.75	4.7289e+06	58303	161521	886.43
3.75	5.18172e+06	62788	169397	1121.31
3.75	5.69102e+06	67273	175332	1269.95
3.75	6.18477e+06	71758	180346	1162.09
