beta	population	links	attackRate	error
3	217160	1388	2680.75	25.0856
3	235252	1736	2685.92	25.3661
3	296205	2083	2660.42	18.4159
3	372825	2430	2660.83	29.093
3	404271	2777	2653.79	28.4109
3	475923	3125	2709.42	27.1562
3	497195	3472	2694.42	21.5215
3	544253	3819	2694.12	29.4304
3	652520	4166	2718.54	30.7167
3	706406	4513	2743.71	31.9781
3	797704	4861	2761.12	40.0075
3	850743	5208	2817.75	59.6829
3	939763	5555	2939.42	80.9811
3	1.03367e+06	5902	3191.33	185.345
3	1.12899e+06	6250	5154.83	671.65
3	1.18768e+06	6597	10870.1	1576.51
3	1.24305e+06	6944	18029.7	1674.37
3	1.29918e+06	7291	26003.6	836.733
3	1.35029e+06	7638	31484.2	728.811
3	1.44514e+06	7986	39807.3	532.247
3	1.54647e+06	8333	46811.5	430.712
3	1.59436e+06	8680	49378.3	409.976
3	1.64182e+06	9027	52109.8	374.213
3	1.6817e+06	9375	53914.9	285.413
3	1.72424e+06	9722	55922.6	317.144
3	1.76236e+06	10069	57566	284.924
3	1.83207e+06	10416	60416.1	240.313
3	1.89527e+06	10763	62497.3	292.03
3	1.98492e+06	11111	64904.2	230.662
3	2.07355e+06	11458	67405.8	249.91
3	2.13683e+06	11805	68944.8	245.378
3	2.21917e+06	12152	70996.5	224.711
3	2.32754e+06	12500	72830.7	182.553
