beta	population	links	attackRate	error
1	247011	1870	2344.12	19.2092
1	405118	2805	2354.25	20.6439
1	536671	3740	2352.12	18.191
1	749399	4675	2367.38	16.7058
1	948796	5610	2367.42	21.4545
1	1.17861e+06	6545	2363.08	16.2351
1	1.33266e+06	7480	2389.12	17.1565
1	1.55843e+06	8415	2380.88	18.8083
1	1.67973e+06	9350	2381.08	17.8151
1	1.79206e+06	10285	2379	24.2212
1	2.00065e+06	11220	2383.17	20.7607
1	2.21956e+06	12155	2393.79	22.3674
1	2.43445e+06	13090	2405.08	18.9221
1	2.63944e+06	14025	2376.54	21.4152
1	2.83432e+06	14960	2414.12	29.0011
1	2.95706e+06	15895	2423.96	21.0737
1	3.10388e+06	16830	2409.67	24.6435
1	3.23828e+06	17765	2407.92	23.4293
1	3.36382e+06	18700	2397.96	24.0387
1	3.50266e+06	19635	2414.83	26.7505
1	3.61734e+06	20570	2405.08	20.3217
1	3.76737e+06	21505	2445.17	20.3065
1	3.96107e+06	22440	2425	23.6006
1	4.11718e+06	23375	2416.25	30.4558
1	4.25765e+06	24310	2440	23.5942
1	4.44712e+06	25245	2433.04	22.6175
1	4.62895e+06	26180	2435.12	29.0395
1	4.76443e+06	27115	2484.75	37.1643
1	4.91938e+06	28050	2428.29	26.1338
1	5.08391e+06	28985	2467.17	29.2128
1	5.23774e+06	29920	2467.08	32.2833
1	5.4043e+06	30855	2468.71	32.007
1	5.5742e+06	31790	2446.96	36.2294
1.25	247011	1870	2386.58	19.8851
1.25	405118	2805	2414	22.7291
1.25	536671	3740	2389.79	19.5509
1.25	749399	4675	2398.62	18.8251
1.25	948796	5610	2415.92	22.2516
1.25	1.17861e+06	6545	2410.17	15.3148
1.25	1.33266e+06	7480	2415	18.4782
1.25	1.55843e+06	8415	2423.08	22.1758
1.25	1.67973e+06	9350	2434.79	23.4245
1.25	1.79206e+06	10285	2438.58	24.1579
1.25	2.00065e+06	11220	2435.08	25.2787
1.25	2.21956e+06	12155	2473.58	27.0638
1.25	2.43445e+06	13090	2460.46	21.0653
1.25	2.63944e+06	14025	2478.62	16.4679
1.25	2.83432e+06	14960	2498.04	37.6623
1.25	2.95706e+06	15895	2491.71	33.8769
1.25	3.10388e+06	16830	2500.62	30.7294
1.25	3.23828e+06	17765	2503.67	29.8442
1.25	3.36382e+06	18700	2497.12	34.781
1.25	3.50266e+06	19635	2516.33	37.9962
1.25	3.61734e+06	20570	2559.5	40.4331
1.25	3.76737e+06	21505	2569.79	44.3996
1.25	3.96107e+06	22440	2553.58	50.2825
1.25	4.11718e+06	23375	2605.88	82.0775
1.25	4.25765e+06	24310	2612.38	88.3487
1.25	4.44712e+06	25245	2679.29	96.0155
1.25	4.62895e+06	26180	2644.08	70.4119
1.25	4.76443e+06	27115	2643.08	74.5199
1.25	4.91938e+06	28050	2698.88	58.2858
1.25	5.08391e+06	28985	2781	110.995
1.25	5.23774e+06	29920	2801.21	85.671
1.25	5.4043e+06	30855	2779.25	123.571
1.25	5.5742e+06	31790	2798.71	127.719
1.5	247011	1870	2423.38	25.6246
1.5	405118	2805	2418.71	19.1068
1.5	536671	3740	2432.42	21.7015
1.5	749399	4675	2463.92	19.5666
1.5	948796	5610	2456.83	18.9757
1.5	1.17861e+06	6545	2462.67	19.9731
1.5	1.33266e+06	7480	2468.46	26.2214
1.5	1.55843e+06	8415	2486.71	20.9708
1.5	1.67973e+06	9350	2483.38	31.008
1.5	1.79206e+06	10285	2517.29	29.7849
1.5	2.00065e+06	11220	2521.5	35.7293
1.5	2.21956e+06	12155	2545.96	32.8731
1.5	2.43445e+06	13090	2566.58	39.6271
1.5	2.63944e+06	14025	2600	62.3624
1.5	2.83432e+06	14960	2630.25	63.9051
1.5	2.95706e+06	15895	2655.83	49.0701
1.5	3.10388e+06	16830	2715.17	89.5322
1.5	3.23828e+06	17765	2783.25	100.795
1.5	3.36382e+06	18700	2899.54	117.393
1.5	3.50266e+06	19635	2906.71	158.982
1.5	3.61734e+06	20570	2970.75	153.84
1.5	3.76737e+06	21505	2927.08	137.059
1.5	3.96107e+06	22440	3463.08	330.148
1.5	4.11718e+06	23375	3879.12	472.544
1.5	4.25765e+06	24310	3819.21	437.779
