beta	population	links	attackRate	error
1	291757	3228	3970.92	35.1121
1	451008	4843	3925.71	41.5465
1	656177	6457	3870.04	40.571
1	894758	8072	3850.12	35.4361
1	1.07291e+06	9686	3852.21	38.7779
1	1.29444e+06	11300	3796.83	38.2083
1	1.49631e+06	12915	3839.62	27.7815
1	1.64747e+06	14529	3814.83	33.5095
1	1.84391e+06	16144	3809.33	30.9003
1	2.02205e+06	17758	3810.17	34.6001
1	2.15048e+06	19372	3764.25	25.6532
1	2.26663e+06	20987	3804.25	26.6216
1	2.42622e+06	22601	3811.46	26.4963
1	2.56786e+06	24216	3795.17	26.5335
1	2.79274e+06	25830	3785.88	43.8931
1	3.03204e+06	27445	3802.46	35.3608
1	3.24253e+06	29059	3762.62	35.9529
1	3.42364e+06	30673	3767.5	32.0972
1	3.63035e+06	32288	3776.54	39.3
1	3.85042e+06	33902	3763.29	32.7641
1	4.06753e+06	35517	3787.83	38.8404
1	4.27453e+06	37131	3799	36.4264
1	4.50491e+06	38745	3797.38	32.0327
1	4.75e+06	40360	3814.67	40.9015
1	4.98689e+06	41974	3817.21	31.5516
1	5.24721e+06	43589	3808.75	40.0609
1	5.48271e+06	45203	3841.71	37.465
1	5.72457e+06	46817	3824.5	40.1687
1	5.9825e+06	48432	3882.46	32.1501
1	6.22025e+06	50046	3819.04	36.4139
1	6.46905e+06	51661	3882.96	42.1785
1	6.75531e+06	53275	3899.04	36.4017
1	7.1025e+06	54890	3841.71	43.7943
1.25	291757	3228	4598.5	58.4144
1.25	451008	4843	4424.42	49.1102
1.25	656177	6457	4299.83	42.8601
1.25	894758	8072	4262.17	49.5279
1.25	1.07291e+06	9686	4178.17	42.4993
1.25	1.29444e+06	11300	4250.79	35.5149
1.25	1.49631e+06	12915	4164.54	38.0777
1.25	1.64747e+06	14529	4188.38	40.2571
1.25	1.84391e+06	16144	4203.46	44.6904
1.25	2.02205e+06	17758	4155.5	33.9507
1.25	2.15048e+06	19372	4174.88	54.0792
1.25	2.26663e+06	20987	4149.21	54.9168
1.25	2.42622e+06	22601	4156.5	48.884
1.25	2.56786e+06	24216	4157.67	34.7539
1.25	2.79274e+06	25830	4108	38.8908
1.25	3.03204e+06	27445	4139.38	42.9139
1.25	3.24253e+06	29059	4148.62	32.842
1.25	3.42364e+06	30673	4139.38	30.2999
1.25	3.63035e+06	32288	4184.12	48.9834
1.25	3.85042e+06	33902	4215.96	67.7371
1.25	4.06753e+06	35517	4166.75	55.3873
1.25	4.27453e+06	37131	4203.71	49.2627
1.25	4.50491e+06	38745	4210.38	43.5941
1.25	4.75e+06	40360	4189.38	46.0074
1.25	4.98689e+06	41974	4261.46	64.9663
1.25	5.24721e+06	43589	4332.29	79.8683
1.25	5.48271e+06	45203	4345.54	78.3528
1.25	5.72457e+06	46817	4385.79	93.3319
1.25	5.9825e+06	48432	4354.75	103.088
1.25	6.22025e+06	50046	4380.46	64.3629
1.25	6.46905e+06	51661	4421.92	113.025
1.25	6.75531e+06	53275	4488.08	140.094
1.25	7.1025e+06	54890	4414.58	87.1
1.5	291757	3228	6205.17	296.208
1.5	451008	4843	5243.29	91.9532
1.5	656177	6457	4983.17	61.2531
1.5	894758	8072	4855.83	67.4896
1.5	1.07291e+06	9686	4753.71	73.8147
1.5	1.29444e+06	11300	4742.79	70.8213
1.5	1.49631e+06	12915	4692.88	45.0726
1.5	1.64747e+06	14529	4709.75	74.0517
1.5	1.84391e+06	16144	4688.83	56.5989
1.5	2.02205e+06	17758	4678.83	51.5351
1.5	2.15048e+06	19372	4652.42	41.2532
1.5	2.26663e+06	20987	4558.21	45.2386
1.5	2.42622e+06	22601	4606.79	61.2369
1.5	2.56786e+06	24216	4600.83	68.9805
1.5	2.79274e+06	25830	4658.12	92.6911
1.5	3.03204e+06	27445	4662.92	73.0467
1.5	3.24253e+06	29059	4650.29	69.2259
1.5	3.42364e+06	30673	4727.04	84.4893
1.5	3.63035e+06	32288	4875.58	112.268
1.5	3.85042e+06	33902	4910.79	127.856
1.5	4.06753e+06	35517	4939.96	152.824
1.5	4.27453e+06	37131	5138.54	200.627
1.5	4.50491e+06	38745	5222.33	254.244
1.5	4.75e+06	40360	5511	347.153
1.5	4.98689e+06	41974	5493.62	363.453
1.5	5.24721e+06	43589	6253.21	555.386
1.5	5.48271e+06	45203	6367.54	588.896
1.5	5.72457e+06	46817	6983.17	736.615
1.5	5.9825e+06	48432	7356.17	805.917
1.5	6.22025e+06	50046	8425.54	779.128
1.5	6.46905e+06	51661	8778.33	716.687
1.5	6.75531e+06	53275	9228.62	922.786
1.5	7.1025e+06	54890	9847.46	963.559
1.75	291757	3228	22341.8	2356.95
1.75	451008	4843	7776.04	478.347
1.75	656177	6457	6177.62	199.672
1.75	894758	8072	5942.58	196.48
1.75	1.07291e+06	9686	5685.5	93.341
1.75	1.29444e+06	11300	5532.25	109.412
1.75	1.49631e+06	12915	5569.75	103.262
1.75	1.64747e+06	14529	5593.08	93.6667
1.75	1.84391e+06	16144	5414.88	67.4314
1.75	2.02205e+06	17758	5269.75	78.0586
1.75	2.15048e+06	19372	5233.75	67.9248
1.75	2.26663e+06	20987	5322.92	83.7232
1.75	2.42622e+06	22601	5207.58	81.1798
1.75	2.56786e+06	24216	5398.5	117.288
1.75	2.79274e+06	25830	5391.17	165.738
1.75	3.03204e+06	27445	5516.62	188.838
1.75	3.24253e+06	29059	6238.83	422.019
1.75	3.42364e+06	30673	6710.88	548.786
1.75	3.63035e+06	32288	7250.42	700.747
1.75	3.85042e+06	33902	8065.25	772.41
1.75	4.06753e+06	35517	9123.25	804.918
1.75	4.27453e+06	37131	10074.2	1312.78
1.75	4.50491e+06	38745	11874.8	1194.32
1.75	4.75e+06	40360	13469.6	1141.28
1.75	4.98689e+06	41974	14916.2	1398.75
1.75	5.24721e+06	43589	16126.3	1646.03
1.75	5.48271e+06	45203	16486.7	1993.73
1.75	5.72457e+06	46817	19702.3	876.885
1.75	5.9825e+06	48432	20796.1	1354.54
1.75	6.22025e+06	50046	20292.5	1649.92
1.75	6.46905e+06	51661	21603.8	2139.53
1.75	6.75531e+06	53275	24982.3	1237.58
1.75	7.1025e+06	54890	27536.5	1222.67
2	291757	3228	79307.9	2856.72
2	451008	4843	24555.7	1877.42
2	656177	6457	13112.3	1225.97
2	894758	8072	9821.33	821.352
2	1.07291e+06	9686	7500.04	335.713
2	1.29444e+06	11300	7486.46	295.676
2	1.49631e+06	12915	7418.83	329.979
2	1.64747e+06	14529	7266.21	297.077
2	1.84391e+06	16144	6809.79	287.453
2	2.02205e+06	17758	6206.5	145.165
2	2.15048e+06	19372	6152.21	123.973
2	2.26663e+06	20987	6294.33	156.722
2	2.42622e+06	22601	6459.42	249.154
2	2.56786e+06	24216	7098.33	496.149
2	2.79274e+06	25830	8490.54	842.702
2	3.03204e+06	27445	10231.5	898.904
2	3.24253e+06	29059	13295.5	781.214
2	3.42364e+06	30673	14858.8	1238.8
2	3.63035e+06	32288	16805.6	1452.29
2	3.85042e+06	33902	18310.9	1652.93
2	4.06753e+06	35517	23655.5	1485.94
2	4.27453e+06	37131	25797	1149.41
2	4.50491e+06	38745	29096	1247.89
2	4.75e+06	40360	31197.4	2356.02
2	4.98689e+06	41974	36784.8	2074.26
2	5.24721e+06	43589	41160.4	2438.65
2	5.48271e+06	45203	40495.1	2711.74
2	5.72457e+06	46817	47180.4	2360.81
2	5.9825e+06	48432	52757.2	2122.68
2	6.22025e+06	50046	56042.1	2376.09
2	6.46905e+06	51661	60188.9	2057.66
2	6.75531e+06	53275	63220.6	2181.77
2	7.1025e+06	54890	68723.6	1617.42
2.25	291757	3228	161683	2404.7
2.25	451008	4843	75244.6	2666.14
2.25	656177	6457	46667.8	3067.54
2.25	894758	8072	32470.7	1601.74
2.25	1.07291e+06	9686	15238.3	1549.39
2.25	1.29444e+06	11300	15830	1662.87
2.25	1.49631e+06	12915	15540.4	1287.95
2.25	1.64747e+06	14529	12621.9	685.507
2.25	1.84391e+06	16144	9849.5	610.438
2.25	2.02205e+06	17758	9146.12	521.472
2.25	2.15048e+06	19372	8754.29	573.976
2.25	2.26663e+06	20987	9514.29	791.264
2.25	2.42622e+06	22601	11868	907.751
2.25	2.56786e+06	24216	12873	1169.15
2.25	2.79274e+06	25830	17344.5	789.022
2.25	3.03204e+06	27445	21668.7	1052.57
2.25	3.24253e+06	29059	28359.6	1547.4
2.25	3.42364e+06	30673	32494.3	1717.97
2.25	3.63035e+06	32288	36322.3	2528.35
2.25	3.85042e+06	33902	45284.1	2045.6
2.25	4.06753e+06	35517	51449.7	2322.94
2.25	4.27453e+06	37131	56885.7	2416.39
2.25	4.50491e+06	38745	63668.8	1746.85
2.25	4.75e+06	40360	70289.2	2375.95
2.25	4.98689e+06	41974	75682.8	2017.62
2.25	5.24721e+06	43589	85831.8	1909.72
2.25	5.48271e+06	45203	89135.4	1999.47
2.25	5.72457e+06	46817	96441.7	1270.71
2.25	5.9825e+06	48432	100238	1701.72
2.25	6.22025e+06	50046	105334	1835.83
2.25	6.46905e+06	51661	109190	1229.03
2.25	6.75531e+06	53275	114924	1446.81
2.25	7.1025e+06	54890	119845	1052.63
2.5	291757	3228	266567	1764.16
2.5	451008	4843	169124	2466.44
2.5	656177	6457	124476	2756.02
2.5	894758	8072	84583.8	2965.37
2.5	1.07291e+06	9686	42932	2509.87
2.5	1.29444e+06	11300	39122.7	2377.11
2.5	1.49631e+06	12915	40105.3	2542.72
2.5	1.64747e+06	14529	35338	2735.54
2.5	1.84391e+06	16144	27392.1	1765.53
2.5	2.02205e+06	17758	22782	1699.18
2.5	2.15048e+06	19372	16681.5	1153.86
2.5	2.26663e+06	20987	19659.7	1351.51
2.5	2.42622e+06	22601	23753.5	835.338
2.5	2.56786e+06	24216	26606.9	1903.33
2.5	2.79274e+06	25830	34816.5	1814.69
2.5	3.03204e+06	27445	47032.6	1677.72
2.5	3.24253e+06	29059	56067.4	1456.8
2.5	3.42364e+06	30673	66846	1889.33
2.5	3.63035e+06	32288	76496	1783.13
2.5	3.85042e+06	33902	82963.2	2468.41
2.5	4.06753e+06	35517	96336	1873.65
2.5	4.27453e+06	37131	103330	1675.49
2.5	4.50491e+06	38745	110604	1150.99
2.5	4.75e+06	40360	117668	1418.7
2.5	4.98689e+06	41974	125892	1219.65
2.5	5.24721e+06	43589	133262	1337.39
2.5	5.48271e+06	45203	139825	1474.95
2.5	5.72457e+06	46817	146451	918.919
2.5	5.9825e+06	48432	153049	1084.27
2.5	6.22025e+06	50046	158705	1524.44
2.5	6.46905e+06	51661	166969	1414.46
2.5	6.75531e+06	53275	172547	1559.19
2.5	7.1025e+06	54890	180794	1221.8
2.75	291757	3228	404985	1773.19
2.75	451008	4843	300668	2058.61
2.75	656177	6457	232314	2254.37
2.75	894758	8072	174413	2733.7
2.75	1.07291e+06	9686	105059	2223.18
2.75	1.29444e+06	11300	91334	3678.68
2.75	1.49631e+06	12915	94847	3049.85
2.75	1.64747e+06	14529	89592.9	2390.87
2.75	1.84391e+06	16144	66926.9	2846.38
2.75	2.02205e+06	17758	53132.8	2110.99
2.75	2.15048e+06	19372	39414.2	2440.54
2.75	2.26663e+06	20987	39379.6	1560.62
2.75	2.42622e+06	22601	46055	2412.28
2.75	2.56786e+06	24216	55599	2296.62
2.75	2.79274e+06	25830	68726.7	2587.9
2.75	3.03204e+06	27445	82553.1	2254.53
2.75	3.24253e+06	29059	97106.1	1579.3
2.75	3.42364e+06	30673	107279	1654
2.75	3.63035e+06	32288	120722	781.948
2.75	3.85042e+06	33902	131864	1034.35
2.75	4.06753e+06	35517	143596	1371.61
2.75	4.27453e+06	37131	152554	1483.43
2.75	4.50491e+06	38745	162822	1311.03
2.75	4.75e+06	40360	173668	1480.37
2.75	4.98689e+06	41974	182599	1116.29
2.75	5.24721e+06	43589	193950	1350.72
2.75	5.48271e+06	45203	202600	1185.33
2.75	5.72457e+06	46817	209164	1657.21
2.75	5.9825e+06	48432	219420	1423.64
2.75	6.22025e+06	50046	225957	1392.13
2.75	6.46905e+06	51661	234681	1377.27
2.75	6.75531e+06	53275	241550	1106.33
2.75	7.1025e+06	54890	252512	1018.53
3	291757	3228	586331	2130.38
3	451008	4843	466234	2664.7
3	656177	6457	386770	2406.57
3	894758	8072	316082	2909.09
3	1.07291e+06	9686	216693	3757.86
3	1.29444e+06	11300	198195	3398.11
3	1.49631e+06	12915	191291	3190.47
3	1.64747e+06	14529	183105	2642.92
3	1.84391e+06	16144	136187	3610.63
3	2.02205e+06	17758	117723	3525.37
3	2.15048e+06	19372	91327.8	3259.2
3	2.26663e+06	20987	90668.7	3026.81
3	2.42622e+06	22601	96834	2420.37
3	2.56786e+06	24216	106384	2418.75
3	2.79274e+06	25830	118217	1938.39
3	3.03204e+06	27445	130086	1358.49
3	3.24253e+06	29059	144223	1220.9
3	3.42364e+06	30673	156422	1566.2
3	3.63035e+06	32288	173101	1499.77
3	3.85042e+06	33902	187452	1725.23
3	4.06753e+06	35517	202133	1214.08
3	4.27453e+06	37131	214863	1486.46
3	4.50491e+06	38745	229300	1683.51
3	4.75e+06	40360	241281	1453.32
3	4.98689e+06	41974	250930	1314.28
3	5.24721e+06	43589	262494	1255.86
3	5.48271e+06	45203	274340	1439.9
3	5.72457e+06	46817	284198	1311.08
3	5.9825e+06	48432	294930	1065.92
3	6.22025e+06	50046	304285	1517.53
3	6.46905e+06	51661	314132	1476.15
3	6.75531e+06	53275	322765	1530.76
3	7.1025e+06	54890	335887	1121.59
3.25	291757	3228	804939	2158.01
3.25	451008	4843	678723	2517.13
3.25	656177	6457	590447	2366.24
3.25	894758	8072	497826	3168.66
3.25	1.07291e+06	9686	385707	3710.74
3.25	1.29444e+06	11300	358635	2825.77
3.25	1.49631e+06	12915	347997	2153.16
3.25	1.64747e+06	14529	337242	2775.41
3.25	1.84391e+06	16144	270551	4359.48
3.25	2.02205e+06	17758	250929	3526.53
3.25	2.15048e+06	19372	196193	3861.37
3.25	2.26663e+06	20987	192801	4181.43
3.25	2.42622e+06	22601	191791	3143.56
3.25	2.56786e+06	24216	194888	2921.69
3.25	2.79274e+06	25830	193800	2215.17
3.25	3.03204e+06	27445	193320	2307.84
3.25	3.24253e+06	29059	209388	1528.83
3.25	3.42364e+06	30673	225379	1922.27
3.25	3.63035e+06	32288	244912	1664.99
3.25	3.85042e+06	33902	263961	1737.57
3.25	4.06753e+06	35517	280407	1705
3.25	4.27453e+06	37131	297265	1436.73
3.25	4.50491e+06	38745	312502	2075.69
3.25	4.75e+06	40360	320588	1694.21
3.25	4.98689e+06	41974	330440	1467.17
3.25	5.24721e+06	43589	346919	1326.43
3.25	5.48271e+06	45203	361407	1555.85
3.25	5.72457e+06	46817	373733	1644.16
3.25	5.9825e+06	48432	385913	1858.25
3.25	6.22025e+06	50046	396598	1753.95
3.25	6.46905e+06	51661	409336	1666.95
3.25	6.75531e+06	53275	424690	1514.69
3.25	7.1025e+06	54890	438949	1204.8
3.5	291757	3228	1.06156e+06	1852.53
3.5	451008	4843	927815	2396.46
3.5	656177	6457	829968	2738.98
3.5	894758	8072	728189	1777.78
3.5	1.07291e+06	9686	602095	3372.34
3.5	1.29444e+06	11300	569338	2988.43
3.5	1.49631e+06	12915	554571	3380.42
3.5	1.64747e+06	14529	548039	2900
3.5	1.84391e+06	16144	463907	3532.52
3.5	2.02205e+06	17758	445442	2472.23
3.5	2.15048e+06	19372	371104	4531.15
3.5	2.26663e+06	20987	357075	2941.74
3.5	2.42622e+06	22601	341277	4584
3.5	2.56786e+06	24216	324122	2838.75
3.5	2.79274e+06	25830	321023	3496.98
3.5	3.03204e+06	27445	287003	2345.63
3.5	3.24253e+06	29059	300071	2315.18
3.5	3.42364e+06	30673	322552	1560.5
3.5	3.63035e+06	32288	341390	1799.14
3.5	3.85042e+06	33902	364582	1751.2
3.5	4.06753e+06	35517	382723	1948.46
3.5	4.27453e+06	37131	401495	1983.43
3.5	4.50491e+06	38745	418100	1352.09
3.5	4.75e+06	40360	422146	2315.25
3.5	4.98689e+06	41974	432991	1536.02
3.5	5.24721e+06	43589	451588	1618.77
3.5	5.48271e+06	45203	467945	1723.27
3.5	5.72457e+06	46817	484257	1787.12
3.5	5.9825e+06	48432	499966	1573.37
3.5	6.22025e+06	50046	514388	2111.05
3.5	6.46905e+06	51661	528114	1541.58
3.5	6.75531e+06	53275	548132	1936.61
3.5	7.1025e+06	54890	564147	1931.45
3.75	291757	3228	1.34744e+06	2622.36
3.75	451008	4843	1.21074e+06	2863.42
3.75	656177	6457	1.10293e+06	2275.34
3.75	894758	8072	992205	2733.08
3.75	1.07291e+06	9686	862796	3025.18
3.75	1.29444e+06	11300	821638	3292.55
3.75	1.49631e+06	12915	810115	2548.74
3.75	1.64747e+06	14529	796456	2906.73
3.75	1.84391e+06	16144	700597	2867.31
3.75	2.02205e+06	17758	679288	3285.73
3.75	2.15048e+06	19372	588378	2553.77
3.75	2.26663e+06	20987	568177	3424.4
3.75	2.42622e+06	22601	540159	3697.38
3.75	2.56786e+06	24216	510537	2637.68
3.75	2.79274e+06	25830	486553	3307.3
3.75	3.03204e+06	27445	418250	3214.32
3.75	3.24253e+06	29059	426213	2389.67
3.75	3.42364e+06	30673	446820	1730.39
3.75	3.63035e+06	32288	466907	1923.61
3.75	3.85042e+06	33902	492341	2245.24
3.75	4.06753e+06	35517	515804	2137.68
3.75	4.27453e+06	37131	535476	2158.85
3.75	4.50491e+06	38745	553548	2307.48
3.75	4.75e+06	40360	557813	2207.44
3.75	4.98689e+06	41974	564604	1747.38
3.75	5.24721e+06	43589	583230	1585.23
3.75	5.48271e+06	45203	604298	2380.37
3.75	5.72457e+06	46817	619477	2111.64
3.75	5.9825e+06	48432	635987	1510.74
3.75	6.22025e+06	50046	653524	1497.5
3.75	6.46905e+06	51661	671896	1865.88
3.75	6.75531e+06	53275	693163	1878.17
3.75	7.1025e+06	54890	714169	1567.62
4	291757	3228	1.657e+06	1763.48
4	451008	4843	1.52035e+06	2604.2
4	656177	6457	1.40706e+06	2856.28
4	894758	8072	1.2856e+06	2837.29
4	1.07291e+06	9686	1.15527e+06	2902.14
4	1.29444e+06	11300	1.10794e+06	2408.14
4	1.49631e+06	12915	1.09327e+06	1757.65
4	1.64747e+06	14529	1.07509e+06	2980.18
4	1.84391e+06	16144	971015	3410.68
4	2.02205e+06	17758	944645	2828.54
4	2.15048e+06	19372	849509	3207.23
4	2.26663e+06	20987	823434	2262.94
4	2.42622e+06	22601	786538	3714.84
4	2.56786e+06	24216	741417	2417.29
4	2.79274e+06	25830	696432	3086.06
4	3.03204e+06	27445	604243	3223.9
4	3.24253e+06	29059	596632	2947.08
4	3.42364e+06	30673	612106	2620.31
4	3.63035e+06	32288	639464	2399.85
4	3.85042e+06	33902	666490	2827.95
4	4.06753e+06	35517	678542	1624
4	4.27453e+06	37131	698720	2923.71
4	4.50491e+06	38745	719339	1966.37
4	4.75e+06	40360	726798	2639.37
4	4.98689e+06	41974	726535	2380.91
4	5.24721e+06	43589	746333	2012.75
4	5.48271e+06	45203	767243	2277.36
4	5.72457e+06	46817	783454	1728.83
4	5.9825e+06	48432	797150	1743.99
4	6.22025e+06	50046	817384	2032.73
4	6.46905e+06	51661	839531	2207.56
4	6.75531e+06	53275	862918	1815.96
4	7.1025e+06	54890	884380	2757.57
