beta	population	links	attackRate	error
1	247011	1870	2346.5	22.8929
1	405118	2805	2363.96	16.8116
1	536671	3740	2360.58	21.689
1	749399	4675	2367.46	18.7191
1	948796	5610	2384.96	16.989
1	1.17861e+06	6545	2387.04	22.4761
1	1.33266e+06	7480	2380.83	20.5745
1	1.55843e+06	8415	2386.38	22.1176
1	1.67973e+06	9350	2405.29	17.8016
1	1.79206e+06	10285	2399.54	23.3412
1	2.00065e+06	11220	2402.33	27.9645
1	2.21956e+06	12155	2391.46	20.1839
1	2.43445e+06	13090	2428.5	17.7062
1	2.63944e+06	14025	2430.67	28.1176
1	2.83432e+06	14960	2408.62	20.7795
1	2.95706e+06	15895	2442.71	26.3291
1	3.10388e+06	16830	2434.12	20.9352
1	3.23828e+06	17765	2434.33	19.7432
1	3.36382e+06	18700	2446.67	38.2758
1	3.50266e+06	19635	2452.08	22.6041
1	3.61734e+06	20570	2448.71	26.9957
1	3.76737e+06	21505	2442.58	24.4599
1	3.96107e+06	22440	2450.08	37.1243
1	4.11718e+06	23375	2476.46	38.7994
1	4.25765e+06	24310	2511.58	27.391
1	4.44712e+06	25245	2462.04	40.958
1	4.62895e+06	26180	2486	42.7709
1	4.76443e+06	27115	2492.25	40.5574
1	4.91938e+06	28050	2489.67	41.0167
1	5.08391e+06	28985	2532.88	38.6168
1	5.23774e+06	29920	2510.33	33.7592
1	5.4043e+06	30855	2518.29	42.908
1	5.5742e+06	31790	2518.58	42.9184
1.25	247011	1870	2384	22.316
1.25	405118	2805	2406.12	22.2417
1.25	536671	3740	2385.21	20.1439
1.25	749399	4675	2400.08	21.3318
1.25	948796	5610	2403	29.3142
1.25	1.17861e+06	6545	2426.12	25.4511
1.25	1.33266e+06	7480	2448.58	27.4955
1.25	1.55843e+06	8415	2447.79	18.1464
1.25	1.67973e+06	9350	2485.29	35.5446
1.25	1.79206e+06	10285	2458.83	32.291
1.25	2.00065e+06	11220	2488.12	42.7261
1.25	2.21956e+06	12155	2532.17	28.3093
1.25	2.43445e+06	13090	2533.33	39.3928
1.25	2.63944e+06	14025	2538.96	47.2155
1.25	2.83432e+06	14960	2656.92	63.9072
1.25	2.95706e+06	15895	2593.54	51.1212
1.25	3.10388e+06	16830	2616.88	78.7388
1.25	3.23828e+06	17765	2617	42.6595
1.25	3.36382e+06	18700	2771.58	104.178
1.25	3.50266e+06	19635	2668.79	58.9779
1.25	3.61734e+06	20570	2757.17	108.759
1.25	3.76737e+06	21505	2864.75	120.106
1.25	3.96107e+06	22440	2849.92	141.135
1.25	4.11718e+06	23375	2913.25	163.232
1.25	4.25765e+06	24310	3021.67	168.119
1.25	4.44712e+06	25245	3135.83	268.082
1.25	4.62895e+06	26180	3580.92	403.333
1.25	4.76443e+06	27115	3666.33	383.391
1.25	4.91938e+06	28050	3502.54	439.37
1.25	5.08391e+06	28985	4120.83	497.044
1.25	5.23774e+06	29920	3918.58	342.213
1.25	5.4043e+06	30855	3924.67	467.749
1.25	5.5742e+06	31790	4467.08	548.189
1.5	247011	1870	2426.83	26.0656
1.5	405118	2805	2432.75	26.0911
1.5	536671	3740	2436.12	24.6956
1.5	749399	4675	2459.12	26.5722
1.5	948796	5610	2448.54	21.733
1.5	1.17861e+06	6545	2467.33	31.6698
1.5	1.33266e+06	7480	2526.5	25.8097
1.5	1.55843e+06	8415	2528.42	35.7057
1.5	1.67973e+06	9350	2579.33	57.4407
1.5	1.79206e+06	10285	2649.33	57.1971
1.5	2.00065e+06	11220	2698.75	65.4082
1.5	2.21956e+06	12155	2857.21	115.106
1.5	2.43445e+06	13090	3077.92	232.836
1.5	2.63944e+06	14025	3472.71	326.45
1.5	2.83432e+06	14960	4162	528.932
1.5	2.95706e+06	15895	5403.92	720.819
1.5	3.10388e+06	16830	6548.38	1202.37
1.5	3.23828e+06	17765	8434.67	1234.21
1.5	3.36382e+06	18700	9932	1580.53
1.5	3.50266e+06	19635	11634.4	1831.01
1.5	3.61734e+06	20570	15252.3	1284.22
1.5	3.76737e+06	21505	16738.2	1338.9
1.5	3.96107e+06	22440	19980.8	1847.26
1.5	4.11718e+06	23375	22263.8	1969.63
1.5	4.25765e+06	24310	23958.8	957.604
1.5	4.44712e+06	25245	25683.3	1124.45
1.5	4.62895e+06	26180	29073.2	488.529
1.5	4.76443e+06	27115	29309.8	581.623
1.5	4.91938e+06	28050	30762.5	551.94
1.5	5.08391e+06	28985	30383.8	2423.28
1.5	5.23774e+06	29920	32310.1	452.212
1.5	5.4043e+06	30855	33747.5	445.488
1.5	5.5742e+06	31790	33551	2684.98
1.75	247011	1870	2452.08	26.1808
1.75	405118	2805	2481.5	23.2048
1.75	536671	3740	2466.54	20.2689
1.75	749399	4675	2518.04	27.7124
1.75	948796	5610	2531.54	23.7684
1.75	1.17861e+06	6545	2573.75	39.2749
1.75	1.33266e+06	7480	2646.71	47.1397
1.75	1.55843e+06	8415	2810.25	98.0248
1.75	1.67973e+06	9350	2899.79	129.169
1.75	1.79206e+06	10285	3336.83	184.544
1.75	2.00065e+06	11220	5090.92	778.972
1.75	2.21956e+06	12155	9917.33	1053.72
1.75	2.43445e+06	13090	16367.6	2100.48
1.75	2.63944e+06	14025	24873.7	961.563
1.75	2.83432e+06	14960	29259.2	536.043
1.75	2.95706e+06	15895	32412	558.867
