beta	population	links	attackRate	error
4	795175	8705	41422.6	2740.25
4	996658	13058	29108.2	2397.19
4	1.27976e+06	17411	26418.8	1286.2
4	1.68746e+06	21764	42849.9	1255.96
4	2.07166e+06	26117	56473.3	2351.09
4	2.56782e+06	30470	76161.6	1786.84
4	2.92594e+06	34823	86497.9	1887.09
4	3.2981e+06	39176	97391.2	1389.95
4	3.72823e+06	43529	104812	1684.93
4	4.1341e+06	47882	110894	1608.3
4	4.63218e+06	52235	118939	1332.32
4	5.13419e+06	56588	125355	970.873
4	5.54648e+06	60941	128118	1287.07
4	5.92907e+06	65294	131978	1574
4	6.40124e+06	69647	136014	1142.17
4	6.82613e+06	74000	140461	1125.23
4	7.31168e+06	78353	143586	1327.02
4	7.68368e+06	82706	145026	928.631
4	8.01449e+06	87059	147504	1042.12
4	8.44654e+06	91412	148863	1398.73
4	8.88005e+06	95765	151080	1090.73
4	9.26263e+06	100118	153576	1053.02
4	9.67e+06	104471	156699	1130.81
4	1.00386e+07	108824	157181	1409.4
4	1.03515e+07	113177	158243	997.173
4	1.06369e+07	117530	160017	1075.66
4	1.10228e+07	121883	160142	1268.61
4	1.12703e+07	126236	160926	1375.45
4	1.15274e+07	130589	161338	1458.21
4	1.1794e+07	134942	162088	1403.27
4	1.20395e+07	139295	163452	1212.34
4	1.22406e+07	143648	163713	1244.63
4	1.23495e+07	148001	165699	1105.15
