beta	population	links	attackRate	error
1	269782	4484	5327.08	25.8781
1	734960	8969	5279.25	29.8334
1	953161	13454	5318.5	26.2774
1	1.23304e+06	17939	5323.17	29.9777
1	1.53375e+06	22424	5300.83	26.6742
1	1.90756e+06	26909	5303.5	29.2987
1	2.31598e+06	31394	5319.29	34.6762
1	2.73012e+06	35879	5324.42	39.5059
1	3.05648e+06	40363	5374.79	29.5457
1	3.40537e+06	44848	5358	25.7652
1	3.83326e+06	49333	5320.88	32.1729
1	4.32166e+06	53818	5384.62	36.0735
1	4.7289e+06	58303	5371.92	39.4241
1	5.18172e+06	62788	5367.79	41.8502
1	5.69102e+06	67273	5346.42	39.714
1	6.18477e+06	71758	5336.33	34.7094
1	6.6684e+06	76242	5348.12	41.9326
1	7.10803e+06	80727	5382.75	41.4384
1	7.59064e+06	85212	5368.92	44.3612
1	8.01661e+06	89697	5391.04	32.7169
1	8.55237e+06	94182	5379.67	61.8176
1	8.94087e+06	98667	5420.5	47.8101
1	9.40015e+06	103152	5426.21	40.9963
1	9.86221e+06	107637	5376.75	37.4296
1	1.02122e+07	112121	5423.38	46.355
1	1.05595e+07	116606	5471.46	88.9681
1	1.09688e+07	121091	5401.17	64.2396
1	1.12466e+07	125576	5513.79	70.0229
1	1.15443e+07	130061	5456.21	62.2369
1	1.18168e+07	134546	5474.54	91.3951
1	1.20824e+07	139031	5391.04	46.6473
1	1.22442e+07	143516	5467.17	66.1447
1	1.23495e+07	148001	5457.17	72.3396
1.25	269782	4484	5420.75	33.6131
1.25	734960	8969	5426.21	33.3392
1.25	953161	13454	5413.42	33.7267
1.25	1.23304e+06	17939	5407.79	28.8487
1.25	1.53375e+06	22424	5425.33	32.6688
1.25	1.90756e+06	26909	5453.25	36.0983
1.25	2.31598e+06	31394	5469.83	29.9873
1.25	2.73012e+06	35879	5484.71	36.3552
1.25	3.05648e+06	40363	5450.96	53.8846
1.25	3.40537e+06	44848	5534.5	54.7191
1.25	3.83326e+06	49333	5561	49.4957
1.25	4.32166e+06	53818	5658.21	122.433
