beta	population	links	attackRate	error
2	212593	1332	2474.17	23.1513
2	234060	1666	2497.96	23.5228
2	291511	1999	2473.67	22.4095
2	362583	2332	2463.79	20.0129
2	398068	2665	2503.21	23.1424
2	430673	2999	2505.54	16.6449
2	486586	3332	2490.08	27.2315
2	514271	3665	2487.12	25.1142
2	591934	3998	2503.46	26.3665
2	673875	4331	2497	18.9611
2	747773	4665	2511.67	23.6815
2	813921	4998	2528.54	24.2857
2	881831	5331	2529.88	20.3622
2	955301	5664	2559.75	34.9736
2	1.06796e+06	5998	2586.5	36.5614
2	1.14515e+06	6331	2605.29	42.6389
2	1.20252e+06	6664	2637.75	48.4228
2	1.25136e+06	6997	2783.71	87.2894
2	1.30877e+06	7331	2769.42	77.9725
2	1.35286e+06	7664	2910	144.471
2	1.4491e+06	7997	3042.04	213.141
2	1.54609e+06	8330	4046.79	509.012
2	1.59133e+06	8663	4742.54	770.368
2	1.6372e+06	8997	5738.04	1180.54
2	1.67695e+06	9330	7909.04	1448.66
2	1.71385e+06	9663	9746.67	1251.03
2	1.75739e+06	9996	11449.4	1932.69
2	1.79964e+06	10330	15180.2	1659.27
2	1.87335e+06	10663	20375.5	863.484
2	1.9595e+06	10996	24899.7	630.934
2	2.04742e+06	11329	28931.3	664.489
2	2.11104e+06	11662	31019.9	461.322
2	2.16984e+06	11996	32984.8	352.273
2.25	212593	1332	2536.25	22.2179
2.25	234060	1666	2544.83	27.2048
2.25	291511	1999	2519.17	24.4817
2.25	362583	2332	2525.71	23.1554
2.25	398068	2665	2550	23.9147
2.25	430673	2999	2519.25	24.4881
2.25	486586	3332	2529.21	31.52
2.25	514271	3665	2522.71	19.8734
2.25	591934	3998	2530.38	28.2662
2.25	673875	4331	2563.21	29.2422
2.25	747773	4665	2551.75	22.7044
2.25	813921	4998	2575.67	26.6677
2.25	881831	5331	2622.08	40.9695
2.25	955301	5664	2667.5	34.4668
2.25	1.06796e+06	5998	2704.46	48.4613
2.25	1.14515e+06	6331	2911.33	142.04
2.25	1.20252e+06	6664	3105.88	174.553
2.25	1.25136e+06	6997	3638.79	374.602
2.25	1.30877e+06	7331	4046.54	430.036
2.25	1.35286e+06	7664	6274.58	1051.02
2.25	1.4491e+06	7997	10730.4	1859.85
2.25	1.54609e+06	8330	22229.8	620.207
2.25	1.59133e+06	8663	23426.5	1906.92
2.25	1.6372e+06	8997	27706.7	754.361
2.25	1.67695e+06	9330	29958.2	533.358
2.25	1.71385e+06	9663	32509.2	433.246
2.25	1.75739e+06	9996	32826.6	2625.61
2.25	1.79964e+06	10330	36892.2	396.233
2.25	1.87335e+06	10663	39175.8	462.868
2.25	1.9595e+06	10996	42961.8	479.311
2.25	2.04742e+06	11329	45761.8	421.222
2.25	2.11104e+06	11662	47672.3	389.289
2.25	2.16984e+06	11996	49138.7	254.299
2.5	212593	1332	2562.67	16.9144
2.5	234060	1666	2574.5	31.3731
2.5	291511	1999	2569.42	26.4131
2.5	362583	2332	2576.5	27.1468
2.5	398068	2665	2565.54	28.4853
2.5	430673	2999	2544.67	30.447
2.5	486586	3332	2566.33	25.4425
2.5	514271	3665	2567.58	21.589
2.5	591934	3998	2596.79	31.1165
2.5	673875	4331	2591.62	22.9166
2.5	747773	4665	2617.21	26.8387
2.5	813921	4998	2650.54	39.7261
2.5	881831	5331	2733.54	46.9388
2.5	955301	5664	2758.79	77.9069
2.5	1.06796e+06	5998	3210.88	226.885
2.5	1.14515e+06	6331	4263.88	597.4
2.5	1.20252e+06	6664	6695.79	1288.88
2.5	1.25136e+06	6997	11524	1839.72
2.5	1.30877e+06	7331	18995.2	1351.35
2.5	1.35286e+06	7664	24709.7	901.348
2.5	1.4491e+06	7997	32132.3	593.228
2.5	1.54609e+06	8330	38415	478.686
2.5	1.59133e+06	8663	40742.5	413.41
2.5	1.6372e+06	8997	42835.5	423.219
2.5	1.67695e+06	9330	44968.5	376.689
2.5	1.71385e+06	9663	46868.5	394.936
2.5	1.75739e+06	9996	48563.3	248.741
2.5	1.79964e+06	10330	50239.4	329.592
2.5	1.87335e+06	10663	52976.3	344.792
2.5	1.9595e+06	10996	55458.8	249.055
2.5	2.04742e+06	11329	57788.7	284.098
2.5	2.11104e+06	11662	59535.4	246.226
2.5	2.16984e+06	11996	61084.4	217.536
2.75	212593	1332	2604.38	23.6663
2.75	234060	1666	2590	23.6201
2.75	291511	1999	2603.46	28.6779
2.75	362583	2332	2593.83	31.1437
2.75	398068	2665	2577.12	18.0535
2.75	430673	2999	2608.29	25.9792
2.75	486586	3332	2627.12	26.3853
2.75	514271	3665	2634	21.7535
2.75	591934	3998	2619.33	24.1736
2.75	673875	4331	2651.96	25.5592
2.75	747773	4665	2680	29.5412
2.75	813921	4998	2753.54	48.4467
2.75	881831	5331	2867.08	81.2125
2.75	955301	5664	3138.12	136.701
2.75	1.06796e+06	5998	6314.42	1336.08
2.75	1.14515e+06	6331	16701.3	2057.29
2.75	1.20252e+06	6664	24755.4	904.552
2.75	1.25136e+06	6997	30159.6	713.05
2.75	1.30877e+06	7331	35990.7	549.193
2.75	1.35286e+06	7664	38880.5	293.009
2.75	1.4491e+06	7997	45898.8	344.666
2.75	1.54609e+06	8330	51092.2	234.044
2.75	1.59133e+06	8663	53180	247.98
2.75	1.6372e+06	8997	54856.6	395.978
2.75	1.67695e+06	9330	56663.2	278.877
2.75	1.71385e+06	9663	57942.6	219.089
2.75	1.75739e+06	9996	59391.5	274.338
2.75	1.79964e+06	10330	60893.3	189.919
2.75	1.87335e+06	10663	63095.9	240.086
2.75	1.9595e+06	10996	65344.8	225.286
2.75	2.04742e+06	11329	67489.6	297.96
2.75	2.11104e+06	11662	68779.6	171.793
2.75	2.16984e+06	11996	69803.7	216.957
