beta	population	links	attackRate	error
3	212593	1332	2632.58	21.7637
3	234060	1666	2658.5	24.3144
3	291511	1999	2637.25	26.0161
3	362583	2332	2636.46	27.1296
3	398068	2665	2623.92	24.1688
3	430673	2999	2655.62	27.1798
3	486586	3332	2673.83	19.693
3	514271	3665	2657.38	23.6527
3	591934	3998	2703.04	26.4927
3	673875	4331	2724.04	18.6157
3	747773	4665	2833.17	43.7157
3	813921	4998	2857.83	59.7718
3	881831	5331	3170.08	137.093
3	955301	5664	5712.92	816.52
3	1.06796e+06	5998	23344.4	1890.7
3	1.14515e+06	6331	32867.6	578.011
3	1.20252e+06	6664	38872	531.806
3	1.25136e+06	6997	43356.4	297.448
3	1.30877e+06	7331	47579.2	370.982
3	1.35286e+06	7664	50304.5	305.049
3	1.4491e+06	7997	56017.8	265.641
3	1.54609e+06	8330	60458.5	310.032
3	1.59133e+06	8663	62432.7	227.06
3	1.6372e+06	8997	63927	220.147
3	1.67695e+06	9330	65327.5	179.003
3	1.71385e+06	9663	66375.9	192.438
3	1.75739e+06	9996	67819.1	196.601
3	1.79964e+06	10330	69007	188.682
3	1.87335e+06	10663	70992.7	164.352
3	1.9595e+06	10996	72814	233.588
3	2.04742e+06	11329	74625.2	147.744
3	2.11104e+06	11662	75574.2	180.085
3	2.16984e+06	11996	76748.1	152.308
3.25	212593	1332	2681.04	27.1482
3.25	234060	1666	2675.04	21.1725
3.25	291511	1999	2688.21	19.1321
3.25	362583	2332	2714.29	27.8759
3.25	398068	2665	2708.62	25.5443
3.25	430673	2999	2695.92	27.1383
3.25	486586	3332	2729.25	27.0526
3.25	514271	3665	2712.54	28.9131
3.25	591934	3998	2746.92	30.6924
3.25	673875	4331	2791.21	24.7712
3.25	747773	4665	2919.75	60.5501
3.25	813921	4998	3173.5	160.937
3.25	881831	5331	5623.08	1013.87
3.25	955301	5664	18598.2	1668.22
3.25	1.06796e+06	5998	35253.5	551.586
3.25	1.14515e+06	6331	44204.6	414.241
3.25	1.20252e+06	6664	49395.8	342.936
3.25	1.25136e+06	6997	52953.4	268.243
3.25	1.30877e+06	7331	56908.5	249.071
3.25	1.35286e+06	7664	59456.3	286.852
3.25	1.4491e+06	7997	64234.8	188.097
3.25	1.54609e+06	8330	68111.2	194.839
3.25	1.59133e+06	8663	69790.6	242.318
3.25	1.6372e+06	8997	71143.8	236.559
3.25	1.67695e+06	9330	72360.8	152.665
3.25	1.71385e+06	9663	73401.6	218.079
3.25	1.75739e+06	9996	74530.3	213.158
3.25	1.79964e+06	10330	75520	164.01
3.25	1.87335e+06	10663	77080.9	139.192
3.25	1.9595e+06	10996	78901.1	159.585
3.25	2.04742e+06	11329	80315.8	141.89
3.25	2.11104e+06	11662	81365.8	151.454
3.25	2.16984e+06	11996	81974	118.594
3.5	212593	1332	2730.54	25.3425
3.5	234060	1666	2733.92	21.5751
3.5	291511	1999	2709.46	30.3167
3.5	362583	2332	2723.12	27.0475
3.5	398068	2665	2751.58	29.2937
3.5	430673	2999	2722.04	16.51
3.5	486586	3332	2772.46	29.8804
3.5	514271	3665	2737.88	26.4682
3.5	591934	3998	2785.79	36.857
3.5	673875	4331	2895.46	64.8914
3.5	747773	4665	3214.88	150.966
3.5	813921	4998	4085.71	667.698
3.5	881831	5331	17107.6	1204.29
3.5	955301	5664	31638.9	636.379
3.5	1.06796e+06	5998	46381.2	453.862
3.5	1.14515e+06	6331	53560.7	379.606
3.5	1.20252e+06	6664	58018.8	315.802
3.5	1.25136e+06	6997	61235	337.758
3.5	1.30877e+06	7331	64438.2	207.384
3.5	1.35286e+06	7664	66709.8	240.93
3.5	1.4491e+06	7997	70805.2	210.396
3.5	1.54609e+06	8330	74376.9	133.273
3.5	1.59133e+06	8663	75692.2	224.879
3.5	1.6372e+06	8997	76935.2	138.282
3.5	1.67695e+06	9330	78025.3	153.448
3.5	1.71385e+06	9663	79038.6	168.722
3.5	1.75739e+06	9996	79934.7	121.335
3.5	1.79964e+06	10330	80873.7	175.773
3.5	1.87335e+06	10663	82394.1	144.596
3.5	1.9595e+06	10996	83633.2	116.104
3.5	2.04742e+06	11329	84982.4	116.147
3.5	2.11104e+06	11662	85798.2	82.0177
3.5	2.16984e+06	11996	86547.6	89.9158
3.75	212593	1332	2796.67	29.6077
3.75	234060	1666	2776.71	26.3151
3.75	291511	1999	2753.21	34.7635
3.75	362583	2332	2781.08	26.9212
3.75	398068	2665	2777.38	37.4686
3.75	430673	2999	2799.54	23.7953
3.75	486586	3332	2802.04	28.7103
3.75	514271	3665	2818	22.9752
3.75	591934	3998	2866.58	39.867
3.75	673875	4331	3089.46	96.2004
3.75	747773	4665	3643.71	378.955
3.75	813921	4998	13777.2	1646.38
3.75	881831	5331	29378.3	599.568
3.75	955301	5664	41279.5	349.333
3.75	1.06796e+06	5998	54612	313.335
3.75	1.14515e+06	6331	60945.5	272.025
3.75	1.20252e+06	6664	65036.6	249.266
3.75	1.25136e+06	6997	67753.5	156.315
3.75	1.30877e+06	7331	70959.2	196.379
3.75	1.35286e+06	7664	72489.8	214.633
3.75	1.4491e+06	7997	76296.6	160.322
3.75	1.54609e+06	8330	79478.8	102.543
3.75	1.59133e+06	8663	80491.5	175.46
3.75	1.6372e+06	8997	81839	152.246
3.75	1.67695e+06	9330	82737.2	145.868
3.75	1.71385e+06	9663	83472.3	137.936
3.75	1.75739e+06	9996	84470	143.483
3.75	1.79964e+06	10330	85133.8	149.735
3.75	1.87335e+06	10663	86336.5	121.388
3.75	1.9595e+06	10996	87698.9	115.485
3.75	2.04742e+06	11329	88825.1	102.429
3.75	2.11104e+06	11662	89510.5	107.195
3.75	2.16984e+06	11996	90142.7	99.1753
