beta	population	links	attackRate	error
1	247011	1870	2360.12	23.0376
1	405118	2805	2361.04	15.4017
1	536671	3740	2355.5	20.119
1	749399	4675	2383.88	15.6486
1	948796	5610	2382	24.6854
1	1.17861e+06	6545	2380.42	24.3601
1	1.33266e+06	7480	2385.71	23.7952
1	1.55843e+06	8415	2355.58	24.4718
1	1.67973e+06	9350	2366.33	26.7784
1	1.79206e+06	10285	2398.29	22.8304
1	2.00065e+06	11220	2397.21	25.8089
1	2.21956e+06	12155	2415.83	18.922
1	2.43445e+06	13090	2414.88	22.8985
1	2.63944e+06	14025	2398.08	22.084
1	2.83432e+06	14960	2420.17	32.5086
1	2.95706e+06	15895	2396.88	24.089
1	3.10388e+06	16830	2424.33	32.5193
1	3.23828e+06	17765	2439.83	25.2318
1	3.36382e+06	18700	2416.46	25.1127
1	3.50266e+06	19635	2412.5	23.6745
1	3.61734e+06	20570	2417.42	30.1962
1	3.76737e+06	21505	2451.42	27.8521
1	3.96107e+06	22440	2449.17	28.5458
1	4.11718e+06	23375	2451.54	35.5279
1	4.25765e+06	24310	2448.75	28.9247
1	4.44712e+06	25245	2476.58	37.6572
1	4.62895e+06	26180	2440.79	21.2128
1	4.76443e+06	27115	2468.71	39.7328
1	4.91938e+06	28050	2459.79	32.0456
1	5.08391e+06	28985	2496.38	29.5755
1	5.23774e+06	29920	2548.12	38.4613
1	5.4043e+06	30855	2468.46	28.9321
1	5.5742e+06	31790	2465.29	38.5926
1.25	247011	1870	2393.42	22.1937
1.25	405118	2805	2413.58	26.0304
1.25	536671	3740	2391.62	19.3109
1.25	749399	4675	2403.21	21.764
1.25	948796	5610	2384.83	20.9273
1.25	1.17861e+06	6545	2416.46	25.4936
1.25	1.33266e+06	7480	2408.33	22.8124
1.25	1.55843e+06	8415	2425.5	16.9823
1.25	1.67973e+06	9350	2442.83	23.2987
1.25	1.79206e+06	10285	2439.04	23.1145
1.25	2.00065e+06	11220	2455.67	28.79
1.25	2.21956e+06	12155	2517.08	43.1071
1.25	2.43445e+06	13090	2485.12	26.1338
1.25	2.63944e+06	14025	2503.71	29.0709
1.25	2.83432e+06	14960	2522.46	44.6801
1.25	2.95706e+06	15895	2551.67	46.5526
1.25	3.10388e+06	16830	2563	62.5821
1.25	3.23828e+06	17765	2620.08	59.7491
1.25	3.36382e+06	18700	2639.29	55.1891
