1	1663	4026.42	40.0496
1	3326	4014	35.6428
1	4990	4014.54	53.625
1	6653	4006.21	53.2642
1	8316	4032.25	52.1259
1	9980	3993.29	43.4552
1	11643	4021.33	47.2118
1	13306	4020.83	49.4157
1	14970	4046.04	52.2091
1	16633	4073.88	44.6909
1	18296	4066.54	55.458
1	19960	4071.04	72.2866
1	21623	4021.12	47.8343
1	23286	4043.92	65.3579
1	24950	4108.71	69.3978
1	26613	4160.5	85.6059
1	28276	4119.12	69.3921
1	29940	4067.33	66.952
1	31603	4141.67	82.2706
1	33266	4124.83	72.5712
1	34930	4185.46	58.3923
1	36593	4144.46	76.4794
1	38256	4171.58	100.754
1	39920	4113.42	92.8146
1	41583	4272.67	128.447
1	43246	4237	129.403
1	44910	4191.12	92.4863
1	46573	4287.38	125.061
1	48236	4192.38	76.0353
1	49900	4270.25	121.3
1	51563	4236.04	70.4606
1	53226	4223.25	100.965
1	54890	4235.88	123.624
1.21875	1663	4965.38	217.223
1.21875	3326	4601.58	90.729
1.21875	4990	4556.54	64.7384
1.21875	6653	4471.21	55.7941
1.21875	8316	4514.92	82.0251
1.21875	9980	4632.21	127.996
1.21875	11643	4766.75	195.132
1.21875	13306	5001.38	195.216
1.21875	14970	5128.33	351.202
1.21875	16633	5104.62	352.692
1.21875	18296	6175.58	562.524
1.21875	19960	5970.04	719.493
1.21875	21623	6519.25	706.491
1.21875	23286	6383.08	694.03
1.21875	24950	6919	688.373
1.21875	26613	7235.88	786.641
1.21875	28276	7073.79	841.528
1.21875	29940	8431.29	959.002
1.21875	31603	8259.42	1018.42
1.21875	33266	8690	942.369
1.21875	34930	8384.25	999.898
1.21875	36593	9228.96	932.273
1.21875	38256	8399.38	1227.9
1.21875	39920	9060	1271.77
1.21875	41583	9555.29	943.71
1.21875	43246	9110.79	1037.54
1.21875	44910	9706.42	838.354
1.21875	46573	9818.62	1188.89
1.21875	48236	9917.25	1079.3
1.21875	49900	9747.83	1130.05
1.21875	51563	9192.71	1254.92
1.21875	53226	11152.9	1160.17
1.21875	54890	10973.4	1029.48
1.4375	1663	13520.5	1584.66
1.4375	3326	7318.88	601.192
1.4375	4990	5826.29	301.899
1.4375	6653	5615.71	179.037
1.4375	8316	6666.96	523.562
1.4375	9980	8199.5	946.503
1.4375	11643	10977.9	952.708
1.4375	13306	12327.5	1176.61
1.4375	14970	13149.5	1312.79
1.4375	16633	13606.9	1741.48
1.4375	18296	16165.9	1229.28
1.4375	19960	16317.8	1736.31
1.4375	21623	16810.9	1468.61
1.4375	23286	18411.4	1238.69
1.4375	24950	20583.7	1102.76
1.4375	26613	20687.3	1860.84
1.4375	28276	22307.1	1045.24
1.4375	29940	22783.7	1950.58
1.4375	31603	23814.9	1752.46
1.4375	33266	23749.4	2134.01
1.4375	34930	24931.9	924.759
1.4375	36593	25968	2230.56
1.4375	38256	26014.4	1939.35
1.4375	39920	27036	2180.95
1.4375	41583	28551.3	1515.19
1.4375	43246	29385.9	1977.53
1.4375	44910	30486.8	1097.5
1.4375	46573	28844.1	2108
1.4375	48236	30967	1639.78
1.4375	49900	29716.1	1647.4
1.4375	51563	31603.6	1742.86
1.4375	53226	29500.4	2454.92
1.4375	54890	30845.5	2333.39
1.65625	1663	50674.5	1932.86
1.65625	3326	30528.9	3063.03
1.65625	4990	18242	1842.23
1.65625	6653	12804.1	1561.55
1.65625	8316	19394.8	1606.89
1.65625	9980	21573.2	1213.79
1.65625	11643	28579.8	1129.79
1.65625	13306	33722.9	1499.63
1.65625	14970	37273.6	1928.05
1.65625	16633	42325.8	1472.39
1.65625	18296	44816.1	1341.61
1.65625	19960	48320.2	1948.66
1.65625	21623	51138.2	1551.58
1.65625	23286	53259.8	1741.89
1.65625	24950	56133.1	1102.93
1.65625	26613	58609.1	2081.19
1.65625	28276	62170.5	1327.47
1.65625	29940	63749.5	1426.02
1.65625	31603	65802.9	1532.28
1.65625	33266	65201.7	2382.14
1.65625	34930	66979.6	2165.04
1.65625	36593	68226.4	1633.77
1.65625	38256	72204.3	1248.18
1.65625	39920	72519.1	1304.18
1.65625	41583	73474	1486.84
1.65625	43246	73894.1	1503.27
1.65625	44910	76312.8	1422.39
1.65625	46573	76522.3	1676.31
1.65625	48236	76251.8	1722.76
1.65625	49900	80046	1124.92
1.65625	51563	78919.9	1589.92
1.65625	53226	80231	1000.58
1.65625	54890	81429.1	1045.41
1.875	1663	100331	997.94
1.875	3326	81705.4	1688.83
1.875	4990	57066	1903.21
1.875	6653	52416	1685.38
1.875	8316	61558.4	2077.46
1.875	9980	60054.1	1960.9
1.875	11643	71604.2	1712.48
1.875	13306	82216.1	1757.96
1.875	14970	87777.5	2217.83
1.875	16633	93311.3	1183.34
1.875	18296	94932.6	1256.48
1.875	19960	96457.6	899.195
1.875	21623	99491.2	836.719
1.875	23286	102153	996.537
1.875	24950	105462	1287.92
1.875	26613	107597	1030.55
1.875	28276	111503	1226.71
1.875	29940	113837	1068.19
1.875	31603	116524	859.797
1.875	33266	116978	981.108
1.875	34930	120447	872.071
1.875	36593	121281	856.045
1.875	38256	123710	997.528
1.875	39920	125525	1163.91
1.875	41583	126271	912.634
1.875	43246	127568	1182.01
1.875	44910	128508	1176.15
1.875	46573	130559	1080.54
1.875	48236	131565	1076.71
1.875	49900	132148	1110.96
1.875	51563	132482	909.506
1.875	53226	134651	1239.2
1.875	54890	135036	1325.76
2.09375	1663	167656	1259.61
2.09375	3326	149153	1325.22
2.09375	4990	122482	1744.87
2.09375	6653	124274	2206.08
2.09375	8316	134888	1587.07
2.09375	9980	129344	1530.34
2.09375	11643	144885	1342.69
2.09375	13306	155388	1594.65
2.09375	14970	158794	1369.13
2.09375	16633	153347	1220.6
2.09375	18296	155087	1312.32
2.09375	19960	152200	1341.63
2.09375	21623	154377	1697.75
2.09375	23286	159384	1230.99
2.09375	24950	162307	888.948
2.09375	26613	167661	1242.63
2.09375	28276	171723	1249.2
2.09375	29940	175649	1214.15
2.09375	31603	177119	1339.59
2.09375	33266	180524	1031.37
2.09375	34930	183164	1299.79
2.09375	36593	186204	1257.61
2.09375	38256	188488	983.534
2.09375	39920	190187	1088.7
2.09375	41583	192445	1048.96
2.09375	43246	193310	1117.46
2.09375	44910	196101	1180.99
2.09375	46573	197989	1383.89
2.09375	48236	198268	1026.36
2.09375	49900	199907	1076.37
2.09375	51563	201112	1212
2.09375	53226	202640	1218.3
2.09375	54890	203960	1248.63
2.3125	1663	249739	1280.41
2.3125	3326	230754	1300.75
2.3125	4990	205108	1598.77
2.3125	6653	211678	1017.01
2.3125	8316	218905	1728.11
2.3125	9980	217150	1521.88
2.3125	11643	228404	1455.6
2.3125	13306	239286	1393.04
2.3125	14970	240040	1261.05
2.3125	16633	229590	1471.04
2.3125	18296	231252	1238.7
2.3125	19960	225234	1324.6
2.3125	21623	227857	1340.83
2.3125	23286	231503	1267.74
2.3125	24950	234897	861.954
2.3125	26613	238859	1206.67
2.3125	28276	242355	1179.46
2.3125	29940	248047	1015.49
2.3125	31603	252203	1309.02
2.3125	33266	255613	1204.93
2.3125	34930	257445	1174.04
2.3125	36593	259955	1460.32
2.3125	38256	262486	1229.62
2.3125	39920	264554	1030.35
2.3125	41583	268060	1131.23
2.3125	43246	271144	1142.21
2.3125	44910	271972	1408.4
2.3125	46573	273547	1271.08
2.3125	48236	277149	1321.45
2.3125	49900	277231	1305.51
2.3125	51563	279739	1166.44
2.3125	53226	280709	1288.63
2.3125	54890	283368	1265.48
2.53125	1663	355482	1604.14
2.53125	3326	336634	1569.8
2.53125	4990	313099	1922.03
2.53125	6653	318994	1912.85
2.53125	8316	323941	1334.24
2.53125	9980	320810	1664.15
2.53125	11643	330188	1827.7
2.53125	13306	340226	1516.77
2.53125	14970	340905	1399.61
2.53125	16633	331862	1916.94
2.53125	18296	329035	1697.48
2.53125	19960	320326	1658.09
2.53125	21623	320620	1812.14
2.53125	23286	324135	2089.92
2.53125	24950	323058	1866.99
2.53125	26613	327449	1046.37
2.53125	28276	329523	793.441
2.53125	29940	334526	1711.56
2.53125	31603	337596	1100.96
2.53125	33266	341766	1370.89
2.53125	34930	347419	1415.98
2.53125	36593	350828	1357.9
2.53125	38256	354837	1255.6
2.53125	39920	358392	1208.36
2.53125	41583	361933	1489.19
2.53125	43246	364063	1171.08
2.53125	44910	366871	1430.32
2.53125	46573	369101	1438.78
2.53125	48236	371630	1519.71
2.53125	49900	373942	1396.84
2.53125	51563	376538	1031.26
2.53125	53226	378848	1474.64
2.53125	54890	380360	1812.83
2.75	1663	486727	1640.27
2.75	3326	471692	1234.14
2.75	4990	447153	1634.77
2.75	6653	452056	1675.76
2.75	8316	456309	2308.61
2.75	9980	448999	2761.97
2.75	11643	460226	1519.11
2.75	13306	467665	1704.92
2.75	14970	467428	1645.45
2.75	16633	457158	1809.03
2.75	18296	457074	2644
2.75	19960	443851	1598.78
2.75	21623	441472	1342.99
2.75	23286	445402	1320.38
2.75	24950	441177	1803.89
2.75	26613	440360	1437.72
2.75	28276	439339	1341.29
2.75	29940	445666	1768.34
2.75	31603	449780	1295.79
2.75	33266	454608	1790.21
2.75	34930	460623	1178.68
2.75	36593	466307	1472.61
2.75	38256	469397	1289.42
2.75	39920	473715	1390.95
2.75	41583	475846	2044.99
2.75	43246	481901	1912.65
2.75	44910	484120	1449.16
2.75	46573	488392	1431.8
2.75	48236	491780	1546.67
2.75	49900	494279	1486.53
2.75	51563	496366	1220.55
2.75	53226	499278	1235.41
2.75	54890	502019	1535.3
2.96875	1663	650549	1731.53
2.96875	3326	632822	1998.97
2.96875	4990	610506	2774.04
2.96875	6653	614152	1891.2
2.96875	8316	616075	1940.7
2.96875	9980	607096	2054.91
2.96875	11643	616215	1991.86
2.96875	13306	623432	1740.41
2.96875	14970	619968	1954.01
2.96875	16633	610689	1660.63
2.96875	18296	608117	2046.51
2.96875	19960	596959	1668.87
2.96875	21623	594608	1819.64
2.96875	23286	593312	2349.79
2.96875	24950	588319	1757.88
2.96875	26613	586937	1798.4
2.96875	28276	579200	1717.63
2.96875	29940	584827	1421.91
2.96875	31603	589663	1355.28
2.96875	33266	596883	1320.73
2.96875	34930	603091	1713.74
2.96875	36593	606069	1739.12
2.96875	38256	613540	1594.27
2.96875	39920	616401	1837.57
2.96875	41583	618763	2020.42
2.96875	43246	622195	1976.17
2.96875	44910	628132	1572.47
2.96875	46573	632295	1873.65
2.96875	48236	635295	1714.24
2.96875	49900	638869	1465.48
2.96875	51563	643459	1774.81
2.96875	53226	646792	2365.81
2.96875	54890	650904	2019.03
3.1875	1663	837337	2154.44
3.1875	3326	826847	2075.76
3.1875	4990	799051	2536.41
3.1875	6653	804629	2320.25
3.1875	8316	802083	1730.94
3.1875	9980	793417	1908.06
3.1875	11643	799592	2028.51
3.1875	13306	804844	1579.04
3.1875	14970	799296	2478.83
3.1875	16633	790480	1988.1
3.1875	18296	790883	1964.09
3.1875	19960	777218	2145.66
3.1875	21623	774755	2268.75
3.1875	23286	773388	2091.55
3.1875	24950	766332	1939.67
3.1875	26613	761284	1966.15
3.1875	28276	748839	2129.75
3.1875	29940	754120	2202.02
3.1875	31603	758217	1968.09
3.1875	33266	765617	1461.5
3.1875	34930	771077	1512.01
3.1875	36593	777012	2075.62
3.1875	38256	779625	2772.76
3.1875	39920	786417	2258.59
3.1875	41583	788132	1582.58
3.1875	43246	791131	1319.41
3.1875	44910	796593	2198.08
3.1875	46573	801002	1701.06
3.1875	48236	805383	2102.52
3.1875	49900	810101	1682.32
3.1875	51563	813642	2283.69
3.1875	53226	817986	2133.44
3.1875	54890	822289	2143.9
3.40625	1663	1.05475e+06	2444.5
3.40625	3326	1.04756e+06	2345.27
3.40625	4990	1.01942e+06	2167.56
3.40625	6653	1.01734e+06	1744.46
3.40625	8316	1.01405e+06	2406.3
3.40625	9980	1.0043e+06	1744.71
3.40625	11643	1.00675e+06	2157.24
3.40625	13306	1.01254e+06	1955.96
3.40625	14970	1.00834e+06	1900.63
3.40625	16633	997661	1965.8
3.40625	18296	995873	2063.67
3.40625	19960	984922	2281.55
3.40625	21623	981602	2327.23
3.40625	23286	978446	2406.15
3.40625	24950	970561	1603.68
3.40625	26613	959944	1691.49
3.40625	28276	949783	2306.47
3.40625	29940	950082	2348.3
3.40625	31603	955796	1938.32
3.40625	33266	960499	2173.89
3.40625	34930	967931	2264.68
3.40625	36593	971859	2124.61
3.40625	38256	977164	1828.31
3.40625	39920	982284	2376.75
3.40625	41583	984879	1533.62
3.40625	43246	989099	2350.61
3.40625	44910	995290	2137.96
3.40625	46573	999468	2128.1
3.40625	48236	1.00191e+06	1521.88
3.40625	49900	1.00804e+06	2092.83
3.40625	51563	1.01325e+06	2264.15
3.40625	53226	1.01538e+06	2319.91
3.40625	54890	1.02247e+06	2356.92
3.625	1663	1.3019e+06	2566.61
3.625	3326	1.29199e+06	2143.73
3.625	4990	1.26282e+06	2333.56
3.625	6653	1.26062e+06	2242.28
3.625	8316	1.25322e+06	2051.66
3.625	9980	1.24059e+06	2114.43
3.625	11643	1.24142e+06	2271.72
3.625	13306	1.24507e+06	2462.63
3.625	14970	1.23887e+06	2387.63
3.625	16633	1.22995e+06	2052.09
3.625	18296	1.22928e+06	1901.9
3.625	19960	1.21795e+06	2823.92
3.625	21623	1.21617e+06	2023.1
3.625	23286	1.20829e+06	2182.46
3.625	24950	1.19972e+06	2059.33
3.625	26613	1.18919e+06	2146.66
3.625	28276	1.17693e+06	1815.59
3.625	29940	1.1758e+06	2609.16
3.625	31603	1.18147e+06	2470.45
3.625	33266	1.18592e+06	1469.35
3.625	34930	1.18803e+06	2298.9
3.625	36593	1.19363e+06	2339.21
3.625	38256	1.201e+06	1833.63
3.625	39920	1.20719e+06	2232.95
3.625	41583	1.20654e+06	2544.05
3.625	43246	1.21105e+06	2219.86
3.625	44910	1.21833e+06	1688.02
3.625	46573	1.22192e+06	2799.37
3.625	48236	1.22542e+06	2520.28
3.625	49900	1.22943e+06	2258.51
3.625	51563	1.23462e+06	2101.99
3.625	53226	1.24018e+06	1847.31
3.625	54890	1.24655e+06	2441.45
3.84375	1663	1.56976e+06	2315.76
3.84375	3326	1.55762e+06	2529.27
3.84375	4990	1.52712e+06	2435.52
3.84375	6653	1.52138e+06	2591.08
3.84375	8316	1.512e+06	1975.06
3.84375	9980	1.49888e+06	2299.3
3.84375	11643	1.49892e+06	2334.32
3.84375	13306	1.49908e+06	2373.04
3.84375	14970	1.49491e+06	1712.24
3.84375	16633	1.48427e+06	2540.02
3.84375	18296	1.48174e+06	2159.62
3.84375	19960	1.4708e+06	2212.26
3.84375	21623	1.46775e+06	1732.06
3.84375	23286	1.46229e+06	2160.1
3.84375	24950	1.4529e+06	2257.56
3.84375	26613	1.44133e+06	3096.43
3.84375	28276	1.42955e+06	2409.8
3.84375	29940	1.42804e+06	2350.92
3.84375	31603	1.42914e+06	2516.89
3.84375	33266	1.43455e+06	2496.58
3.84375	34930	1.43661e+06	2222.7
3.84375	36593	1.44054e+06	2319.88
3.84375	38256	1.44484e+06	2462.48
3.84375	39920	1.451e+06	2561.29
3.84375	41583	1.45171e+06	1833.43
3.84375	43246	1.45602e+06	2055.88
3.84375	44910	1.45957e+06	1774.51
3.84375	46573	1.46483e+06	1848.48
3.84375	48236	1.46985e+06	1739.49
3.84375	49900	1.47637e+06	1917.84
3.84375	51563	1.47793e+06	2647.44
3.84375	53226	1.48658e+06	2219.63
3.84375	54890	1.49105e+06	1915.88
4.0625	1663	1.84656e+06	2315.05
4.0625	3326	1.83645e+06	2444.15
4.0625	4990	1.80305e+06	2316.93
4.0625	6653	1.7956e+06	2250.74
4.0625	8316	1.78639e+06	2549.12
4.0625	9980	1.77072e+06	1890.96
4.0625	11643	1.76854e+06	2499.85
4.0625	13306	1.76981e+06	2933.89
4.0625	14970	1.7629e+06	1931.06
4.0625	16633	1.75285e+06	2419.78
4.0625	18296	1.75301e+06	2124.85
4.0625	19960	1.74244e+06	2118.32
4.0625	21623	1.73967e+06	2618.87
4.0625	23286	1.73386e+06	2654.41
4.0625	24950	1.72206e+06	2548.48
4.0625	26613	1.70817e+06	2356.96
4.0625	28276	1.6988e+06	2296.44
4.0625	29940	1.69325e+06	3102.65
4.0625	31603	1.69627e+06	2424.19
4.0625	33266	1.70073e+06	2681.24
4.0625	34930	1.70008e+06	1966.33
4.0625	36593	1.70278e+06	2454.78
4.0625	38256	1.70599e+06	1869.25
4.0625	39920	1.71338e+06	2429.08
4.0625	41583	1.71457e+06	2101.93
4.0625	43246	1.7185e+06	2429.52
4.0625	44910	1.72348e+06	2295.12
4.0625	46573	1.72815e+06	1937.66
4.0625	48236	1.7289e+06	2368.81
4.0625	49900	1.73599e+06	1568.19
4.0625	51563	1.74195e+06	2661.93
4.0625	53226	1.74836e+06	2313.11
4.0625	54890	1.75426e+06	2065.32
4.28125	1663	2.13238e+06	1738.99
4.28125	3326	2.11521e+06	2022.58
4.28125	4990	2.08547e+06	1860.56
4.28125	6653	2.07549e+06	2027.2
4.28125	8316	2.06381e+06	2246.09
4.28125	9980	2.05025e+06	1879.47
4.28125	11643	2.04551e+06	1486.26
4.28125	13306	2.04613e+06	2405.76
4.28125	14970	2.03992e+06	2683.21
4.28125	16633	2.02925e+06	2125.08
4.28125	18296	2.02792e+06	2134.64
4.28125	19960	2.02006e+06	2394.12
4.28125	21623	2.01924e+06	2473.01
4.28125	23286	2.01098e+06	2483.29
4.28125	24950	1.99654e+06	2565.51
4.28125	26613	1.98644e+06	2727.02
4.28125	28276	1.97607e+06	2268.75
4.28125	29940	1.97215e+06	2517.45
4.28125	31603	1.973e+06	2016.77
4.28125	33266	1.97363e+06	2175.89
4.28125	34930	1.97534e+06	2754.54
4.28125	36593	1.97268e+06	1983.66
4.28125	38256	1.9797e+06	2026
4.28125	39920	1.98156e+06	2026.91
4.28125	41583	1.98522e+06	2238.45
4.28125	43246	1.9853e+06	2985.04
4.28125	44910	1.99315e+06	1834.41
4.28125	46573	1.99593e+06	2406.86
