population	links	time	infected	error
281901	1237	0	0	0
281901	1237	1	1640	11.659
281901	1237	2	1307.42	11.8877
281901	1237	3	1203.88	14.9666
281901	1237	4	1087.88	12.6475
281901	1237	5	1011.79	15.5637
281901	1237	6	950.375	18.652
281901	1237	7	913.625	19.2705
281901	1237	8	896.458	22.226
281901	1237	9	900.333	24.2337
281901	1237	10	923.458	28.7172
281901	1237	11	966.292	34.4499
281901	1237	12	1027.38	38.4337
281901	1237	13	1105.96	44.0386
281901	1237	14	1210.62	53.4266
281901	1237	15	1346.08	62.5554
281901	1237	16	1501.88	72.4662
281901	1237	17	1711.92	86.8821
281901	1237	18	1956.17	104.115
281901	1237	19	2256.33	121.944
281901	1237	20	2607.88	147.071
281901	1237	21	3037.83	166.789
281901	1237	22	3520.08	195.716
281901	1237	23	4109.96	225.895
281901	1237	24	4784.25	265.932
281901	1237	25	5565.21	312
281901	1237	26	6487.21	349.227
281901	1237	27	7501.92	409.482
281901	1237	28	8676.92	445.157
281901	1237	29	9954.62	499.236
281901	1237	30	11349	547.878
281901	1237	31	12846.8	597.799
281901	1237	32	14363.7	627.111
281901	1237	33	15906.4	640.81
281901	1237	34	17422	630.197
281901	1237	35	18862.3	609.453
281901	1237	36	20151.1	567.989
281901	1237	37	21265.7	517.895
281901	1237	38	22195.4	477.899
281901	1237	39	22835.5	453.961
281901	1237	40	23266.7	435.943
281901	1237	41	23434.8	475.404
281901	1237	42	23458.1	511.828
281901	1237	43	23367.2	525.233
281901	1237	44	23104.2	552.638
281901	1237	45	22788.2	580.611
281901	1237	46	22502.7	595.289
281901	1237	47	22217	583.076
281901	1237	48	21972.9	582.324
281901	1237	49	21810.9	575.403
281901	1237	50	21702.4	560.854
281901	1237	51	21639.3	534.218
281901	1237	52	21670.4	517.537
281901	1237	53	21702.8	482.31
281901	1237	54	21785.7	461.565
281901	1237	55	21913	415.275
281901	1237	56	22033.8	379.085
281901	1237	57	22131.6	336.784
281901	1237	58	22216.4	282.668
281901	1237	59	22243.5	226.905
281901	1237	60	22255	188.428
281901	1237	61	22172.7	156.128
281901	1237	62	22059.1	152.208
281901	1237	63	21902.8	176.547
281901	1237	64	21677.8	212.022
281901	1237	65	21367.9	261.468
281901	1237	66	21068	300.014
281901	1237	67	20674.7	339.919
281901	1237	68	20237.3	362.954
281901	1237	69	19773.7	390.854
281901	1237	70	19311.3	400.118
281901	1237	71	18822.2	418.102
281901	1237	72	18325.3	421.972
281901	1237	73	17832.8	430.161
281901	1237	74	17346.8	434.763
281901	1237	75	16822.9	430.513
281901	1237	76	16339.5	429.358
281901	1237	77	15879.8	423.559
281901	1237	78	15407.2	407.992
281901	1237	79	14954.4	404.706
281901	1237	80	14523.8	394.352
281901	1237	81	14096.1	380.498
281901	1237	82	13722.1	367.828
281901	1237	83	13356.1	350.948
281901	1237	84	13018.8	336.487
281901	1237	85	12703.4	319.6
281901	1237	86	12376.5	304.991
281901	1237	87	12106.2	288.277
281901	1237	88	11838.1	269.887
281901	1237	89	11601.6	245.761
281901	1237	90	11377.1	229.577
281901	1237	91	11122.5	212.228
281901	1237	92	10916.4	211.916
281901	1237	93	10711.7	186.466
281901	1237	94	10507.9	181.298
