population	links	time	infected	error
281901	1237	0	0	0
281901	1237	1	1634.17	14.219
281901	1237	2	1287.83	14.0813
281901	1237	3	1158.08	17.1076
281901	1237	4	1032.5	17.3761
281901	1237	5	926.792	16.5013
281901	1237	6	838.917	20.4742
281901	1237	7	767.708	19.3036
281901	1237	8	718.583	20.8454
281901	1237	9	669.458	19.7323
281901	1237	10	637.75	20.2078
281901	1237	11	611.333	20.2873
281901	1237	12	595.458	21.3902
281901	1237	13	590.208	24.8942
281901	1237	14	581.292	24.7741
281901	1237	15	582.708	25.7767
281901	1237	16	594.458	27.3709
281901	1237	17	606.458	29.8387
281901	1237	18	619.708	32.2636
281901	1237	19	645.833	35.6721
281901	1237	20	671.583	38.738
281901	1237	21	700.333	39.2769
281901	1237	22	737.625	42.5338
281901	1237	23	777.917	45.399
281901	1237	24	825.75	49.7016
281901	1237	25	880.333	52.2788
281901	1237	26	942.5	54.4828
281901	1237	27	1009.21	59.1695
281901	1237	28	1078.88	65.2254
281901	1237	29	1160.58	73.3284
281901	1237	30	1251.12	79.8386
281901	1237	31	1344.29	87.5778
281901	1237	32	1456.5	95.802
281901	1237	33	1574.17	102.693
281901	1237	34	1699.71	110.602
281901	1237	35	1843.46	120.566
281901	1237	36	1993.04	132.022
281901	1237	37	2154.83	144.975
281901	1237	38	2326.79	157.124
281901	1237	39	2525.21	170.306
281901	1237	40	2725.17	180.392
281901	1237	41	2953	201.052
281901	1237	42	3198.96	217.86
281901	1237	43	3435.96	232.091
281901	1237	44	3722.21	246.068
281901	1237	45	4016.21	266.431
281901	1237	46	4328.58	283.332
281901	1237	47	4663	299.439
281901	1237	48	4996	316.758
281901	1237	49	5355.62	335.589
281901	1237	50	5731.79	353.397
281901	1237	51	6105.75	371.471
281901	1237	52	6509.46	382.719
281901	1237	53	6923.25	392.533
281901	1237	54	7333.5	408.536
281901	1237	55	7759.46	410.373
281901	1237	56	8178	418.6
281901	1237	57	8598.29	423.987
281901	1237	58	8985.38	412.039
281901	1237	59	9372.12	412.39
281901	1237	60	9744.67	393.507
281901	1237	61	10105.4	383.916
281901	1237	62	10427.9	366.359
281901	1237	63	10714.5	346.992
281901	1237	64	10996.7	329.101
281901	1237	65	11208	308.405
281901	1237	66	11393.3	288.132
281901	1237	67	11560.5	260.006
281901	1237	68	11673.3	221.531
281901	1237	69	11729.7	195.268
281901	1237	70	11758.2	181.052
281901	1237	71	11751.3	172.568
281901	1237	72	11716	171.183
281901	1237	73	11649.6	180.936
281901	1237	74	11536.5	194.539
281901	1237	75	11395.5	212.312
281901	1237	76	11244.2	221.007
281901	1237	77	11067.6	242.228
281901	1237	78	10884.5	257.836
281901	1237	79	10665.6	270.142
281901	1237	80	10476.9	278.059
281901	1237	81	10246.3	295.915
281901	1237	82	10015.5	293.612
281901	1237	83	9778.08	299.771
281901	1237	84	9554.33	307.622
281901	1237	85	9325.71	304.343
281901	1237	86	9084.17	300.894
281901	1237	87	8891.46	302.249
281901	1237	88	8674.5	298.551
281901	1237	89	8474.88	294.623
281901	1237	90	8280.25	290.153
281901	1237	91	8104.58	281.549
281901	1237	92	7950.12	275.962
281901	1237	93	7785.42	268.848
281901	1237	94	7638.46	257.278
281901	1237	95	7516	252.829
281901	1237	96	7374.96	242.033
281901	1237	97	7255.67	234.456
281901	1237	98	7171.17	226.518
281901	1237	99	7060.04	215.503
281901	1237	100	6957.17	213.951
281901	1237	101	6872.25	207.678
281901	1237	102	6794.92	201.792
281901	1237	103	6739.71	194.887
281901	1237	104	6674.46	186.54
281901	1237	105	6625.42	179.613
281901	1237	106	6565.5	175.013
281901	1237	107	6521.5	170.683
281901	1237	108	6475	167.389
281901	1237	109	6448.04	157.085
281901	1237	110	6408.33	154.706
281901	1237	111	6362.33	148.45
281901	1237	112	6329.38	149.729
281901	1237	113	6292.5	146.629
281901	1237	114	6273.12	146.047
281901	1237	115	6247.62	141.888
281901	1237	116	6223.67	136.854
281901	1237	117	6204.21	130.656
281901	1237	118	6182.75	129.135
281901	1237	119	6161.5	127.827
281901	1237	120	6132.67	128.083
281901	1237	121	6111.29	129.231
281901	1237	122	6090.96	131.83
281901	1237	123	6052.42	132.479
281901	1237	124	6016.75	131.765
281901	1237	125	5971.54	134.374
281901	1237	126	5932.62	137.329
281901	1237	127	5893.08	135.46
281901	1237	128	5845.38	131.593
281901	1237	129	5814.79	131.469
281901	1237	130	5770	134.052
281901	1237	131	5714.33	139.899
281901	1237	132	5678.79	132.522
281901	1237	133	5643.21	133.083
281901	1237	134	5579.17	126.998
281901	1237	135	5516.54	127.778
281901	1237	136	5466.79	125.523
281901	1237	137	5400.29	132.036
281901	1237	138	5344.54	130.288
281901	1237	139	5292.71	128.613
281901	1237	140	5230.04	125.887
281901	1237	141	5163.33	127.417
281901	1237	142	5099.88	124.994
281901	1237	143	5046	122.971
281901	1237	144	4987.92	126.884
281901	1237	145	4909.83	126.429
281901	1237	146	4839.25	129.27
281901	1237	147	4783.71	127.909
281901	1237	148	4725.42	126.49
281901	1237	149	4645.38	123.722
281901	1237	150	4581.71	128.842
281901	1237	151	4508.42	124.626
281901	1237	152	4440.29	125.5
281901	1237	153	4354.17	125.744
281901	1237	154	4294.5	123.945
281901	1237	155	4237.92	130.373
281901	1237	156	4158.17	132.186
281901	1237	157	4091.29	129.773
281901	1237	158	4022.71	129.131
281901	1237	159	3964.38	131.451
281901	1237	160	3888.83	129.504
281901	1237	161	3837.54	129.901
281901	1237	162	3773.5	128.565
281901	1237	163	3705.38	124.931
281901	1237	164	3641.92	128.007
281901	1237	165	3582.12	131.302
281901	1237	166	3502.29	129.499
281901	1237	167	3445.5	127.788
281901	1237	168	3352.62	126.03
281901	1237	169	3295.12	123.726
281901	1237	170	3237.25	119.707
281901	1237	171	3171.04	118.969
281901	1237	172	3119.29	115.965
281901	1237	173	3068	111.5
281901	1237	174	3011.42	110.853
281901	1237	175	2965.38	110.177
281901	1237	176	2909.17	111.506
281901	1237	177	2853.62	107.924
281901	1237	178	2805.33	105.913
281901	1237	179	2750.54	99.7467
281901	1237	180	2694.04	101.751
281901	1237	181	2634	100.794
281901	1237	182	2577.12	98.043
281901	1237	183	2521.67	94.1002
281901	1237	184	2474.62	93.2049
281901	1237	185	2417.58	93.6293
281901	1237	186	2353.46	94.9247
281901	1237	187	2315.75	91.6714
281901	1237	188	2274.08	95.7269
281901	1237	189	2219.92	96.3856
281901	1237	190	2175.21	95.3339
281901	1237	191	2135	94.115
281901	1237	192	2086.33	93.7551
281901	1237	193	2043.42	95.3498
281901	1237	194	1996.17	93.8775
281901	1237	195	1942.46	94.4469
281901	1237	196	1902.67	94.1326
281901	1237	197	1857.38	92.776
281901	1237	198	1812.58	91.4492
281901	1237	199	1776.79	89.9062
281901	1237	200	1737.5	88.4656
281901	1237	201	1700.12	88.3434
281901	1237	202	1667.25	85.8973
281901	1237	203	1625.17	82.8621
281901	1237	204	1584.75	82.1949
281901	1237	205	1552.92	79.3281
281901	1237	206	1517.12	77.9404
281901	1237	207	1483.33	76.8051
281901	1237	208	1449.17	76.5898
281901	1237	209	1423.04	73.305
281901	1237	210	1387.25	76.3789
281901	1237	211	1356.46	77.4022
281901	1237	212	1315.75	73.0863
281901	1237	213	1282.92	71.4303
281901	1237	214	1255.96	68.8163
281901	1237	215	1217.71	64.755
281901	1237	216	1184	64.0908
281901	1237	217	1162.21	63.2597
281901	1237	218	1130.5	62.5976
281901	1237	219	1113.62	62.8416
281901	1237	220	1083.96	61.7966
281901	1237	221	1056.79	59.8124
281901	1237	222	1033.29	59.2436
281901	1237	223	1008.38	59.9607
281901	1237	224	975.583	59.9038
281901	1237	225	949.167	61.725
281901	1237	226	922.333	59.2918
281901	1237	227	895.25	60.3402
281901	1237	228	878.167	59.7399
281901	1237	229	853.542	59.0837
281901	1237	230	837.792	56.4889
281901	1237	231	814.792	56.532
281901	1237	232	788.917	53.4686
281901	1237	233	772.25	54.7931
281901	1237	234	748.125	55.3246
281901	1237	235	730.542	55.5911
281901	1237	236	710.292	54.5316
281901	1237	237	698.417	54.2716
281901	1237	238	684.833	54.5107
281901	1237	239	665.75	53.2422
281901	1237	240	648.083	52.3848
281901	1237	241	633.458	54.2267
281901	1237	242	616.542	50.6845
281901	1237	243	603.333	48.3818
281901	1237	244	588.208	48.1968
281901	1237	245	575.083	46.8271
281901	1237	246	561.208	46.216
281901	1237	247	549.083	45.399
281901	1237	248	531.5	46.0066
281901	1237	249	518.042	44.8089
281901	1237	250	503.417	41.5633
281901	1237	251	491.875	40.6231
281901	1237	252	480.958	39.2602
281901	1237	253	465.792	38.1958
281901	1237	254	454	38.1921
281901	1237	255	443	37.232
281901	1237	256	431.292	36.7629
281901	1237	257	422	35.4853
281901	1237	258	408.583	35.5051
281901	1237	259	399.417	34.5466
281901	1237	260	390.833	33.1121
281901	1237	261	377.417	32.5376
281901	1237	262	362.083	31.3633
281901	1237	263	350.208	31.9117
281901	1237	264	345.5	31.1494
281901	1237	265	336.792	30.204
281901	1237	266	334.042	30.0744
281901	1237	267	323.542	27.9757
281901	1237	268	313.625	28.0393
281901	1237	269	304.042	26.6661
281901	1237	270	290.417	25.3288
281901	1237	271	289.167	25.6742
281901	1237	272	282.375	25.727
281901	1237	273	274.333	23.8939
281901	1237	274	267.708	23.3744
281901	1237	275	262.292	23.0823
281901	1237	276	253.25	22.7194
281901	1237	277	248.25	21.9304
281901	1237	278	242.583	21.6621
281901	1237	279	237.833	21.7856
281901	1237	280	233.792	20.9968
281901	1237	281	229.083	20.7732
281901	1237	282	225.792	19.5303
281901	1237	283	218.708	19.4107
281901	1237	284	210.958	17.8477
281901	1237	285	206.292	16.724
281901	1237	286	200.417	17.1584
281901	1237	287	197.667	17.0435
281901	1237	288	197.417	17.2425
281901	1237	289	189.708	17.2448
281901	1237	290	185.208	16.6403
281901	1237	291	176.083	16.5766
281901	1237	292	170.25	17.2491
281901	1237	293	165.083	17.6963
281901	1237	294	161.417	16.882
281901	1237	295	159.5	16.8105
281901	1237	296	154.5	16.3075
281901	1237	297	151.042	15.9395
281901	1237	298	147.542	16.6554
281901	1237	299	141.875	16.145
446555	2474	0	0	0
446555	2474	1	1615.54	14.2064
446555	2474	2	1270.38	12.879
446555	2474	3	1154.29	14.8744
446555	2474	4	1013.29	13.8339
446555	2474	5	911.167	12.0156
446555	2474	6	830.458	12.4984
446555	2474	7	766.375	14.3492
446555	2474	8	711.917	15.4691
446555	2474	9	671.542	15.7747
446555	2474	10	642.5	16.348
446555	2474	11	618.167	19.1614
446555	2474	12	604.875	18.5268
446555	2474	13	594.542	21.3204
446555	2474	14	600.417	22.3838
446555	2474	15	607.375	25.4775
446555	2474	16	621.375	26.5427
446555	2474	17	638.958	26.6436
446555	2474	18	659.333	27.119
446555	2474	19	688.292	31.2182
446555	2474	20	719.333	28.7537
446555	2474	21	756.042	34.8682
446555	2474	22	801.917	34.5686
446555	2474	23	848.875	36.827
446555	2474	24	907.833	40.0236
446555	2474	25	967.292	48.0713
446555	2474	26	1028.17	54.639
446555	2474	27	1104.83	63.2592
446555	2474	28	1183.12	65.634
446555	2474	29	1274.46	75.1418
446555	2474	30	1373.04	82.4778
446555	2474	31	1477.62	90.755
446555	2474	32	1593.12	99.1589
446555	2474	33	1712.17	108.174
446555	2474	34	1852.75	117.832
446555	2474	35	1999	126.991
446555	2474	36	2149.08	134.697
446555	2474	37	2312.75	149.904
446555	2474	38	2489.21	155.587
446555	2474	39	2673.54	171.696
446555	2474	40	2866.54	180.71
446555	2474	41	3068.42	195.702
446555	2474	42	3283.04	203.861
446555	2474	43	3504.88	213.808
446555	2474	44	3727.62	222.95
446555	2474	45	3954.58	233.27
446555	2474	46	4187.29	243.272
446555	2474	47	4414.75	246.185
446555	2474	48	4627.92	249.061
446555	2474	49	4837.46	254.722
446555	2474	50	5057.46	251.112
446555	2474	51	5262.08	243.769
446555	2474	52	5436.33	239.498
446555	2474	53	5604.29	233.718
446555	2474	54	5755.12	225.128
446555	2474	55	5852.75	212.809
446555	2474	56	5951.92	208.974
446555	2474	57	6050.58	202.819
446555	2474	58	6087.04	195.261
446555	2474	59	6127.08	187.869
446555	2474	60	6132.38	186.933
446555	2474	61	6122.5	182.919
446555	2474	62	6089.46	190.602
446555	2474	63	6028.25	185.568
446555	2474	64	5949.12	190.223
446555	2474	65	5872.83	190.674
446555	2474	66	5773.04	198.608
446555	2474	67	5665.33	194.641
