population	links	time	infected	error
591979	4000	0	2226.79	19.5046
591979	4000	1	1718.92	18.807
591979	4000	2	1440.75	16.8144
591979	4000	3	1200.96	15.472
591979	4000	4	1005.79	12.9926
591979	4000	5	847.917	11.5123
591979	4000	6	718.5	10.7716
591979	4000	7	606.25	11.0713
591979	4000	8	513.25	10.7154
591979	4000	9	433.333	8.73888
591979	4000	10	367.25	9.00912
591979	4000	11	311.75	8.38247
591979	4000	12	263.458	7.54505
591979	4000	13	225.333	6.53227
591979	4000	14	189.417	5.67758
591979	4000	15	161.167	4.79326
591979	4000	16	139.25	4.83171
591979	4000	17	119.333	4.42011
591979	4000	18	102	4.03892
591979	4000	19	87.25	4.0822
591979	4000	20	75.6667	3.80956
591979	4000	21	63.6667	3.36738
591979	4000	22	54.5833	3.22432
591979	4000	23	46.25	2.83209
591979	4000	24	40.7083	2.56173
591979	4000	25	33.9583	2.56986
591979	4000	26	30.0417	2.54264
591979	4000	27	25.75	2.34848
591979	4000	28	22.0417	1.98988
591979	4000	29	19.0417	1.81425
591979	4000	30	16.5833	1.90569
591979	4000	31	14.2083	1.48286
591979	4000	32	12.3333	1.37416
591979	4000	33	10.875	1.36219
591979	4000	34	8.66667	1.2467
591979	4000	35	7.75	1.02342
591979	4000	36	6.79167	1.00786
591979	4000	37	6.08333	1.02115
591979	4000	38	5.08333	1.19103
591979	4000	39	4.5	1.17978
591979	4000	40	3.875	1.02385
591979	4000	41	3.45833	0.898333
591979	4000	42	3.08333	0.88221
591979	4000	43	2.58333	0.726468
591979	4000	44	2.33333	0.642593
591979	4000	45	1.75	0.580975
591979	4000	46	1.5	0.646193
591979	4000	47	1.5	0.825847
591979	4000	48	1.625	0.999773
591979	4000	49	1.125	0.767425
591979	4000	50	1.08333	0.676877
591979	4000	51	0.875	0.53172
591979	4000	52	0.666667	0.495883
591979	4000	53	0.416667	0.286972
591979	4000	54	0.333333	0.254862
591979	4000	55	0.208333	0.165975
591979	4000	56	0.166667	0.192657
591979	4000	57	0.125	0.135161
591979	4000	58	0.125	0.135161
591979	4000	59	0.125	0.135161
591979	4000	60	0.0416667	0.0816667
591979	4000	61	0	0
591979	4000	62	0	0
591979	4000	63	0	0
591979	4000	64	0	0
591979	4000	65	0	0
591979	4000	66	0	0
591979	4000	67	0	0
591979	4000	68	0	0
591979	4000	69	0	0
591979	4000	70	0	0
591979	4000	71	0	0
591979	4000	72	0	0
591979	4000	73	0	0
591979	4000	74	0	0
591979	4000	75	0	0
591979	4000	76	0	0
591979	4000	77	0	0
591979	4000	78	0	0
591979	4000	79	0	0
591979	4000	80	0	0
591979	4000	81	0	0
591979	4000	82	0	0
591979	4000	83	0	0
591979	4000	84	0	0
591979	4000	85	0	0
591979	4000	86	0	0
591979	4000	87	0	0
591979	4000	88	0	0
591979	4000	89	0	0
591979	4000	90	0	0
591979	4000	91	0	0
591979	4000	92	0	0
591979	4000	93	0	0
591979	4000	94	0	0
591979	4000	95	0	0
591979	4000	96	0	0
591979	4000	97	0	0
591979	4000	98	0	0
591979	4000	99	0	0
591979	4000	100	0	0
591979	4000	101	0	0
591979	4000	102	0	0
591979	4000	103	0	0
591979	4000	104	0	0
591979	4000	105	0	0
591979	4000	106	0	0
591979	4000	107	0	0
591979	4000	108	0	0
591979	4000	109	0	0
591979	4000	110	0	0
591979	4000	111	0	0
