population	links	time	infected	error
470296	5000	0	0	0
470296	5000	1	2794	19.6705
470296	5000	2	2213.79	16.1712
470296	5000	3	2197.04	18.057
470296	5000	4	2089.96	17.9585
470296	5000	5	2013.29	22.2986
470296	5000	6	1952.5	22.3611
470296	5000	7	1891.25	21.8837
470296	5000	8	1849.54	26.7589
470296	5000	9	1806.96	28.3608
470296	5000	10	1783.38	28.9053
470296	5000	11	1772.12	34.5938
470296	5000	12	1765.88	35.4664
470296	5000	13	1764	38.4172
470296	5000	14	1771.42	39.0548
470296	5000	15	1781.75	42.0997
470296	5000	16	1809.96	45.262
470296	5000	17	1840.25	50.4801
470296	5000	18	1883.29	55.1214
470296	5000	19	1941.71	64.1143
470296	5000	20	2005.96	70.6685
470296	5000	21	2084.67	79.674
470296	5000	22	2182.12	91.0368
470296	5000	23	2277.5	96.8414
470296	5000	24	2405.62	99.9794
470296	5000	25	2546.17	114.432
470296	5000	26	2684.12	124.718
470296	5000	27	2857.71	143.351
470296	5000	28	3047.58	158.283
470296	5000	29	3247.25	180.973
470296	5000	30	3478.71	199.402
470296	5000	31	3725.38	221.137
470296	5000	32	4017	249.035
470296	5000	33	4319.29	273.447
470296	5000	34	4678.62	297.138
470296	5000	35	5045.21	326.224
470296	5000	36	5442.83	349.323
470296	5000	37	5895.38	378.973
470296	5000	38	6374.38	412.118
470296	5000	39	6883.38	439.675
470296	5000	40	7458.71	477.798
470296	5000	41	8019.46	506.627
470296	5000	42	8664.04	536.835
470296	5000	43	9299.46	574.228
470296	5000	44	10016.4	601.046
470296	5000	45	10720.2	629.665
470296	5000	46	11487.5	647.727
470296	5000	47	12264.1	678.403
470296	5000	48	13025.5	683.809
470296	5000	49	13830.2	706.57
470296	5000	50	14609	716.653
470296	5000	51	15390.6	728.361
470296	5000	52	16196.7	722.518
470296	5000	53	16936	720.847
470296	5000	54	17696.4	717.362
470296	5000	55	18427.8	707.349
470296	5000	56	19121.5	706.027
470296	5000	57	19775.2	700.736
470296	5000	58	20370	699.288
470296	5000	59	20941.3	705.761
470296	5000	60	21466.2	700.029
470296	5000	61	21938.8	677.835
470296	5000	62	22367.8	669.322
470296	5000	63	22754	660.91
470296	5000	64	23112.8	652.386
470296	5000	65	23391.2	637.3
470296	5000	66	23622.4	627.638
470296	5000	67	23851.3	636.207
470296	5000	68	24019.3	637.688
470296	5000	69	24169.3	634.361
470296	5000	70	24292.5	639.756
470296	5000	71	24386.3	623.897
470296	5000	72	24472.5	609.611
470296	5000	73	24541.3	605.391
470296	5000	74	24536	580.968
470296	5000	75	24543.3	559.45
470296	5000	76	24544	565.406
470296	5000	77	24516.6	558.443
470296	5000	78	24464.6	551.676
470296	5000	79	24380.5	539.963
