population	links	time	infected	error
470296	5000	0	2831.83	20.6268
470296	5000	1	2206.5	20.4827
470296	5000	2	2320.29	22.9019
470296	5000	3	2284.75	27.5807
470296	5000	4	2316.21	27.7595
470296	5000	5	2346.17	25.3515
470296	5000	6	2389.83	25.8912
470296	5000	7	2445.71	31.6532
470296	5000	8	2519.67	33.801
470296	5000	9	2612.29	42.6534
470296	5000	10	2722.08	45.6562
470296	5000	11	2846.38	53.7258
470296	5000	12	3002.46	54.8553
470296	5000	13	3190.62	61.1672
470296	5000	14	3399.62	69.6865
470296	5000	15	3646.92	72.7556
470296	5000	16	3925.79	81.646
470296	5000	17	4255.08	87.9447
470296	5000	18	4629.88	103.912
470296	5000	19	5082.88	129.855
470296	5000	20	5568.21	150.795
470296	5000	21	6143.54	175.616
470296	5000	22	6808.38	202.347
470296	5000	23	7551.33	233.222
470296	5000	24	8404.33	262.227
470296	5000	25	9364.71	295.888
470296	5000	26	10452.2	345.255
470296	5000	27	11719	392.505
470296	5000	28	13133.8	445.108
470296	5000	29	14680.3	500.063
470296	5000	30	16417.3	562.646
470296	5000	31	18322.7	626.251
470296	5000	32	20402.6	689.521
470296	5000	33	22673.2	748.716
470296	5000	34	25095	806.974
470296	5000	35	27636	858.735
470296	5000	36	30357.3	894.957
470296	5000	37	33147.4	941.359
470296	5000	38	36021.2	981.478
470296	5000	39	38945.2	1007.13
470296	5000	40	41861	1039.13
470296	5000	41	44772.7	1020.52
470296	5000	42	47581	1028.97
470296	5000	43	50345.1	1029.02
470296	5000	44	53044	1029.57
470296	5000	45	55659.5	1011.97
470296	5000	46	58115.5	1004.77
470296	5000	47	60434	983.829
470296	5000	48	62604.1	1001.18
470296	5000	49	64650.6	985.456
470296	5000	50	66620.2	979.696
470296	5000	51	68474.2	982.667
470296	5000	52	70215.3	965.828
470296	5000	53	71843	963.124
470296	5000	54	73391	948.945
470296	5000	55	74829	921.71
470296	5000	56	76171.8	892.734
470296	5000	57	77405.4	874.551
470296	5000	58	78597.2	839.764
470296	5000	59	79749.8	797.526
470296	5000	60	80827.5	761.279
470296	5000	61	81869	748.023
470296	5000	62	82816.5	704.614
470296	5000	63	83684.5	686.651
470296	5000	64	84487.2	643.357
